cluster_id,stop_id,stop_key,stop_name,Lines,mode,latitude,longitude,x,y
347,cluster_347,cluster_347_casabus,CLINIQUE ABDELMOUMEN,"['L143', 'L300']",casabus,33.56555439999999,-7.626836599999999,627455.3547115829,3714831.7451888314
348,cluster_348,cluster_348_casabus,CLINIQUE AIN CHOC,"['L060', 'L063', 'L143']",casabus,33.549329100019406,-7.602288199985721,629758.3481664412,3713063.106115336
349,cluster_349,cluster_349_casabus,CLINIQUE ANDALOUS,['L011'],casabus,33.5965952000568,-7.654779799918884,624816.8065033173,3718239.5976832774
350,cluster_350,cluster_350_casabus,CLINIQUE BEN SOUDA,['L084'],casabus,33.58592879999999,-7.6526718,625027.8024724034,3717059.4227455975
351,cluster_351,cluster_351_casabus,CLINIQUE BEN SOUDA 2,['L084'],casabus,33.58548129999999,-7.653903099999999,624914.1784946627,3717008.316764557
352,cluster_352,cluster_352_casabus,CLINIQUE CIL,"['L072', 'L109']",casabus,33.567305399999995,-7.658211200000001,624540.4771059973,3714987.7425923343
353,cluster_353,cluster_353_casabus,CLINIQUE DAR SALAM,"['L020', 'L109', 'L310', 'L072', 'L031']",casabus,33.56193830000001,-7.619310500000001,628159.3139344701,3714440.066297649
354,cluster_354,cluster_354_casabus,CLINIQUE DAR SALAM,"['L020', 'L109', 'L310', 'L072', 'L068', 'L031']",casabus,33.56209379999999,-7.619625300000001,628129.8614402334,3714456.9192249123
355,cluster_355,cluster_355_casabus,CLINIQUE DENTAIRE,['L084'],casabus,33.58735625003733,-7.647287800115898,625525.3892844864,3717224.216096479
356,cluster_356,cluster_356_casabus,CLINIQUE FDALA,['L906'],casabus,33.69640250001597,-7.391760050037237,649051.3321366538,3729655.2546341904
357,cluster_357,cluster_357_casabus,CLINIQUE NORMANDIE,"['L97B', 'L013', 'L050']",casabus,33.58393780000001,-7.6495485,625320.5347588281,3716842.4310965315
358,cluster_358,cluster_358_casabus,CLINIQUE NORMANDIE,"['L97B', 'L013', 'L050', 'L09E']",casabus,33.58399059999999,-7.650533500000001,625229.04484981,3716847.094071662
359,cluster_359,cluster_359_casabus,CLINIQUE RIVIERA,"['L063', 'L068', 'L020', 'L143']",casabus,33.5674345000074,-7.640753050037199,626160.8163763618,3715023.181438021
360,cluster_360,cluster_360_casabus,CLINIQUE SARA,"['L072', 'L109']",casabus,33.57003499999999,-7.6668932000000005,623730.6903816176,3715280.0028487584
361,cluster_361,cluster_361_casabus,CLINIQUE SARA,"['L072', 'L109']",casabus,33.57039360000001,-7.666837600000001,623735.3395068479,3715319.8315578178
362,cluster_362,cluster_362_casabus,CLINIQUE SIDI OTHMANE,"['L039', 'L120', 'L079']",casabus,33.56088685002457,-7.561451199930044,633532.0218077255,3714396.545647878
363,cluster_363,cluster_363_casabus,CLUB ESSAKHI,['L903'],casabus,33.62588205002848,-7.330532050038029,654852.8739666836,3721925.3116657143
364,cluster_364,cluster_364_casabus,CNSS DAR LAMANE,"['T2', 'L139', 'L090']",casabus,33.59372996666865,-7.5574297666812456,633854.6168946204,3718043.517137313
364,cluster_364,cluster_364_tram,CNSS DAR LAMANE,"['T2', 'L139', 'L090']",tram,33.59372996666865,-7.5574297666812456,633854.6168946204,3718043.517137313
365,cluster_365,cluster_365_casabus,COLIS POSTAUX,"['L055', 'L033', 'L023', 'L082', 'L900', 'L011', 'L120', 'L043', 'L062', 'L139']",casabus,33.596195399999985,-7.6055365,629386.8096760184,3718255.7287432044
366,cluster_366,cluster_366_casabus,COLIS POSTAUX,"['L033', 'L139', 'L011']",casabus,33.59635800000001,-7.604903999999999,629445.2584402171,3718274.5491591105
367,cluster_367,cluster_367_casabus,COLLEGE BNO TOUMART,['L120'],casabus,33.567920799999996,-7.5486216,634712.0918475997,3715193.1072013066
368,cluster_368,cluster_368_casabus,COLLEGE BNO TOUMART,['L120'],casabus,33.5682279,-7.548639900000001,634709.9161105463,3715227.1359346164
369,cluster_369,cluster_369_casabus,COLLEGE BOUSKOURA,"['L310', 'L307']",casabus,33.44669400000001,-7.6477623999999995,625684.6432200682,3701626.803178058
370,cluster_370,cluster_370_casabus,COLLEGE BOUSKOURA,"['L310', 'L307']",casabus,33.4467078,-7.6481354999999995,625649.942738331,3701627.8821803723
371,cluster_371,cluster_371_casabus,COLLEGE EL HASSAN ELYOUSSI,['L062'],casabus,33.555465799999986,-7.535457300000003,635953.5821246412,3713829.239630694
372,cluster_372,cluster_372_casabus,COLLEGE IBNO ABBAD,"['L09E', 'L084']",casabus,33.545779,-7.6864119,621953.0519858699,3712567.318909248
373,cluster_373,cluster_373_casabus,COLLEGE IBNO ABBAD 2,"['L09E', 'L084']",casabus,33.545470699999996,-7.686061100000002,621986.0556573274,3712533.5469796066
374,cluster_374,cluster_374_casabus,COLLEGE IDRISS I,"['L310', 'L300']",casabus,33.45528070010242,-7.641615500027761,626243.56837437,3702586.35115006
375,cluster_375,cluster_375_casabus,COLLEGE MOULOUYA,"['L019', 'L020']",casabus,33.5586861,-7.689653200000001,621634.0170797769,3713994.666680196
376,cluster_376,cluster_376_casabus,COLLEGE TABARI,['L107'],casabus,33.526770800049476,-7.661370899949678,624305.2235804705,3710489.401671906
377,cluster_377,cluster_377_casabus,COLLEGE YAAKOUB EL MANSOUR,['L906'],casabus,33.68132399999999,-7.387898299999999,649435.3771350514,3727988.7905873535
378,cluster_378,cluster_378_casabus,COLLEGE YAAKOUB EL MANSOUR,['L906'],casabus,33.681553199999996,-7.3882633,649401.1430334917,3728013.6783425375
379,cluster_379,cluster_379_casabus,COLLEGE ZINEB NEFZAOUIA,"['L079', 'L011']",casabus,33.56347300002004,-7.5875657500875935,631103.858620533,3714649.956534978
380,cluster_380,cluster_380_casabus,COMMISARIAT LAHRAOUIYINE,"['L065', 'L062']",casabus,33.552090500008646,-7.532119550030527,636268.7531105466,3713459.356031247
381,cluster_381,cluster_381_casabus,COMMISSARIAT AL AZHAR,['L082'],casabus,33.60235180003224,-7.49144465004402,639963.9168980261,3719086.827778168
382,cluster_382,cluster_382_casabus,COMMISSARIAT NASSIM,['L09E'],casabus,33.52155690001338,-7.657092700011397,624710.0111658871,3709916.413030814
383,cluster_383,cluster_383_casabus,COMMISSARIAT RIAD AL OULFA,"['L020', 'L019', 'L005']",casabus,33.558940300028354,-7.693005249935236,621322.4836221689,3714018.923083031
384,cluster_384,cluster_384_casabus,COMMISSARIAT SIDI MAAROUF,"['L031', 'L007', 'L300']",casabus,33.5198146,-7.652388400000001,625149.4206007384,3709728.8903444763
385,cluster_385,cluster_385_casabus,COMMISSARIAT SIDI MAAROUF,"['L031', 'L007', 'L300']",casabus,33.52105829999999,-7.652281,625157.6036416522,3709866.9231904144
386,cluster_386,cluster_386_casabus,COMMUNE DAR BOUAAZZA,['L301'],casabus,33.5129604,-7.819659800000001,609623.052205048,3708779.6216394594
387,cluster_387,cluster_387_casabus,COMMUNE DAR BOUAAZZA,['L301'],casabus,33.5132182,-7.8198942,609600.9561911094,3708807.958481371
388,cluster_388,cluster_388_casabus,COMPLEXE MOHAMED V,"['L97B', 'L013', 'L050']",casabus,33.58136185002015,-7.647925750058257,625474.8642612628,3716558.7681617434
389,cluster_389,cluster_389_casabus,COMPLEXE CULTUREL,['L800'],casabus,33.6335393,-7.4607361,642761.8733553125,3722587.060285712
390,cluster_390,cluster_390_casabus,COMPLEXE CULTUREL,['L800'],casabus,33.633837299999996,-7.460951000000001,642741.4484352777,3722619.8079543784
391,cluster_391,cluster_391_casabus,COMPLEXE EDUCATIF HASSAN II,"['L079', 'L011']",casabus,33.55863130000001,-7.5876816,631100.4217362388,3714112.94617562
392,cluster_392,cluster_392_casabus,COMPLEXE EDUCATIF HASSAN II,"['L079', 'L011']",casabus,33.5589185,-7.5874869,631118.0623887175,3714145.038209554
393,cluster_393,cluster_393_casabus,COMPLEXE KAMAL ZEBDI,"['L039', 'L097', 'L064', 'L97B']",casabus,33.55668015000356,-7.571748999992235,632582.4887353877,3713916.8676875005
394,cluster_394,cluster_394_casabus,CONSULAT D'ESPAGNE,['L007'],casabus,33.5914556,-7.624951,627592.2583062488,3717706.0673906985
395,cluster_395,cluster_395_casabus,CONSULAT DE LA RUSSIE,['L019'],casabus,33.5781466,-7.629994299999999,627143.7734777601,3716224.122335535
396,cluster_396,cluster_396_casabus,CONSULAT DE LA RUSSIE,['L019'],casabus,33.578192699999995,-7.6306317,627084.5473963111,3716228.4517169166
397,cluster_397,cluster_397_casabus,COUR D'APPEL,"['L055', 'L011', 'L120', 'L043', 'L062']",casabus,33.59523295004263,-7.603491249902285,629578.0346854881,3718151.567059057
398,cluster_398,cluster_398_casabus,TERMINUS HAY SALAM,"['L97B', 'L068', 'L013']",casabus,33.544853650027555,-7.673129450094538,623187.5892671396,3712480.420498285
399,cluster_399,cluster_399_casabus,Cite des Métiers,['L312'],casabus,33.3999091,-7.555360900000002,634345.7221966127,3696554.7837030133
400,cluster_400,cluster_400_casabus,Cite des Métiers,['L312'],casabus,33.400012,-7.5549853,634380.4960141346,3696566.678395523
401,cluster_401,cluster_401_casabus,DAR 16,['L306'],casabus,33.50184930001299,-7.718141999970353,619067.241217596,3707659.498836162
402,cluster_402,cluster_402_casabus,DAR BOUAAZZA,['L301'],casabus,33.5078037,-7.83333,608359.8035617003,3708193.495725867
403,cluster_403,cluster_403_casabus,DAR BOUAAZZA,['L301'],casabus,33.507874099999995,-7.8341831,608280.4760041136,3708200.411018617
404,cluster_404,cluster_404_casabus,DAR DAW,['L903'],casabus,33.65789120000205,-7.348098900018122,653166.5596950528,3725448.626959334
405,cluster_405,cluster_405_casabus,DAR LAMANE,"['L139', 'L090']",casabus,33.5939819,-7.554219899999999,634152.0917086251,3718075.607634297
406,cluster_406,cluster_406_casabus,DAR LAMANE,"['L139', 'L090']",casabus,33.59414559999999,-7.5545086,634125.047945083,3718093.385341357
407,cluster_407,cluster_407_casabus,DAR LKBIRA,['L301'],casabus,33.503546699999994,-7.8455581,607229.2527522589,3707708.785772283
408,cluster_408,cluster_408_casabus,DAR LKBIRA,['L301'],casabus,33.50375290000001,-7.8458509,607201.8005985358,3707731.3463091133
409,cluster_409,cluster_409_casabus,DAR LMIMA,['L604'],casabus,33.5319405,-7.5304373,636456.6080599066,3711227.254841812
410,cluster_410,cluster_410_casabus,DAR LMIMA,"['L055', 'L604', 'L068']",casabus,33.5321987,-7.530565100000001,636444.3344369131,3711255.7168912804
411,cluster_411,cluster_411_casabus,DAR LMOAMIN,"['L055', 'L011', 'L120', 'L043', 'L062']",casabus,33.5896346,-7.6026095,629668.2343567559,3717531.906067137
412,cluster_412,cluster_412_casabus,DAR LMOAMIN,"['L055', 'L011', 'L120', 'L043', 'L062']",casabus,33.5897081,-7.6030560000000005,629626.6890606593,3717539.4968947936
413,cluster_413,cluster_413_casabus,DAR LMOHAMI,"['L055', 'L120', 'L011']",casabus,33.59102089999998,-7.603821099999999,629553.7247268208,3717684.10712217
414,cluster_414,cluster_414_casabus,DAR LMOHAMI,"['L055', 'L120', 'L011']",casabus,33.59251280000001,-7.6035737,629574.45201049,3717849.8438892565
415,cluster_415,cluster_415_casabus,DAR NESSRANIA,"['L310', 'L300']",casabus,33.507477150065704,-7.631779249977393,627081.524842077,3708385.948473165
416,cluster_416,cluster_416_casabus,DAR TALIBA,['L064'],casabus,33.56281705000794,-7.561687949942855,633507.0729733293,3714610.2685086136
417,cluster_417,cluster_417_casabus,DAR TOUZANI,['L600'],casabus,33.55180519999998,-7.5895193,630940.1224728297,3713353.7228823355
418,cluster_418,cluster_418_casabus,DAR TOUZANI,['L600'],casabus,33.551887099999995,-7.590033199999999,630892.2879239562,3713362.155045374
419,cluster_419,cluster_419_casabus,DAR ZWAQ,['L301'],casabus,33.5174833,-7.8002698,611418.1850176192,3709301.7711125975
420,cluster_420,cluster_420_casabus,DAR ZWAQ,['L301'],casabus,33.51777319999999,-7.8008691,611362.1536761929,3709333.2714037327
421,cluster_421,cluster_421_casabus,DERB BOUCHENTOUF,"['L038', 'L020', 'L072', 'L067', 'L051', 'L604', 'L600']",casabus,33.56752470000001,-7.605421599999999,629440.2808098638,3715076.7693659673
422,cluster_422,cluster_422_casabus,DERB BOUCHENTOUF,"['L038', 'L020', 'L072', 'L067', 'L051', 'L604', 'L600']",casabus,33.5684962,-7.6042223,629550.153303648,3715185.9914702317
423,cluster_423,cluster_423_casabus,DERB CHABAB C,['L903'],casabus,33.690099400066906,-7.3830568000227474,649868.9755413975,3728968.906027017
424,cluster_424,cluster_424_casabus,DERB FOUKARA,"['L038', 'L020', 'T2', 'L072', 'L067', 'L604', 'L600']",casabus,33.566535266691986,-7.607230833335233,629273.8154870182,3714964.7988450704
424,cluster_424,cluster_424_tram,DERB FOUKARA,"['L038', 'L020', 'T2', 'L072', 'L067', 'L604', 'L600']",tram,33.566535266691986,-7.607230833335233,629273.8154870182,3714964.7988450704
425,cluster_425,cluster_425_casabus,DERB JAMILA,['L084'],casabus,33.57100669999999,-7.6842854,622114.9742054446,3715367.1087200074
426,cluster_426,cluster_426_tram,Derb Sultan,"['L038', 'L020', 'L067', 'L051', 'L040', 'T2', 'L604', 'L072']",tram,33.5720590000177,-7.595981800024271,630309.7071438304,3715591.3823405025
426,cluster_426,cluster_426_casabus,Derb Sultan,"['L038', 'L020', 'L067', 'L051', 'L040', 'T2', 'L604', 'L072']",casabus,33.5720590000177,-7.595981800024271,630309.7071438304,3715591.3823405025
427,cluster_427,cluster_427_casabus,DERB KABIR,"['L038', 'L020', 'L067', 'L051', 'L040', 'L604', 'L072']",casabus,33.5723447,-7.595344300000001,630368.44985986,3715623.8638893524
428,cluster_428,cluster_428_casabus,DERB LAHJAR,"['L107', 'L143', 'L011']",casabus,33.55052555000131,-7.569193150011934,632829.1854179659,3713237.6968848086
429,cluster_429,cluster_429_casabus,DERB LOUBILA,['L005'],casabus,33.60459485000103,-7.636895900000399,626464.6124203257,3719148.3304099855
430,cluster_430,cluster_430_casabus,DERB MARRAKECH,['L902'],casabus,33.685618300061996,-7.394808450042349,648787.367822917,3728455.004958648
431,cluster_431,cluster_431_casabus,DERB MILA,"['L604', 'L038', 'L109']",casabus,33.57084485001937,-7.581086199938015,631694.1513810894,3715475.591513573
432,cluster_432,cluster_432_casabus,DERB MILAN,"['L604', 'L072']",casabus,33.570700800000004,-7.5792204,631867.5554906251,3715461.992383983
433,cluster_433,cluster_433_casabus,DERB MILAN,"['L604', 'L072', 'L067']",casabus,33.5709265,-7.579023799999999,631885.4608103911,3715487.2691175556
434,cluster_434,cluster_434_casabus,DERB MOULAY CHRIF,['L139'],casabus,33.59314009999999,-7.5695036,632735.1106027676,3717962.5640870514
435,cluster_435,cluster_435_casabus,DERB MOULAY CHRIF,['L139'],casabus,33.593875700000005,-7.5694973,632734.568216256,3718044.138587542
436,cluster_436,cluster_436_casabus,DIRECTION  T. REGIONALE CASA,['L084'],casabus,33.5417001,-7.6886425,621751.6705950369,3712112.4235025565
437,cluster_437,cluster_437_casabus,DIRECTION  T. REGIONALE CASA,['L084'],casabus,33.5419119,-7.6889481,621722.9985468703,3712135.549271204
438,cluster_438,cluster_438_casabus,DOUAR AL MOUMNATE,"['L312', 'L600']",casabus,33.503985450079924,-7.543557450047016,635281.7495698233,3708110.313744204
439,cluster_439,cluster_439_casabus,DOUAR CHRIF,"['L907', 'L32D']",casabus,33.671644500000006,-7.40663,647715.4046555458,3726888.4961200976
440,cluster_440,cluster_440_casabus,DOUAR CHRIF,"['L907', 'L32D']",casabus,33.67167139999999,-7.407123900000001,647669.5664529158,3726890.772904631
441,cluster_441,cluster_441_casabus,DOUAR EL WAHDA,"['L907', 'L32D']",casabus,33.6770979,-7.411045800000001,647296.6903277307,3727486.911150091
442,cluster_442,cluster_442_casabus,DOUAR EL WAHDA,"['L907', 'L32D']",casabus,33.6772388,-7.4104986,647347.1806221572,3727503.3158496106
443,cluster_443,cluster_443_casabus,DOUAR FOUKRA,['L306'],casabus,33.49042705000908,-7.732383399968847,617759.788892044,3706376.7552690925
444,cluster_444,cluster_444_casabus,DOUAR KHOUADRA,"['L310', 'L107', 'L031', 'L300']",casabus,33.54067930000294,-7.631466549975448,627061.9963867688,3712067.8485641866
445,cluster_445,cluster_445_casabus,DOUAR KROUTA,"['L310', 'L307']",casabus,33.435104599999995,-7.664612900000001,624134.8569525031,3700321.520781083
446,cluster_446,cluster_446_casabus,DOUAR KROUTA,"['L310', 'L307']",casabus,33.4351813,-7.664270800000001,624166.5508888669,3700330.433802272
447,cluster_447,cluster_447_casabus,DOUAR LAATOUR,['L310'],casabus,33.5330391,-7.6378884,626476.8419706519,3711212.835586513
448,cluster_448,cluster_448_casabus,DOUAR LAATOUR,['L310'],casabus,33.533090699999995,-7.638490599999999,626420.8463314399,3711217.8227223163
449,cluster_449,cluster_449_casabus,DOUAR LACHHAB,"['L800', 'L904', 'L900']",casabus,33.6750937,-7.424208400000001,646079.7822377983,3727245.9756899076
450,cluster_450,cluster_450_casabus,DOUAR LACHHAB,"['L800', 'L904', 'L900']",casabus,33.675346299999994,-7.4244209,646059.6538280878,3727273.6856147256
451,cluster_451,cluster_451_casabus,DOUAR LAHFAYA,"['L312', 'L600']",casabus,33.51728620000001,-7.5557681,634126.9390405593,3709569.289358054
452,cluster_452,cluster_452_casabus,DOUAR LAHFAYA,"['L312', 'L600']",casabus,33.5175669,-7.5556174,634140.5024719212,3709600.6091404874
453,cluster_453,cluster_453_casabus,DOUAR LGOUISSEM,['L307'],casabus,33.50048250002074,-7.672757700040178,623285.057772264,3707560.939309249
454,cluster_454,cluster_454_casabus,DOUAR LHAJ LAMLIH,['L900'],casabus,33.665976150029095,-7.447050149892331,643977.2890993408,3726202.881388723
455,cluster_455,cluster_455_casabus,DOUAR MAATAH,['L306'],casabus,33.47776240000288,-7.755554150022809,615623.9538551302,3704946.4670791677
456,cluster_456,cluster_456_casabus,DOUAR MZAB,"['L312', 'L600']",casabus,33.51137899999999,-7.547716299999999,634883.9478248951,3708924.71986387
457,cluster_457,cluster_457_casabus,DOUAR OULD LHAJ JILALI,['L301'],casabus,33.498806,-7.8792961,604101.0461328839,3707148.799269134
458,cluster_458,cluster_458_casabus,DOUAR OULD LHAJ JILALI,['L301'],casabus,33.49894290000001,-7.879877099999999,604046.9111210229,3707163.3958063745
459,cluster_459,cluster_459_casabus,DOUAR OULED BOUAZIZ,['L606'],casabus,33.5429318,-7.4388079,644947.3295087287,3712570.3822951466
460,cluster_460,cluster_460_casabus,DOUAR RIFAI,['L306'],casabus,33.46865640000815,-7.7814575499655865,613228.9175917923,3703908.267155632
461,cluster_461,cluster_461_casabus,DOUAR SEBT,['L301'],casabus,33.4932449,-7.884889300000001,603588.0972174332,3706526.604145792
462,cluster_462,cluster_462_casabus,DOUAR SEBT,['L301'],casabus,33.4934168,-7.885242300000001,603555.099021169,3706545.3117377614
463,cluster_463,cluster_463_casabus,DOUAR SIDI MASSIF,['L606'],casabus,33.5469654,-7.4501003,643892.1096672959,3713001.917359056
464,cluster_464,cluster_464_casabus,DRABNA ROUTE DE BOUSKOURA,"['L310', 'L300']",casabus,33.503126950029845,-7.630664250022893,627191.4596317552,3707904.9575616624
465,cluster_465,cluster_465_casabus,DREAM VILAGE,['L903'],casabus,33.6139470500184,-7.369963550040745,651215.8361425337,3720543.5141071174
466,cluster_466,cluster_466_casabus,DRISS LAHRIZI VICTORIA,['L307'],casabus,33.42107055003867,-7.67788774997796,622920.5512254885,3698749.6611476024
467,cluster_467,cluster_467_casabus,DRISS SLAOUI,['L011'],casabus,33.5936051,-7.6539981,624893.6525839368,3717908.9901639037
468,cluster_468,cluster_468_casabus,DRISSIA 2,['L056'],casabus,33.56497785000779,-7.5868573499509235,631167.3425922326,3714817.7160422145
469,cluster_469,cluster_469_casabus,DYAR AL AMAL,['L306'],casabus,33.49748129999999,-7.724222800000001,618508.3335602815,3707168.215650714
470,cluster_470,cluster_470_casabus,DYAR AL AMAL,['L306'],casabus,33.4977512,-7.724015400000001,618527.2325412463,3707198.3789393473
471,cluster_471,cluster_471_casabus,DYAR AL YOUSRA,['L905'],casabus,33.67350439999999,-7.3518708,652789.170769342,3727174.3876095656
472,cluster_472,cluster_472_casabus,DYAR AL YOUSRA,['L905'],casabus,33.673686,-7.3524293,652737.068544609,3727193.699266056
473,cluster_473,cluster_473_casabus,DYAR EL ALIA,['L903'],casabus,33.67456710004615,-7.364600700002974,651607.0599604013,3727273.4736388098
474,cluster_474,cluster_474_casabus,DYAR KENZA,['L905'],casabus,33.670905600042914,-7.353348099931533,652656.7968611886,3726884.0228154655
475,cluster_475,cluster_475_casabus,ECOLE ABDELKRIM EL KHATTABI,"['L120', 'L606', 'L143', 'L065']",casabus,33.56574410003516,-7.529780100091762,636464.4714191473,3714976.405702165
476,cluster_476,cluster_476_casabus,ECOLE ABDELLAH HADDAOUI,['L606'],casabus,33.5383596,-7.424803100000001,646255.4226120773,3712083.060073896
477,cluster_477,cluster_477_casabus,ECOLE AJIAL SALAM,['L120'],casabus,33.4608751,-7.5160501,637905.3115526293,3703366.2932308
478,cluster_478,cluster_478_casabus,ECOLE AJIAL SALAM,['L120'],casabus,33.460975899999994,-7.516350900000001,637877.195750026,3703377.070965537
479,cluster_479,cluster_479_casabus,ECOLE AL AJIAL,"['L068', 'L050', 'L109']",casabus,33.55746130000001,-7.6813346000000005,622407.9793253669,3713868.654429351
480,cluster_480,cluster_480_casabus,ECOLE AL AJIAL,"['L068', 'L050', 'L109']",casabus,33.5575313,-7.681834900000001,622361.4359530422,3713875.825271697
481,cluster_481,cluster_481_casabus,ECOLE BAB ANDALOUS,['L022'],casabus,33.53665640001138,-7.606297399961967,629405.0108692179,3711652.9112028982
482,cluster_482,cluster_482_casabus,ECOLE BELFKIH,['L604'],casabus,33.5292887,-7.5242639,637034.0747330951,3710941.3539532446
483,cluster_483,cluster_483_casabus,ECOLE BELFKIH,['L604'],casabus,33.529444399999996,-7.523939100000001,637063.9919388152,3710959.0478617838
484,cluster_484,cluster_484_casabus,ECOLE CAMELIA,"['L97B', 'L013', 'L09E']",casabus,33.540719300000006,-7.6682277999999995,623648.5828614796,3712027.8331705173
485,cluster_485,cluster_485_casabus,ECOLE CAMELIA 1,"['L97B', 'L013', 'L09E']",casabus,33.54261839999999,-7.6674272,623720.2133650852,3712239.363469694
486,cluster_486,cluster_486_casabus,ECOLE EL AKHAWAIN,"['L079', 'L120', 'L062', 'L056']",casabus,33.56153570000001,-7.565881900000001,633119.7165109372,3714462.7911843294
487,cluster_487,cluster_487_casabus,ECOLE EL AKHAWAIN,"['L079', 'L120', 'L062', 'L056']",casabus,33.5620055,-7.5659787000000005,633110.0095266751,3714514.7599995
488,cluster_488,cluster_488_casabus,ECOLE EL ANOUAR,['L107'],casabus,33.52155750008464,-7.663209999986169,624141.8824092285,3709909.141267815
489,cluster_489,cluster_489_casabus,ECOLE EL GHAZOUANI,['L900'],casabus,33.6542374,-7.4698158,641885.7136387263,3724869.712459414
490,cluster_490,cluster_490_casabus,ECOLE EL GHAZOUANI,['L900'],casabus,33.654657500000006,-7.4702078,641848.672789963,3724915.7580833957
491,cluster_491,cluster_491_casabus,ECOLE EL IBRAHIMI,"['L068', 'L109']",casabus,33.5563029,-7.681593,622385.6251629761,3713739.9040358486
492,cluster_492,cluster_492_casabus,ECOLE EL JABRE,['L309'],casabus,33.489517200033596,-7.608033000051623,629313.9737402934,3706423.8513257653
493,cluster_493,cluster_493_casabus,ECOLE EL KHALIL,['L072'],casabus,33.56017860000001,-7.6391448,626320.6666651269,3714220.5893676667
494,cluster_494,cluster_494_casabus,ECOLE EL KHALIL,"['L072', 'L109']",casabus,33.56030390000001,-7.6400416,626237.233210233,3714233.389984939
495,cluster_495,cluster_495_casabus,ECOLE EL KHALIL A,['L072'],casabus,33.561194,-7.640608299999999,626183.3310286424,3714331.3960850765
496,cluster_496,cluster_496_casabus,ECOLE EL OUADGHIRI,"['L020', 'L143', 'L109']",casabus,33.5635749,-7.6331289,626874.1631538057,3714604.52987777
497,cluster_497,cluster_497_casabus,ECOLE EL OUADGHIRI,"['L068', 'L020', 'L143', 'L109']",casabus,33.564010399999994,-7.634232700000001,626771.0633583781,3714651.4680791753
498,cluster_498,cluster_498_casabus,ECOLE ESSAFA,['L902'],casabus,33.638032599999995,-7.4175025,646764.420523263,3723145.837846254
499,cluster_499,cluster_499_casabus,ECOLE ESSAFA,['L902'],casabus,33.638174199999995,-7.416745,646834.4393478839,3723162.615072632
500,cluster_500,cluster_500_casabus,ECOLE GEORGES BIZET,"['L019', 'L020', 'L143', 'L068', 'L063']",casabus,33.5780999,-7.654454900000001,624873.6029073206,3716189.1835147263
501,cluster_501,cluster_501_casabus,ECOLE GEORGES BIZET,"['L019', 'L020', 'L143', 'L068', 'L063']",casabus,33.5782638,-7.654906399999999,624831.4623265219,3716206.8128510867
502,cluster_502,cluster_502_casabus,ECOLE GPH,['L907'],casabus,33.68301999999999,-7.3774011,650405.5716306239,3728192.097540993
503,cluster_503,cluster_503_casabus,ECOLE GPH,['L907'],casabus,33.6833007,-7.377853199999999,650363.1713457294,3728222.5658892486
504,cluster_504,cluster_504_casabus,ECOLE HASSANIA(EHTP),['L306'],casabus,33.545533,-7.650325600000001,625303.8863064282,3712583.0807990856
505,cluster_505,cluster_505_casabus,ECOLE IBNO KATIR,"['L031', 'L007']",casabus,33.51034645001891,-7.6569157999958195,624742.5324524035,3708673.596558724
506,cluster_506,cluster_506_casabus,ECOLE KAOUKABI,['L084'],casabus,33.575224250019446,-7.6800835499318385,622499.0274198684,3715839.7197047602
507,cluster_507,cluster_507_casabus,ECOLE LA PRAIRIE,"['L019', 'L020', 'L97B', 'L143', 'L013', 'L068', 'L050', 'L09E', 'L063']",casabus,33.57788230006289,-7.656843450009721,624652.2299889724,3716162.178185115
508,cluster_508,cluster_508_casabus,ECOLE LAARBI ELBENNAY,"['L068', 'L143', 'L109']",casabus,33.55372630000001,-7.681328299999999,622413.8336454801,3713454.519342662
509,cluster_509,cluster_509_casabus,ECOLE LAARBI ELBENNAY,"['L068', 'L143', 'L109']",casabus,33.5541789,-7.680985100000001,622445.0568267356,3713505.109751895
510,cluster_510,cluster_510_casabus,ECOLE LE NID,"['L043', 'L090', 'L055']",casabus,33.58643419999999,-7.5867049,631149.0318937879,3717197.0660561947
511,cluster_511,cluster_511_casabus,ECOLE LE NID,"['L043', 'L090', 'L055']",casabus,33.586551099999994,-7.586152000000001,631200.1662439491,3717210.7288164566
512,cluster_512,cluster_512_casabus,ECOLE LE PONT,['L107'],casabus,33.54759790000001,-7.629066000000001,627274.7480139442,3712837.9434401477
513,cluster_513,cluster_513_casabus,ECOLE LE PONT,['L107'],casabus,33.548086099999985,-7.627784299999999,627393.0307731206,3712893.6507673026
514,cluster_514,cluster_514_casabus,ECOLE MOULAY ABDELLAH,['L907'],casabus,33.67498225003463,-7.391945099956139,649071.1641955031,3727279.7110947226
515,cluster_515,cluster_515_casabus,ECOLE NORMALE SUPERIEURE,"['L306', 'L051']",casabus,33.5399106,-7.6594935,624460.7374864824,3711948.6147634797
516,cluster_516,cluster_516_casabus,ECOLE NORMALE SUPERIEURE,"['L306', 'L051']",casabus,33.539971900000005,-7.659903699999999,624422.5614547896,3711954.9194330624
517,cluster_517,cluster_517_casabus,ECOLE OULAD HMIMOUN 1,"['L800', 'L904']",casabus,33.667077450088755,-7.433461050030677,645235.4334985088,3726344.02168536
518,cluster_518,cluster_518_casabus,ECOLE RIAD BOUSKOURA,"['L310', 'L300']",casabus,33.460282600020314,-7.640959150003913,626297.3176227622,3703141.762447832
519,cluster_519,cluster_519_casabus,ECOLE ROYALE DES GENDARMES,['L800'],casabus,33.6267458,-7.4806109,640929.4450789546,3721806.4917192506
