stop_name,primary_mode,num_lines,latitude,longitude,health_facilities_500m
CLINIQUE BEN SOUDA,casabus,1,33.58592879999999,-7.6526718,2
CLINIQUE BEN SOUDA 2,casabus,1,33.58548129999999,-7.653903099999999,2
CLINIQUE CIL,casabus,2,33.567305399999995,-7.658211200000001,2
CLINIQUE DAR SALAM,casabus,5,33.56193830000001,-7.619310500000001,3
CLINIQUE DAR SALAM,casabus,6,33.56209379999999,-7.619625300000001,3
CLINIQUE DENTAIRE,casabus,1,33.58735625003733,-7.647287800115898,2
CLINIQUE FDALA,casabus,1,33.69640250001597,-7.391760050037237,0
CLINIQUE NORMANDIE,casabus,3,33.58393780000001,-7.6495485,1
CLINIQUE NORMANDIE,casabus,4,33.58399059999999,-7.650533500000001,1
CLINIQUE RIVIERA,casabus,4,33.5674345000074,-7.640753050037199,2
CLINIQUE SARA,casabus,2,33.57003499999999,-7.6668932000000005,2
CLINIQUE SARA,casabus,2,33.57039360000001,-7.666837600000001,2
CLINIQUE SIDI OTHMANE,casabus,3,33.56088685002457,-7.561451199930044,1
CLUB ESSAKHI,casabus,1,33.62588205002848,-7.330532050038029,0
CNSS DAR LAMANE,casabus,3,33.59372996666865,-7.5574297666812456,0
COLIS POSTAUX,casabus,10,33.596195399999985,-7.6055365,0
COLIS POSTAUX,casabus,3,33.59635800000001,-7.604903999999999,0
COLLEGE BNO TOUMART,casabus,1,33.567920799999996,-7.5486216,0
COLLEGE BNO TOUMART,casabus,1,33.5682279,-7.548639900000001,1
COLLEGE BOUSKOURA,casabus,2,33.44669400000001,-7.6477623999999995,0
COLLEGE BOUSKOURA,casabus,2,33.4467078,-7.6481354999999995,0
COLLEGE EL HASSAN ELYOUSSI,casabus,1,33.555465799999986,-7.535457300000003,0
COLLEGE IBNO ABBAD,casabus,2,33.545779,-7.6864119,0
COLLEGE IBNO ABBAD 2,casabus,2,33.545470699999996,-7.686061100000002,0
COLLEGE IDRISS I,casabus,2,33.45528070010242,-7.641615500027761,0
COLLEGE MOULOUYA,casabus,2,33.5586861,-7.689653200000001,1
COLLEGE TABARI,casabus,1,33.526770800049476,-7.661370899949678,0
COLLEGE YAAKOUB EL MANSOUR,casabus,1,33.68132399999999,-7.387898299999999,0
COLLEGE YAAKOUB EL MANSOUR,casabus,1,33.681553199999996,-7.3882633,0
COLLEGE ZINEB NEFZAOUIA,casabus,2,33.56347300002004,-7.5875657500875935,0
COMMISARIAT LAHRAOUIYINE,casabus,2,33.552090500008646,-7.532119550030527,0
COMMISSARIAT AL AZHAR,casabus,1,33.60235180003224,-7.49144465004402,1
COMMISSARIAT NASSIM,casabus,1,33.52155690001338,-7.657092700011397,0
COMMISSARIAT RIAD AL OULFA,casabus,3,33.558940300028354,-7.693005249935236,0
COMMISSARIAT SIDI MAAROUF,casabus,3,33.5198146,-7.652388400000001,1
COMMISSARIAT SIDI MAAROUF,casabus,3,33.52105829999999,-7.652281,1
COMMUNE DAR BOUAAZZA,casabus,1,33.5129604,-7.819659800000001,0
COMMUNE DAR BOUAAZZA,casabus,1,33.5132182,-7.8198942,0
COMPLEXE MOHAMED V,casabus,3,33.58136185002015,-7.647925750058257,2
COMPLEXE CULTUREL,casabus,1,33.6335393,-7.4607361,0
COMPLEXE CULTUREL,casabus,1,33.633837299999996,-7.460951000000001,0
COMPLEXE EDUCATIF HASSAN II,casabus,2,33.55863130000001,-7.5876816,0
COMPLEXE EDUCATIF HASSAN II,casabus,2,33.5589185,-7.5874869,0
COMPLEXE KAMAL ZEBDI,casabus,4,33.55668015000356,-7.571748999992235,2
CONSULAT D'ESPAGNE,casabus,1,33.5914556,-7.624951,3
CONSULAT DE LA RUSSIE,casabus,1,33.5781466,-7.629994299999999,1
CONSULAT DE LA RUSSIE,casabus,1,33.578192699999995,-7.6306317,1
COUR D'APPEL,casabus,5,33.59523295004263,-7.603491249902285,0
TERMINUS HAY SALAM,casabus,3,33.544853650027555,-7.673129450094538,0
Cite des Métiers,casabus,1,33.3999091,-7.555360900000002,0
Cite des Métiers,casabus,1,33.400012,-7.5549853,0
DAR 16,casabus,1,33.50184930001299,-7.718141999970353,0
DAR BOUAAZZA,casabus,1,33.5078037,-7.83333,0
DAR BOUAAZZA,casabus,1,33.507874099999995,-7.8341831,0
DAR DAW,casabus,1,33.65789120000205,-7.348098900018122,0
DAR LAMANE,casabus,2,33.5939819,-7.554219899999999,0
DAR LAMANE,casabus,2,33.59414559999999,-7.5545086,0
DAR LKBIRA,casabus,1,33.503546699999994,-7.8455581,0
DAR LKBIRA,casabus,1,33.50375290000001,-7.8458509,0
DAR LMIMA,casabus,1,33.5319405,-7.5304373,0
DAR LMIMA,casabus,3,33.5321987,-7.530565100000001,0
DAR LMOAMIN,casabus,5,33.5896346,-7.6026095,0
DAR LMOAMIN,casabus,5,33.5897081,-7.6030560000000005,0
DAR LMOHAMI,casabus,3,33.59102089999998,-7.603821099999999,0
DAR LMOHAMI,casabus,3,33.59251280000001,-7.6035737,0
DAR NESSRANIA,casabus,2,33.507477150065704,-7.631779249977393,0
DAR TALIBA,casabus,1,33.56281705000794,-7.561687949942855,1
DAR TOUZANI,casabus,1,33.55180519999998,-7.5895193,1
DAR TOUZANI,casabus,1,33.551887099999995,-7.590033199999999,1
DAR ZWAQ,casabus,1,33.5174833,-7.8002698,0
DAR ZWAQ,casabus,1,33.51777319999999,-7.8008691,0
DERB BOUCHENTOUF,casabus,7,33.56752470000001,-7.605421599999999,0
DERB BOUCHENTOUF,casabus,7,33.5684962,-7.6042223,0
DERB CHABAB C,casabus,1,33.690099400066906,-7.3830568000227474,0
DERB FOUKARA,casabus,7,33.566535266691986,-7.607230833335233,0
DERB JAMILA,casabus,1,33.57100669999999,-7.6842854,0
Derb Sultan,tram,8,33.5720590000177,-7.595981800024271,0
DERB KABIR,casabus,7,33.5723447,-7.595344300000001,0
DERB LAHJAR,casabus,3,33.55052555000131,-7.569193150011934,0
DERB LOUBILA,casabus,1,33.60459485000103,-7.636895900000399,2
DERB MARRAKECH,casabus,1,33.685618300061996,-7.394808450042349,0
DERB MILA,casabus,3,33.57084485001937,-7.581086199938015,0
DERB MILAN,casabus,2,33.570700800000004,-7.5792204,0
DERB MILAN,casabus,3,33.5709265,-7.579023799999999,0
DERB MOULAY CHRIF,casabus,1,33.59314009999999,-7.5695036,0
DERB MOULAY CHRIF,casabus,1,33.593875700000005,-7.5694973,0
DIRECTION  T. REGIONALE CASA,casabus,1,33.5417001,-7.6886425,0
DIRECTION  T. REGIONALE CASA,casabus,1,33.5419119,-7.6889481,0
DOUAR AL MOUMNATE,casabus,2,33.503985450079924,-7.543557450047016,0
DOUAR CHRIF,casabus,2,33.671644500000006,-7.40663,0
DOUAR CHRIF,casabus,2,33.67167139999999,-7.407123900000001,0
DOUAR EL WAHDA,casabus,2,33.6770979,-7.411045800000001,0
DOUAR EL WAHDA,casabus,2,33.6772388,-7.4104986,0
DOUAR FOUKRA,casabus,1,33.49042705000908,-7.732383399968847,0
DOUAR KHOUADRA,casabus,4,33.54067930000294,-7.631466549975448,0
DOUAR KROUTA,casabus,2,33.435104599999995,-7.664612900000001,0
DOUAR KROUTA,casabus,2,33.4351813,-7.664270800000001,0
DOUAR LAATOUR,casabus,1,33.5330391,-7.6378884,0
DOUAR LAATOUR,casabus,1,33.533090699999995,-7.638490599999999,0
DOUAR LACHHAB,casabus,3,33.6750937,-7.424208400000001,0
DOUAR LACHHAB,casabus,3,33.675346299999994,-7.4244209,0
DOUAR LAHFAYA,casabus,2,33.51728620000001,-7.5557681,0
DOUAR LAHFAYA,casabus,2,33.5175669,-7.5556174,0
DOUAR LGOUISSEM,casabus,1,33.50048250002074,-7.672757700040178,0
DOUAR LHAJ LAMLIH,casabus,1,33.665976150029095,-7.447050149892331,0
DOUAR MAATAH,casabus,1,33.47776240000288,-7.755554150022809,0
DOUAR MZAB,casabus,2,33.51137899999999,-7.547716299999999,0
DOUAR OULD LHAJ JILALI,casabus,1,33.498806,-7.8792961,0
DOUAR OULD LHAJ JILALI,casabus,1,33.49894290000001,-7.879877099999999,0
DOUAR OULED BOUAZIZ,casabus,1,33.5429318,-7.4388079,0
DOUAR RIFAI,casabus,1,33.46865640000815,-7.7814575499655865,0
DOUAR SEBT,casabus,1,33.4932449,-7.884889300000001,0
DOUAR SEBT,casabus,1,33.4934168,-7.885242300000001,0
DOUAR SIDI MASSIF,casabus,1,33.5469654,-7.4501003,0
DRABNA ROUTE DE BOUSKOURA,casabus,2,33.503126950029845,-7.630664250022893,0
DREAM VILAGE,casabus,1,33.6139470500184,-7.369963550040745,0
DRISS LAHRIZI VICTORIA,casabus,1,33.42107055003867,-7.67788774997796,0
DRISS SLAOUI,casabus,1,33.5936051,-7.6539981,2
DRISSIA 2,casabus,1,33.56497785000779,-7.5868573499509235,0
DYAR AL AMAL,casabus,1,33.49748129999999,-7.724222800000001,0
DYAR AL AMAL,casabus,1,33.4977512,-7.724015400000001,0
DYAR AL YOUSRA,casabus,1,33.67350439999999,-7.3518708,0
DYAR AL YOUSRA,casabus,1,33.673686,-7.3524293,0
DYAR EL ALIA,casabus,1,33.67456710004615,-7.364600700002974,0
DYAR KENZA,casabus,1,33.670905600042914,-7.353348099931533,0
ECOLE ABDELKRIM EL KHATTABI,casabus,4,33.56574410003516,-7.529780100091762,0
ECOLE ABDELLAH HADDAOUI,casabus,1,33.5383596,-7.424803100000001,0
ECOLE AJIAL SALAM,casabus,1,33.4608751,-7.5160501,0
ECOLE AJIAL SALAM,casabus,1,33.460975899999994,-7.516350900000001,0
ECOLE AL AJIAL,casabus,3,33.55746130000001,-7.6813346000000005,0
ECOLE AL AJIAL,casabus,3,33.5575313,-7.681834900000001,0
ECOLE BAB ANDALOUS,casabus,1,33.53665640001138,-7.606297399961967,0
ECOLE BELFKIH,casabus,1,33.5292887,-7.5242639,0
ECOLE BELFKIH,casabus,1,33.529444399999996,-7.523939100000001,0
ECOLE CAMELIA,casabus,3,33.540719300000006,-7.6682277999999995,0
ECOLE CAMELIA 1,casabus,3,33.54261839999999,-7.6674272,0
ECOLE EL AKHAWAIN,casabus,4,33.56153570000001,-7.565881900000001,1
ECOLE EL AKHAWAIN,casabus,4,33.5620055,-7.5659787000000005,1
ECOLE EL ANOUAR,casabus,1,33.52155750008464,-7.663209999986169,0
ECOLE EL GHAZOUANI,casabus,1,33.6542374,-7.4698158,0
ECOLE EL GHAZOUANI,casabus,1,33.654657500000006,-7.4702078,0
ECOLE EL IBRAHIMI,casabus,2,33.5563029,-7.681593,0
ECOLE EL JABRE,casabus,1,33.489517200033596,-7.608033000051623,0
ECOLE EL KHALIL,casabus,1,33.56017860000001,-7.6391448,2
ECOLE EL KHALIL,casabus,2,33.56030390000001,-7.6400416,1
ECOLE EL KHALIL A,casabus,1,33.561194,-7.640608299999999,1
ECOLE EL OUADGHIRI,casabus,3,33.5635749,-7.6331289,2
ECOLE EL OUADGHIRI,casabus,4,33.564010399999994,-7.634232700000001,1
ECOLE ESSAFA,casabus,1,33.638032599999995,-7.4175025,0
ECOLE ESSAFA,casabus,1,33.638174199999995,-7.416745,0
ECOLE GEORGES BIZET,casabus,5,33.5780999,-7.654454900000001,1
ECOLE GEORGES BIZET,casabus,5,33.5782638,-7.654906399999999,1
ECOLE GPH,casabus,1,33.68301999999999,-7.3774011,0
ECOLE GPH,casabus,1,33.6833007,-7.377853199999999,0
ECOLE HASSANIA(EHTP),casabus,1,33.545533,-7.650325600000001,0
ECOLE IBNO KATIR,casabus,2,33.51034645001891,-7.6569157999958195,0
ECOLE KAOUKABI,casabus,1,33.575224250019446,-7.6800835499318385,0
ECOLE LA PRAIRIE,casabus,9,33.57788230006289,-7.656843450009721,1
ECOLE LAARBI ELBENNAY,casabus,3,33.55372630000001,-7.681328299999999,0
ECOLE LAARBI ELBENNAY,casabus,3,33.5541789,-7.680985100000001,0
ECOLE LE NID,casabus,3,33.58643419999999,-7.5867049,0
ECOLE LE NID,casabus,3,33.586551099999994,-7.586152000000001,0
ECOLE LE PONT,casabus,1,33.54759790000001,-7.629066000000001,1
ECOLE LE PONT,casabus,1,33.548086099999985,-7.627784299999999,2
ECOLE MOULAY ABDELLAH,casabus,1,33.67498225003463,-7.391945099956139,0
ECOLE NORMALE SUPERIEURE,casabus,2,33.5399106,-7.6594935,0
ECOLE NORMALE SUPERIEURE,casabus,2,33.539971900000005,-7.659903699999999,0
ECOLE OULAD HMIMOUN 1,casabus,2,33.667077450088755,-7.433461050030677,0
ECOLE RIAD BOUSKOURA,casabus,2,33.460282600020314,-7.640959150003913,0
ECOLE ROYALE DES GENDARMES,casabus,1,33.6267458,-7.4806109,0
ECOLE ROYALE DES GENDARMES,casabus,1,33.62699610000001,-7.4807901999999995,0
EL AALIA,casabus,1,33.6777808,-7.392126200000001,0
EL AALIA,casabus,1,33.6779708,-7.392415899999999,0
EL FATH VICTORIA,casabus,1,33.42357465002963,-7.676980699974906,0
ESPACE LES PALMIERS,casabus,1,33.582472200000495,-7.626134049994788,1
ESSAFA,casabus,1,33.63547710000001,-7.4208931,0
ESSAFA,casabus,1,33.63563320000001,-7.4212263,0
ESSAFA 3,casabus,1,33.640182,-7.4135587,0
ESSAFA 3,casabus,1,33.640489099999996,-7.413859,0
FACULTE AIN CHOC,casabus,5,33.54219725000954,-7.601249750002195,2
FACULTE MEDECINE,casabus,2,33.57595335001482,-7.6212900999761874,2
FACULTE ROUTE D'EL JADIDA,casabus,2,33.5428745,-7.6536562,0
FACULTE ROUTE D'EL JADIDA,casabus,2,33.54431829999999,-7.652735400000003,0
FARRAN LHALWA,casabus,2,33.5472772,-7.546689000000001,0
FARRAN LHALWA,casabus,2,33.5474639,-7.546426,0
FERAILLE DE TIT MELLIL,casabus,1,33.549142599999996,-7.461883800000001,0
FERAILLE MEDIOUNA,casabus,1,33.45252905000702,-7.519002200030256,0
FIRDAOUS II,casabus,2,33.56087385006037,-7.669306199964999,0
FORCE AUXILIAIRE,casabus,1,33.5967411,-7.596383300000001,0
FORCE AUXILIAIRE,casabus,1,33.59705339999999,-7.596344900000001,0
FORET BOUSKOURA,casabus,2,33.4874809,-7.634360100000001,0
FORET BOUSKOURA,casabus,2,33.4875382,-7.6337568,0
FORET OULAD SALH,casabus,2,33.44021305006014,-7.660506749939729,0
FORET RAYAN,casabus,1,33.403548300000004,-7.5565209,0
FORET RAYAN,casabus,1,33.4037603,-7.5561571,0
FORET VERTE,casabus,3,33.56882710000001,-7.5336095,0
FORET VERTE,casabus,2,33.5690758,-7.533953800000001,0
FOUM LAHCEN,casabus,1,33.59145845004087,-7.5694599999482515,0
FOURRIERE BEN M'SIK,casabus,4,33.56563780004718,-7.578128000051031,0
Gare De Ain Sbaa,tram,3,33.60749970002704,-7.524292933350449,0
GARE BOUSKOURA,casabus,1,33.461768600019084,-7.652608250032139,0
GARE DE CASA VOYAGEURS,casabus,1,33.589703150037174,-7.593106650048015,1
Gare Oasis,tram,4,33.554914050021104,-7.630942099952195,2
GARE ONCF DE L'OASIS,casabus,3,33.5556905,-7.6308004,2
GAREAGE ALLAL,casabus,2,33.5771356500696,-7.599716499986136,0
GENDARMERIE AIN HARROUDA,casabus,2,33.636438500000004,-7.449338299999997,0
GENDARMERIE AIN HARROUDA,casabus,2,33.63676509999999,-7.449356000000001,0
GENDARMERIE MY IDRISS I,casabus,6,33.57211710006209,-7.616903799930112,4
GENERAL 1,casabus,1,33.62857895000412,-7.51627634997802,0
GRANDE POSTE,casabus,5,33.59311499999999,-7.6191029000000015,0
GRANDE ZENATA,casabus,1,33.6484626,-7.4819688,0
GRANDE ZENATA,casabus,1,33.64883159999999,-7.482057,0
GREEN TOWN,casabus,1,33.48261850001104,-7.59081820004655,0
GROUPE 3 MOULAY RACHID,casabus,1,33.565285750000534,-7.542999400004118,0
GROUPE 3 SIDI MOUMEN JDID,casabus,1,33.57910835002441,-7.543717049915997,0
GROUPE 4 MOULAY RACHID,casabus,3,33.5675039,-7.5397432,0
GROUPE 4 MOULAY RACHID,casabus,2,33.5679987,-7.539311,0
GROUPE 5 MOULAY RACHID,casabus,2,33.57105249999999,-7.531599,0
GROUPE 5 MOULAY RACHID,casabus,1,33.57120949999999,-7.5311303,0
GROUPE 6 MOULAY RACHID,casabus,1,33.57166370000001,-7.5267949,1
GROUPE SCOLAIRE ALAMJAD,casabus,2,33.54330270000036,-7.673501400003281,0
HAJ FATEH,casabus,2,33.542534800038254,-7.684356199992497,0
HAMAM SKOURA,casabus,1,33.56880720002827,-7.689571650042331,0
HAMMAM EL FAN,casabus,1,33.55165219999999,-7.581280200000002,1
HAMMAM LHAJJA,casabus,4,33.56940819999999,-7.560166699999999,0
HAMMAM LHAJJA,casabus,3,33.5696946,-7.559998200000001,0
HAY ADIL,casabus,2,33.58098189999999,-7.570242100000001,1
HAY ADIL,casabus,1,33.58106209999999,-7.5698554,1
HAY BARAKA,casabus,1,33.5730256,-7.5379513,0
HAY BARAKA2,casabus,1,33.5727404,-7.537703900000001,0
HAY BIN LMDOUN,casabus,3,33.55719740005932,-7.600856299964713,0
HAY BOURNAZIL,casabus,3,33.56998660002075,-7.557753549950444,0
HAY CHIFA,casabus,4,33.57230735000527,-7.583550249957756,0
HAY CHRIFA,casabus,1,33.52924265002887,-7.592879700033257,0
HAY CHRIFA II,casabus,1,33.53095695000057,-7.599522299995361,0
HAY CHRIFA SANIA,casabus,1,33.53533899999999,-7.6089639,0
HAY CHRIFA SANIA,casabus,1,33.53567699999999,-7.608674200000001,0
HAY DAKHLA,casabus,1,33.57247670000001,-7.6079444,0
HAY EL BARAKA,casabus,3,33.57075890005041,-7.53471030007644,0
HAY EL BARAKA GH6,casabus,5,33.5679837,-7.683914500000001,0
HAY EL HANA,casabus,5,33.57236235000198,-7.669540400017437,1
HAY EL HANA,casabus,4,33.5726877,-7.669999599999999,1
HAY EL MASSIRA,casabus,5,33.563002499999996,-7.5480658,0
HAY EL MASSIRA,casabus,4,33.5633176,-7.5482262,0
HAY EL WAHDA,casabus,2,33.54386860000001,-7.543278200000001,0
HAY EL WAHDA,casabus,2,33.5439287,-7.543599,0
HAY EL WAHDA MO,casabus,1,33.68221209999999,-7.382896400000001,0
HAY EL WAHDA MO 2,casabus,1,33.68203489999999,-7.382522100000001,0
HAY ENNASR 2,casabus,2,33.53217159999999,-7.5704627,0
HAY ENNASR 2,casabus,2,33.532624299999995,-7.570550900000001,0
HAY ENNOUR,casabus,1,33.55214495006443,-7.552813050093178,0
HAY HAKAM,casabus,2,33.587083899999996,-7.595429300000003,1
HAY HAKAM,casabus,2,33.587273,-7.595083300000001,1
HAY INARA 2,casabus,2,33.541717100039115,-7.593791399937864,2
HAY JAMILA 2,casabus,3,33.549218150001984,-7.586973150018077,2
HAY JAMILA 4,casabus,1,33.547419000019076,-7.57070879994044,0
HAY LMASJID 2,casabus,3,33.56200150000254,-7.6051089500221245,1
HAY MASJID 1,casabus,1,33.384248250019844,-7.538460999955014,0
HAY MOULAY RACHID,casabus,4,33.56800785001307,-7.531975400059694,0
HAY MOURAD,casabus,4,33.574895950012724,-7.56471625006448,0
HAY NAIM,casabus,2,33.56625459999999,-7.504896900000003,0
HAY NAIM,casabus,2,33.5665262,-7.504849900000002,0
HAY NAIM SIDI MOUMEN,casabus,2,33.56766795001659,-7.511721050073366,0
HAY NAJAH,casabus,1,33.5137178000033,-7.651138299986946,0
HAY NASSIM,casabus,1,33.51989600007732,-7.665739000047278,0
HAY NASSIM II,casabus,1,33.5141464,-7.665743300000001,0
HAY NASSIM II,casabus,1,33.51416759999999,-7.6661226,0
HAY RACHIDIA 1,casabus,1,33.68811925002881,-7.378029100048422,0
HAY RAJA,casabus,3,33.57595990000924,-7.54939364996166,2
HAY SADRI,casabus,3,33.57227580004601,-7.554144299887832,1
HAY SALAM 1,casabus,2,33.5481654,-7.6723391,0
HAY SALAM 1,casabus,2,33.54855429999999,-7.672342200000001,0
HAY SALAMA,casabus,5,33.566415,-7.5575053,0
HAY SALAMA,casabus,5,33.5674028,-7.55777,0
HAY SALAMA ( MOHAMMEDIA ),casabus,6,33.700725500014265,-7.378815799938705,0
HAY TISSIR,casabus,2,33.57257659999999,-7.578850799999999,0
HAY TISSIR,casabus,2,33.572941,-7.579200300000001,0
HOPITAL 20 AOUT,casabus,1,33.5741445,-7.6177886,2
HOPITAL AL HASSANI,casabus,4,33.560763550056365,-7.685120749918998,1
HOPITAL BOUAFI,casabus,5,33.558057850014755,-7.6072861000230985,2
HOPITAL CHABAB,casabus,1,33.68949295000961,-7.38708930001946,0
HOPITAL CHEIKH KHALIFA,casabus,1,33.55125919999999,-7.668307700000001,1
HOPITAL CHEIKH KHALIFA,casabus,1,33.5515472,-7.668091100000001,1
HOPITAL EL MANSOUR,casabus,1,33.607469699999996,-7.504337700000001,3
HOPITAL EL MANSOUR,casabus,1,33.6074914,-7.5038806,3
HOPITAL MY ABDELLAH,casabus,6,33.69834479999999,-7.3832534,0
HOPITAL MY ABDELLAH,casabus,6,33.69865519999999,-7.383424,0
HOPITAL SALMIA,casabus,4,33.53992879999999,-7.557692600000003,0
HOPITAL SALMIA,casabus,4,33.5402308,-7.5577525,0
IBNO CHAHID,casabus,2,33.57880089999999,-7.633824000000001,1
IMMEUBLE 400,casabus,1,33.58025615003305,-7.634920749966224,1
INSTITUT AGRICOLE,casabus,1,33.6192913000003,-7.34385674999847,0
INSTITUT PASTEUR,casabus,2,33.574222450090865,-7.625790400044762,2
INSTITUT TARIK BNOU ZIAD,casabus,2,33.53515300001709,-7.574384600067571,0
ISCAE,casabus,1,33.5270184,-7.6363958,0
ISTA BOULEVARD AFGHANISTAN,casabus,5,33.56900069999999,-7.681755099999999,0
ISTA HAY HASSANI,casabus,1,33.569720399999994,-7.6834798,0
JAMAL DORA,casabus,1,33.5390563,-7.576145900000001,0
JAMAL DORA,casabus,1,33.53947110000001,-7.5759385,0
JAMAL DORA 2,casabus,1,33.54127989999999,-7.578593000000001,0
JARDIN 20 AOUT (GARE),casabus,3,33.69144245005093,-7.391026050027584,0
JARDIN AL MOSTAKBAL,casabus,3,33.52292490000001,-7.651819800000001,1
JARDIN AL MOSTAKBAL,casabus,3,33.5233452,-7.6516009,1
JARDIN ALESCO,casabus,7,33.549781200000005,-7.5670124,0
JARDIN ALESCO,casabus,3,33.55029199999999,-7.567867199999999,0
JARDIN ANASSI,casabus,4,33.58968320000213,-7.494996400019504,0
JARDIN EL WAHDA,casabus,1,33.6795846000397,-7.385511299941348,0
JARDIN LALLA MERIEM,casabus,5,33.5569962,-7.5582094,1
JARDIN LALLA MERIEM,casabus,4,33.55727405001343,-7.558059099991443,1
JARDIN LIGUE ARABE,casabus,5,33.58863505004235,-7.620537849978722,1
JARDIN MESBAHYATE,casabus,1,33.67311265004165,-7.396722699990539,0
JAWADI,casabus,3,33.55222805000043,-7.583806299997717,0
JAWHARAT AL MADINA,casabus,1,33.55769169999999,-7.5292798,0
JAWHARAT AL MADINA,casabus,1,33.55791169999999,-7.5295391,0
JNANE OULFA,casabus,2,33.53211355006971,-7.678598650039727,0
JNANE SBIT,casabus,1,33.5518814,-7.470788099999999,0
KHAYRIAT SIDI OTHMAN,casabus,1,33.56538369999999,-7.5539363,0
KHAYRIAT SIDI OTHMAN,casabus,1,33.565752700000004,-7.553783900000001,0
KIADAT MEDIOUNA,casabus,2,33.46335255005936,-7.524016150121537,0
KISARIAT HAY MOHAMMADI,casabus,1,33.58582189999999,-7.563375200000002,0
KISARIAT HAY MOHAMMADI,casabus,1,33.5859887,-7.5630088,0
KISSARIAT AKHMASSI,casabus,2,33.5731289,-7.597554999999999,0
KISSARIAT AKHMASSI,casabus,2,33.5731725,-7.597970400000001,0
KISSARIAT AZIZA,casabus,1,33.58264345000069,-7.558014350004142,0
KOREA SEBATA,casabus,4,33.55301409999999,-7.569882299999999,0
KOREA SEBATA,casabus,2,33.553671900000005,-7.570907,0
KRIMATE,casabus,1,33.54911969999999,-7.6232367000000005,1
L'EGLISE (ZERKTOUNI),casabus,5,33.583057050002225,-7.615874499983344,1
LA FERAILLE,casabus,1,33.58281770000001,-7.581978000000001,0
LA FERAILLE,casabus,1,33.58286869999999,-7.5823579,0
Gare Oulad Ziane,tram,3,33.57594610004144,-7.585525050062078,0
LA GARE ROUTIERE,casabus,2,33.5763868,-7.586568,0
LA MORGUE AIN CHOK,casabus,1,33.554666,-7.592664799999999,0
Afriquia,tram,2,33.55476570000137,-7.592345649985204,0
LA MORGUE RAHMA,casabus,2,33.535064999999996,-7.7248064,0
LA POSTE TIT MELLIL,casabus,4,33.5558995,-7.4832201000000005,0
LA POSTE TIT MELLIL,casabus,4,33.5564805,-7.4836499,0
LAAOUINA LHARRA,casabus,3,33.60028580001838,-7.639640299959586,0
LAAOUINA MAARIF,casabus,2,33.57693110000254,-7.638083950022673,1
LABRAHMA,casabus,1,33.66883925003239,-7.380525300076875,0
LAHRAOUIYINE,casabus,2,33.54674480002734,-7.53033249998533,0
LALLA MERYEM,casabus,1,33.55846809999999,-7.5606811999999985,1
LALLA MERYEM,casabus,1,33.55848759999999,-7.5611458,1
LES ARENES,casabus,4,33.58949030000001,-7.639721500000001,3
LES ARENES,casabus,4,33.5904669,-7.637658100000001,4
LES JARDAINS D'ERRAHMA,casabus,2,33.53482449999999,-7.7231808,0
LES JARDINS DE BALI,casabus,1,33.55899180002411,-7.625481000054126,2
LHALHAL,casabus,1,33.515599850009835,-7.5156697000376225,0
LHJAJMA,casabus,1,33.59467275002045,-7.645605800056554,1
LISSASFA 1,casabus,4,33.5340194,-7.669480100000001,0
LISSASFA 1,casabus,4,33.5343832,-7.669393000000001,0
LISSASFA 2,casabus,1,33.52879405004594,-7.678507099931043,0
LOMOU,casabus,1,33.53394780007052,-7.766230399927638,0
LOTISEMENT FARAH ESSALAM,casabus,1,33.53822065001407,-7.695379850038443,0
LYCEE ALIDRISSI,casabus,3,33.5622530500555,-7.533905699968343,0
LOTISSEMENT EL MANZAH,casabus,4,33.5594444,-7.5381731,0
LOTISSEMENT EL MANZAH,casabus,4,33.55955329999999,-7.5385317999999994,0
LOTISSEMENT FARAH ESSALAM 1,casabus,1,33.5364952,-7.697584899999999,0
LOTISSEMENT FARAH ESSALAM 1 2,casabus,1,33.5351414,-7.6985308,0
LOTISSEMENT MALAK 1,casabus,1,33.686735600006365,-7.3473271500356105,0
LOTISSEMENT RACHAD,casabus,2,33.49274239999999,-7.538351399999998,0
LOTISSEMENT RACHAD,casabus,2,33.4928129,-7.538039,0
LOTISSEMENT SAKLIA,casabus,1,33.56549060003909,-7.694019900024984,0
LOTISSEMENT SEQUIA,casabus,1,33.56254239999999,-7.718010800000001,0
LOTISSEMENT SEQUIA,casabus,1,33.56261059999999,-7.7187241,0
LWIZYA II,casabus,1,33.68264010003522,-7.34224239993773,0
LYCEE ABDELKHALEK TORRES,casabus,2,33.59316725004146,-7.508155850082291,0
LYCEE ABDELLAH IBRAHIM,casabus,2,33.53010260003669,-7.524843400064541,0
LYCEE ALAKHYAR,casabus,4,33.54672840002646,-7.575586700099402,0
LYCEE ALAKHYAR,casabus,3,33.5468579,-7.5751211000000005,0
LYCEE ALIDRISSI,casabus,1,33.5567458,-7.5835932,0
LYCEE BEN KHALDOUN,casabus,1,33.67696910004334,-7.389009999921381,0
LYCEE CHAOUKI,casabus,3,33.583843699999996,-7.626856600000001,0
LYCEE CHAOUKI,casabus,3,33.58479489999999,-7.628087399999999,0
LYCEE EL BAROUDI,casabus,1,33.60429709999999,-7.5538313,0
LYCEE EL BAROUDI,casabus,1,33.60456969999999,-7.5535366,0
LYCEE EL WALLADA,casabus,2,33.588408799999996,-7.642606499999999,2
LYCEE EL WALLADA,casabus,3,33.5886371,-7.642426,2
