district,commune,geometry,commune_type_encoded
Bouskoura,Bouskoura,"POLYGON ((-7.687917232999951 33.41272354100005, -7.6880559919998745 33.41307068000003, -7.691367148999916 33.41693496800002, -7.693338871999913 33.41970825300007, -7.69305419899996 33.423839569000165, -7.6913809769999375 33.42987060500019, -7.692443846999936 33.43324661300011, -7.697721956999942 33.43576431300005, -7.708643913999879 33.43756866500013, -7.716146945999924 33.44010162400019, -7.7223229399999695 33.44371414300019, -7.727602959999956 33.45012283300002, -7.730165004999947 33.455165862000115, -7.733521936999978 33.45800018300008, -7.735627172999955 33.458366395000155, -7.739264010999875 33.456939698000156, -7.74332618699998 33.45355224700012, -7.747509002999948 33.45198822100019, -7.754155158999879 33.45191955500019, -7.758117198999969 33.45335006700009, -7.762630938999962 33.45875167800017, -7.7652888299999745 33.4592132570001, -7.766842840999857 33.458839417000036, -7.758268833999978 33.463996888, -7.749378204999971 33.467605590000176, -7.733065127999907 33.476005554000096, -7.723456859999942 33.48136520500009, -7.715473173999953 33.48618698100006, -7.710966109999902 33.48925018400013, -7.708450794999976 33.49292755200008, -7.7057099339999695 33.49774551500002, -7.703205108999896 33.49897384700006, -7.702623843999959 33.49925613400006, -7.699778080999977 33.49789047200005, -7.698620796999933 33.49082946800007, -7.697605133999957 33.483890533000135, -7.695530891999908 33.48168182500018, -7.690421104999814 33.481906891000165, -7.686823843999889 33.48400878900014, -7.684330939999938 33.48617935300018, -7.682694912999921 33.49072647100013, -7.6810669889998735 33.49332046500018, -7.677855013999874 33.49495315600018, -7.677701948999982 33.494903564000026, -7.67501783299997 33.493938447000176, -7.67414903699995 33.49121475200013, -7.675021170999969 33.487514496000074, -7.678291796999872 33.484615327000085, -7.677937029999896 33.481422425000005, -7.676399230999948 33.4790763850001, -7.677279948999967 33.475719453000124, -7.679454803999931 33.47299575800014, -7.680171011999903 33.4691848760001, -7.678985118999947 33.46602249099999, -7.6759171479999395 33.465587616000164, -7.663453100999902 33.46751403800005, -7.654277800999978 33.46894455000012, -7.6432361609999475 33.471500398000046, -7.6289467819999 33.475215912000124, -7.6237931249999065 33.4746475230001, -7.621411800999965 33.476242065000065, -7.621585846999892 33.48104858500017, -7.622722149999959 33.48774337900005, -7.625995158999956 33.49333572400013, -7.6288042069999165 33.50041961800008, -7.62845897699998 33.50559997600004, -7.627090929999838 33.51012802100013, -7.625302790999967 33.511768342000096, -7.624608993999914 33.51240921000016, -7.618857860999924 33.51552581800013, -7.608642100999873 33.518043519000116, -7.600389957999937 33.52092361400014, -7.591918943999872 33.52256012000004, -7.585624218999897 33.5236396790001, -7.581480024999905 33.523700714000086, -7.577498912999943 33.52416229300013, -7.576459884999963 33.52334213200004, -7.572782992999919 33.52008819700001, -7.572505951999915 33.51984405600018, -7.568542003999937 33.51636505200008, -7.562342165999894 33.51251220700004, -7.559181212999931 33.510696412000186, -7.557488917999876 33.507789613000114, -7.556852817999925 33.50668334900007, -7.555391787999895 33.50354003900003, -7.545773981999957 33.49823761000016, -7.544197082999972 33.49510574400006, -7.542895793999946 33.4921836850001, -7.5459151259998976 33.48941802999997, -7.551774977999969 33.48606109700012, -7.55530023599988 33.48293685900012, -7.558874130999925 33.480377198000156, -7.561485767999898 33.482330322999985, -7.563933849999955 33.48221206699998, -7.564245224999979 33.48219680900013, -7.576554773999931 33.47353363100012, -7.580087184999968 33.470630647000064, -7.585000991999948 33.46743774500004, -7.588150977999874 33.46478653000014, -7.595613001999936 33.46055984500009, -7.5966019639999445 33.45857620200002, -7.595254897999951 33.457145690000175, -7.592595100999972 33.45657348600008, -7.591279028999963 33.45549392800007, -7.592520236999974 33.45325851500013, -7.598235129999978 33.449806214000034, -7.60038614299998 33.446620942000095, -7.600124835999907 33.444690704000095, -7.5964388839999515 33.445541381000055, -7.5944547649999095 33.4448242200001, -7.5914587979999055 33.43923187300004, -7.58947086399985 33.43829727200011, -7.585566043999961 33.43972015400004, -7.582232952999959 33.43964004500009, -7.569674968999891 33.42908859300013, -7.5659670829999754 33.42937469600008, -7.561491965999892 33.42841720600012, -7.559377193999978 33.42554092400013, -7.559225081999898 33.423141479000094, -7.561410903999956 33.420753480000144, -7.560890197999925 33.419059753000056, -7.558098791999896 33.41660690300017, -7.5618348119999155 33.41856384199997, -7.566006182999843 33.41907501300011, -7.570922850999864 33.420459747999985, -7.576014995999913 33.422294617000034, -7.581950186999904 33.42226410000006, -7.58835887999993 33.42107009900013, -7.595297812999945 33.42143630900006, -7.6025547979999715 33.42272186200012, -7.6068000789999815 33.4241333010001, -7.6102519029999485 33.424209594000104, -7.613936900999931 33.423366547000114, -7.617961883999953 33.4194068920001, -7.621902941999906 33.41625976600011, -7.625098228999889 33.41451263500011, -7.62865686299989 33.41378784100016, -7.632246016999943 33.41591262800017, -7.633501052999975 33.418258668000135, -7.635457038999959 33.422752381000066, -7.638830184999904 33.427749635, -7.643469809999942 33.42891311699998, -7.646566867999923 33.42894363400012, -7.649837017999971 33.42897415199997, -7.658843039999965 33.42707824600018, -7.666485785999953 33.42365264800003, -7.671794891999923 33.42009735100015, -7.6779851919998805 33.41535949700017, -7.682903766999971 33.41250610300017, -7.687917232999951 33.41272354100005))",0
