StopName,StopLat,StopLon,NumRoutes
CITE PLATEAU,33.5680984,-7.6367602,2
CITE PLATEAU,33.5681992,-7.6365098,2
CITY AIN SEBAA,33.5988593,-7.5393339,1
CITY AIN SEBAA,33.5991378,-7.5394253,1
CLINIQUE ABBADI,33.5689211,-7.6611614,2
CLINIQUE ABBADI,33.5690758,-7.6610399,2
CLINIQUE ABDELMOUMEN,33.5652809,-7.6265452,2
CLINIQUE ABDELMOUMEN,33.5655544,-7.6268366,2
CLINIQUE AIN CHOC,33.5493122,-7.6022183,3
CLINIQUE AIN CHOC,33.549346,-7.6023581,3
CLINIQUE ANDALOUS,33.5965378,-7.6546595,1
CLINIQUE ANDALOUS,33.5966526,-7.6549001,1
CLINIQUE BEN SOUDA,33.5859288,-7.6526718,1
CLINIQUE BEN SOUDA 2,33.5854813,-7.6539031,1
CLINIQUE CIL,33.5673054,-7.6582112,2
CLINIQUE DAR SALAM,33.5619383,-7.6193105,5
CLINIQUE DAR SALAM,33.5620938,-7.6196253,6
CLINIQUE DENTAIRE,33.5872472,-7.6473789,1
CLINIQUE DENTAIRE,33.5874653,-7.6471967,1
CLINIQUE FDALA,33.6963492,-7.3918202,1
CLINIQUE FDALA,33.6964558,-7.3916999,1
CLINIQUE NORMANDIE,33.5839378,-7.6495485,3
CLINIQUE NORMANDIE,33.5839906,-7.6505335,4
CLINIQUE RIVIERA,33.5673532,-7.6407915,4
CLINIQUE RIVIERA,33.5675158,-7.6407146,4
CLINIQUE SARA,33.570035,-7.6668932,2
CLINIQUE SARA,33.5703936,-7.6668376,2
CLINIQUE SIDI OTHMANE,33.5608109,-7.561371,1
CLINIQUE SIDI OTHMANE,33.5609628,-7.5615314,3
CLUB ESSAKHI,33.6258411,-7.330614,1
CLUB ESSAKHI,33.625923,-7.3304501,1
CNSS DAR LAMANE,33.5936466,-7.5574531,2
CNSS DAR LAMANE,33.5937073,-7.5574222,2
COLIS POSTAUX,33.5961954,-7.6055365,10
COLIS POSTAUX,33.596358,-7.604904,3
COLLEGE BNO TOUMART,33.5679208,-7.5486216,1
COLLEGE BNO TOUMART,33.5682279,-7.5486399,1
COLLEGE BOUSKOURA,33.446694,-7.6477624,2
COLLEGE BOUSKOURA,33.4467078,-7.6481355,2
COLLEGE EL HASSAN ELYOUSSI,33.5554658,-7.5354573,1
COLLEGE IBNO ABBAD,33.545779,-7.6864119,2
COLLEGE IBNO ABBAD 2,33.5454707,-7.6860611,2
COLLEGE IDRISS I,33.4552635,-7.6417742,2
COLLEGE IDRISS I,33.4552979,-7.6414568,2
COLLEGE MOULOUYA,33.5586861,-7.6896532,2
COLLEGE TABARI,33.5267329,-7.661259,1
COLLEGE TABARI,33.5268087,-7.6614828,1
COLLEGE YAAKOUB EL MANSOUR,33.681324,-7.3878983,1
COLLEGE YAAKOUB EL MANSOUR,33.6815532,-7.3882633,1
COLLEGE ZINEB NEFZAOUIA,33.5633581,-7.5876302,2
COLLEGE ZINEB NEFZAOUIA,33.5635879,-7.5875013,2
COMMISARIAT LAHRAOUIYINE,33.5520303,-7.5321628,1
COMMISARIAT LAHRAOUIYINE,33.5521507,-7.5320763,2
COMMISSARIAT AL AZHAR,33.6023074,-7.491532,1
COMMISSARIAT AL AZHAR,33.6023962,-7.4913573,1
COMMISSARIAT NASSIM,33.5215389,-7.6571496,1
COMMISSARIAT NASSIM,33.5215749,-7.6570358,1
COMMISSARIAT RIAD AL OULFA,33.5588748,-7.6929197,1
COMMISSARIAT RIAD AL OULFA,33.5590058,-7.6930908,3
COMMISSARIAT SIDI MAAROUF,33.5198146,-7.6523884,3
COMMISSARIAT SIDI MAAROUF,33.5210583,-7.652281,3
COMMUNE DAR BOUAAZZA,33.5129604,-7.8196598,1
COMMUNE DAR BOUAAZZA,33.5132182,-7.8198942,1
COMPLEXE  MOHAMED V 2,33.5814363,-7.6478585,1
COMPLEXE CULTUREL,33.6335393,-7.4607361,1
COMPLEXE CULTUREL,33.6338373,-7.460951,1
COMPLEXE EDUCATIF HASSAN II,33.5586313,-7.5876816,2
COMPLEXE EDUCATIF HASSAN II,33.5589185,-7.5874869,2
COMPLEXE KAMAL ZEBDI,33.5566581,-7.5717186,4
COMPLEXE KAMAL ZEBDI,33.5567022,-7.5717794,3
COMPLEXE MOHAMED V,33.5812874,-7.647993,3
CONSULAT D'ESPAGNE,33.5914556,-7.624951,1
CONSULAT DE LA RUSSIE,33.5781466,-7.6299943,1
CONSULAT DE LA RUSSIE,33.5781927,-7.6306317,1
COUR D'APPEL,33.5951526,-7.6033862,5
COUR D'APPEL,33.5953133,-7.6035963,5
CRECHE JEUNE AGE,33.5449577,-7.6730517,2
DAR 16,33.5018049,-7.7180841,1
DAR 16,33.5018937,-7.7181999,1
DAR BOUAAZZA,33.5078037,-7.83333,1
DAR BOUAAZZA,33.5078741,-7.8341831,1
DAR DAW,33.6577984,-7.3481138,1
DAR DAW,33.657984,-7.348084,1
DAR LAMANE,33.5939819,-7.5542199,2
DAR LAMANE,33.5941456,-7.5545086,2
DAR LKBIRA,33.5035467,-7.8455581,1
DAR LKBIRA,33.5037529,-7.8458509,1
DAR LMIMA,33.5319405,-7.5304373,1
DAR LMIMA,33.5321987,-7.5305651,3
DAR LMOAMIN,33.5896346,-7.6026095,5
DAR LMOAMIN,33.5897081,-7.603056,5
DAR LMOHAMI,33.5910209,-7.6038211,3
DAR LMOHAMI,33.5925128,-7.6035737,3
DAR NESSRANIA,33.5074634,-7.6316512,2
DAR NESSRANIA,33.5074909,-7.6319073,2
DAR TALIBA,33.5627046,-7.561642,1
DAR TALIBA,33.5629295,-7.5617339,1
DAR TOUZANI,33.5518052,-7.5895193,1
DAR TOUZANI,33.5518871,-7.5900332,1
DAR ZWAQ,33.5174833,-7.8002698,1
DAR ZWAQ,33.5177732,-7.8008691,1
DERB BOUCHENTOUF,33.5675247,-7.6054216,7
DERB BOUCHENTOUF,33.5684962,-7.6042223,7
DERB CHABAB C,33.6900822,-7.3831846,1
DERB CHABAB C,33.6901166,-7.382929,1
DERB FOUKARA,33.5664851,-7.6071332,6
DERB FOUKARA,33.5666457,-7.6072343,6
DERB JAMILA,33.5710067,-7.6842854,1
DERB KABIR,33.572026,-7.5960466,7
DERB KABIR,33.5723447,-7.5953443,7
DERB LAHJAR,33.5504277,-7.5692019,3
DERB LAHJAR,33.5506234,-7.5691844,3
DERB LOUBILA,33.6044778,-7.6368941,1
DERB LOUBILA,33.6047119,-7.6368977,1
DERB MARRAKECH,33.6855868,-7.3949308,1
DERB MARRAKECH,33.6856498,-7.3946861,1
DERB MILA,33.5707689,-7.5810149,3
DERB MILA,33.5709208,-7.5811575,3
DERB MILAN,33.5707008,-7.5792204,2
DERB MILAN,33.5709265,-7.5790238,3
DERB MOULAY CHRIF,33.5931401,-7.5695036,1
DERB MOULAY CHRIF,33.5938757,-7.5694973,1
DIRECTION  T. REGIONALE CASA,33.5417001,-7.6886425,1
DIRECTION  T. REGIONALE CASA,33.5419119,-7.6889481,1
DOUAR AL MOUMNATE,33.5039544,-7.5436969,2
DOUAR AL MOUMNATE,33.5040165,-7.543418,2
DOUAR CHRIF,33.6716445,-7.40663,2
DOUAR CHRIF,33.6716714,-7.4071239,2
DOUAR EL WAHDA,33.6770979,-7.4110458,2
DOUAR EL WAHDA,33.6772388,-7.4104986,2
DOUAR FOUKRA,33.4903709,-7.7323347,1
DOUAR FOUKRA,33.4904832,-7.7324321,1
DOUAR KHOUADRA,33.5405983,-7.6314389,4
DOUAR KHOUADRA,33.5407603,-7.6314942,4
DOUAR KROUTA,33.4351046,-7.6646129,2
DOUAR KROUTA,33.4351813,-7.6642708,2
DOUAR LAATOUR,33.5330391,-7.6378884,1
DOUAR LAATOUR,33.5330907,-7.6384906,1
DOUAR LACHHAB,33.6750937,-7.4242084,3
DOUAR LACHHAB,33.6753463,-7.4244209,3
DOUAR LAHFAYA,33.5172862,-7.5557681,2
DOUAR LAHFAYA,33.5175669,-7.5556174,2
DOUAR LGOUISSEM,33.5004321,-7.6728273,1
DOUAR LGOUISSEM,33.5005329,-7.6726881,1
DOUAR LHAJ LAMLIH,33.665869,-7.4469622,1
DOUAR LHAJ LAMLIH,33.6660833,-7.4471381,1
DOUAR MAATAH,33.4776736,-7.7555751,1
DOUAR MAATAH,33.4778512,-7.7555332,1
DOUAR MZAB,33.511379,-7.5477163,2
DOUAR OULD LHAJ JILALI,33.498806,-7.8792961,1
DOUAR OULD LHAJ JILALI,33.4989429,-7.8798771,1
DOUAR OULED BOUAZIZ,33.5429318,-7.4388079,1
DOUAR RIFAI,33.4685905,-7.7814114,1
DOUAR RIFAI,33.4687223,-7.7815037,1
DOUAR SEBT,33.4932449,-7.8848893,1
DOUAR SEBT,33.4934168,-7.8852423,1
DOUAR SIDI MASSIF,33.5469654,-7.4501003,1
DRABNA ROUTE DE BOUSKOURA,33.5031026,-7.6307493,2
DRABNA ROUTE DE BOUSKOURA,33.5031513,-7.6305792,2
DREAM VILAGE,33.6138926,-7.3700283,1
DREAM VILAGE,33.6140015,-7.3698988,1
DRISS LAHRIZI VICTORIA,33.4210522,-7.6777892,1
DRISS LAHRIZI VICTORIA,33.4210889,-7.6779863,1
DRISS SLAOUI,33.5936051,-7.6539981,1
DRISSIA 2,33.5648812,-7.5868118,1
DRISSIA 2,33.5650745,-7.5869029,1
DYAR AL AMAL,33.4974813,-7.7242228,1
DYAR AL AMAL,33.4977512,-7.7240154,1
DYAR AL YOUSRA,33.6735044,-7.3518708,1
DYAR AL YOUSRA,33.673686,-7.3524293,1
DYAR EL ALIA,33.6745631,-7.3647073,1
DYAR EL ALIA,33.6745711,-7.3644941,1
DYAR KENZA,33.6708503,-7.353243,1
DYAR KENZA,33.6709609,-7.3534532,1
ECOLE ABDELKRIM EL KHATTABI,33.5656553,-7.5298692,4
ECOLE ABDELKRIM EL KHATTABI,33.5658329,-7.529691,3
ECOLE ABDELLAH HADDAOUI,33.5383596,-7.4248031,1
ECOLE AJIAL SALAM,33.4608751,-7.5160501,1
ECOLE AJIAL SALAM,33.4609759,-7.5163509,1
ECOLE AL AJIAL,33.5574613,-7.6813346,3
ECOLE AL AJIAL,33.5575313,-7.6818349,3
ECOLE BAB ANDALOUS,33.5365955,-7.6062427,1
ECOLE BAB ANDALOUS,33.5367173,-7.6063521,1
ECOLE BELFKIH,33.5292887,-7.5242639,1
ECOLE BELFKIH,33.5294444,-7.5239391,1
ECOLE CAMELIA,33.5407193,-7.6682278,3
ECOLE CAMELIA 1,33.5426184,-7.6674272,3
ECOLE EL AKHAWAIN,33.5615357,-7.5658819,4
ECOLE EL AKHAWAIN,33.5620055,-7.5659787,4
ECOLE EL ANOUAR,33.521551,-7.663065,1
ECOLE EL ANOUAR,33.521564,-7.663355,1
ECOLE EL GHAZOUANI,33.6542374,-7.4698158,1
ECOLE EL GHAZOUANI,33.6546575,-7.4702078,1
ECOLE EL IBRAHIMI,33.5563029,-7.681593,2
ECOLE EL JABRE,33.4894662,-7.6081221,1
ECOLE EL JABRE,33.4895682,-7.6079439,1
ECOLE EL KHALIL,33.5601786,-7.6391448,1
ECOLE EL KHALIL,33.5603039,-7.6400416,2
ECOLE EL KHALIL A,33.561194,-7.6406083,1
ECOLE EL OUADGHIRI,33.5635749,-7.6331289,3
ECOLE EL OUADGHIRI,33.5640104,-7.6342327,4
ECOLE ESSAFA,33.6380326,-7.4175025,1
ECOLE ESSAFA,33.6381742,-7.416745,1
ECOLE GEORGES BIZET,33.5780999,-7.6544549,5
ECOLE GEORGES BIZET,33.5782638,-7.6549064,5
ECOLE GPH,33.68302,-7.3774011,1
ECOLE GPH,33.6833007,-7.3778532,1
ECOLE HASSANIA(EHTP),33.545533,-7.6503256,1
ECOLE IBNO KATIR,33.510342,-7.6568472,2
ECOLE IBNO KATIR,33.5103509,-7.6569844,2
ECOLE KAOUKABI,33.5751406,-7.6800122,1
ECOLE KAOUKABI,33.5753079,-7.6801549,1
ECOLE LA PRAIRIE,33.577874,-7.6569679,9
ECOLE LA PRAIRIE,33.5778906,-7.656719,9
ECOLE LAARBI ELBENNAY,33.5537263,-7.6813283,3
ECOLE LAARBI ELBENNAY,33.5541789,-7.6809851,3
ECOLE LE NID,33.5864342,-7.5867049,3
ECOLE LE NID,33.5865511,-7.586152,3
ECOLE LE PONT,33.5475979,-7.629066,1
ECOLE LE PONT,33.5480861,-7.6277843,1
ECOLE MOULAY ABDELLAH,33.674943,-7.3918511,1
ECOLE MOULAY ABDELLAH,33.6750215,-7.3920391,1
ECOLE NORMALE SUPERIEURE,33.5399106,-7.6594935,2
ECOLE NORMALE SUPERIEURE,33.5399719,-7.6599037,2
ECOLE OULAD HMIMOUN 1,33.6670574,-7.4336083,1
ECOLE OULAD HMIMOUN 1,33.6670975,-7.4333138,2
ECOLE RIAD BOUSKOURA,33.4602769,-7.6410299,2
ECOLE RIAD BOUSKOURA,33.4602883,-7.6408884,2
ECOLE ROYALE DES GENDARMES,33.6267458,-7.4806109,1
ECOLE ROYALE DES GENDARMES,33.6269961,-7.4807902,1
EL AALIA,33.6777808,-7.3921262,1
EL AALIA,33.6779708,-7.3924159,1
EL FATH VICTORIA,33.4235503,-7.6768942,1
EL FATH VICTORIA,33.423599,-7.6770672,1
ESPACE LES PALMIERS,33.5824,-7.6261265,1
ESPACE LES PALMIERS 2,33.5825444,-7.6261416,1
ESSAFA,33.6354771,-7.4208931,1
ESSAFA,33.6356332,-7.4212263,1
ESSAFA 3,33.640182,-7.4135587,1
ESSAFA 3,33.6404891,-7.413859,1
FACULTE AIN CHOC,33.5421927,-7.6012982,3
FACULTE AIN CHOC,33.5422018,-7.6012013,5
FACULTE MEDECINE,33.5759203,-7.6212285,1
FACULTE MEDECINE,33.5759864,-7.6213517,2
FACULTE ROUTE D'EL JADIDA,33.5428745,-7.6536562,2
FACULTE ROUTE D'EL JADIDA,33.5443183,-7.6527354,2
FARRAN LHALWA,33.5472772,-7.546689,2
FARRAN LHALWA,33.5474639,-7.546426,2
FERAILLE DE TIT MELLIL,33.5491426,-7.4618838,1
FERAILLE MEDIOUNA,33.4524617,-7.5190403,1
FERAILLE MEDIOUNA,33.4525964,-7.5189641,1
FIRDAOUS II,33.5608506,-7.6691832,2
FIRDAOUS II,33.5608971,-7.6694292,2
FORCE AUXILIAIRE,33.5967411,-7.5963833,1
FORCE AUXILIAIRE,33.5970534,-7.5963449,1
FORET BOUSKOURA,33.4874809,-7.6343601,2
FORET BOUSKOURA,33.4875382,-7.6337568,2
FORET OULAD SALH,33.4401718,-7.6603833,2
FORET OULAD SALH,33.4402543,-7.6606302,2
FORET RAYAN,33.4035483,-7.5565209,1
FORET RAYAN,33.4037603,-7.5561571,1
FORET VERTE,33.5688271,-7.5336095,3
FORET VERTE,33.5690758,-7.5339538,2
FOUM LAHCEN,33.5914155,-7.569358,1
FOUM LAHCEN 2,33.5915014,-7.569562,1
FOURRIERE BEN M'SIK,33.5655951,-7.5782343,3
FOURRIERE BEN M'SIK,33.5656805,-7.5780217,4
GARE AIN SEBAA,33.6074116,-7.5242159,2
GARE AIN SEBAA,33.6076435,-7.5242599,2
GARE BOUSKOURA,33.4617265,-7.6526753,1
GARE BOUSKOURA,33.4618107,-7.6525412,1
GARE DE CASA VOYAGEURS,33.5896581,-7.5932007,1
GARE DE CASA VOYAGEURS,33.5897482,-7.5930126,1
GARE ONCF DE L'OASIS,33.5548581,-7.6308682,3
GARE ONCF DE L'OASIS,33.5556905,-7.6308004,3
GAREAGE ALLAL,33.5771282,-7.599585,2
GAREAGE ALLAL,33.5771431,-7.599848,2
GENDARMERIE AIN HARROUDA,33.6364385,-7.4493383,2
GENDARMERIE AIN HARROUDA,33.6367651,-7.449356,2
GENDARMERIE MY IDRISS I,33.5720701,-7.6167783,6
GENDARMERIE MY IDRISS I,33.5721641,-7.6170293,6
GENERAL 1,33.6285202,-7.5162431,1
GENERAL 1,33.6286377,-7.5163096,1
GRANDE POSTE,33.593115,-7.6191029,5
GRANDE ZENATA,33.6484626,-7.4819688,1
GRANDE ZENATA,33.6488316,-7.482057,1
GREEN TOWN,33.4825363,-7.5908663,1
GREEN TOWN,33.4827007,-7.5907701,1
GROUPE 3 MOULAY RACHID,33.5652485,-7.5430083,1
GROUPE 3 MOULAY RACHID,33.565323,-7.5429905,1
GROUPE 3 SIDI MOUMEN JDID,33.5790167,-7.5436368,1
GROUPE 3 SIDI MOUMEN JDID,33.5792,-7.5437973,1
GROUPE 4 MOULAY RACHID,33.5675039,-7.5397432,3
GROUPE 4 MOULAY RACHID,33.5679987,-7.539311,2
GROUPE 5 MOULAY RACHID,33.5710525,-7.531599,2
GROUPE 5 MOULAY RACHID,33.5712095,-7.5311303,1
GROUPE 6 MOULAY RACHID,33.5716637,-7.5267949,1
GROUPE SCOLAIRE ALAMJAD,33.543264,-7.6735081,2
GROUPE SCOLAIRE ALAMJAD 2,33.5433414,-7.6734947,1
HAJ FATEH,33.5425293,-7.6842587,2
HAJ FATEH,33.5425403,-7.6844537,2
HAMAM SKOURA,33.5687618,-7.6896535,1
HAMAM SKOURA,33.5688526,-7.6894898,1
HAMMAM EL FAN,33.5516522,-7.5812802,1
HAMMAM LHAJJA,33.5694082,-7.5601667,4
HAMMAM LHAJJA,33.5696946,-7.5599982,3
HAY ADIL,33.5809819,-7.5702421,2
HAY ADIL,33.5810621,-7.5698554,1
HAY BARAKA,33.5730256,-7.5379513,1
HAY BARAKA_2,33.5727404,-7.5377039,1
HAY BIN LMDOUN,33.5571738,-7.6007343,3
HAY BIN LMDOUN,33.557221,-7.6009783,3
HAY BOURNAZIL,33.5699282,-7.5576801,3
HAY BOURNAZIL,33.570045,-7.557827,3
HAY CHIFA,33.5722042,-7.583513,4
HAY CHIFA,33.5724105,-7.5835875,4
HAY CHRIFA,33.5292071,-7.5929628,1
HAY CHRIFA,33.5292782,-7.5927966,1
HAY CHRIFA II,33.5309226,-7.59951,1
HAY CHRIFA II,33.5309913,-7.5995346,1
HAY CHRIFA SANIA,33.535339,-7.6089639,1
HAY CHRIFA SANIA,33.535677,-7.6086742,1
HAY DAKHLA,33.5724767,-7.6079444,1
HAY EL BARAKA,33.5706973,-7.5348193,2
HAY EL BARAKA,33.5708205,-7.5346013,3
HAY EL BARAKA GH6,33.5679837,-7.6839145,5
HAY EL HANA,33.5724507,-7.6695248,4
HAY EL HANA,33.5726877,-7.6699996,4
HAY EL MASSIRA,33.5630025,-7.5480658,5
HAY EL MASSIRA,33.5633176,-7.5482262,4
HAY EL WAHDA,33.5438686,-7.5432782,2
HAY EL WAHDA,33.5439287,-7.543599,2
HAY EL WAHDA MO,33.6822121,-7.3828964,1
HAY EL WAHDA MO 2,33.6820349,-7.3825221,1
HAY ENNASR 2,33.5321716,-7.5704627,2
HAY ENNASR 2,33.5326243,-7.5705509,2
HAY ENNOUR,33.5520785,-7.5529365,1
HAY ENNOUR,33.5522114,-7.5526896,1
HAY HAKAM,33.5870839,-7.5954293,2
HAY HAKAM,33.587273,-7.5950833,2
HAY INARA 2,33.541664,-7.5936913,2
HAY INARA 2,33.5417702,-7.5938915,2
HAY JAMILA 2,33.5490989,-7.5869841,2
HAY JAMILA 2,33.5493374,-7.5869622,3
HAY JAMILA 4,33.5474925,-7.5707796,1
HAY JAMILA 4_2,33.5473455,-7.570638,1
HAY LMASJID 2,33.5619027,-7.6051266,3
HAY LMASJID 2,33.5621003,-7.6050913,3
HAY MASJID 1,33.3841938,-7.5383891,1
HAY MASJID 1,33.3843027,-7.5385329,1
HAY MOULAY RACHID,33.5679104,-7.532027,3
HAY MOULAY RACHID,33.5681053,-7.5319238,3
HAY MOURAD,33.5747882,-7.5647664,4
HAY MOURAD,33.5750037,-7.5646661,3
HAY NAIM,33.5662546,-7.5048969,2
HAY NAIM,33.5665262,-7.5048499,2
HAY NAIM SIDI MOUMEN,33.5675619,-7.5117794,2
HAY NAIM SIDI MOUMEN,33.567774,-7.5116627,2
HAY NAJAH,33.5136788,-7.6511088,1
HAY NAJAH,33.5137568,-7.6511678,1
HAY NASSIM,33.5198645,-7.6658762,1
HAY NASSIM,33.5199275,-7.6656018,1
HAY NASSIM II,33.5141464,-7.6657433,1
HAY NASSIM II,33.5141676,-7.6661226,1
HAY RACHIDIA 1,33.6880677,-7.378111,1
HAY RACHIDIA 1,33.6881708,-7.3779472,1
HAY RAJA,33.5758917,-7.5493441,3
HAY RAJA,33.5760281,-7.5494432,3
HAY SADRI,33.572187,-7.5540349,3
HAY SADRI,33.5723646,-7.5542537,3
HAY SALAM 1,33.5481654,-7.6723391,2
HAY SALAM 1,33.5485543,-7.6723422,2
HAY SALAMA,33.566415,-7.5575053,5
HAY SALAMA,33.5674028,-7.55777,5
HAY SALAMA ( MOHAMMEDIA ),33.7006384,-7.3787539,6
HAY SALAMA ( MOHAMMEDIA ),33.7008126,-7.3788777,6
HAY TISSIR,33.5725766,-7.5788508,2
HAY TISSIR,33.572941,-7.5792003,2
HOPITAL 20 AOUT,33.5741445,-7.6177886,1
HOPITAL AL HASSANI,33.5607059,-7.6850009,4
HOPITAL AL HASSANI,33.5608212,-7.6852406,4
HOPITAL BOUAFI,33.5580235,-7.6073451,5
HOPITAL BOUAFI,33.5580922,-7.6072271,5
HOPITAL CHABAB,33.6894571,-7.3871363,1
HOPITAL CHABAB,33.6895288,-7.3870423,1
HOPITAL CHEIKH KHALIFA,33.5512592,-7.6683077,1
HOPITAL CHEIKH KHALIFA,33.5515472,-7.6680911,1
HOPITAL EL MANSOUR,33.6074697,-7.5043377,1
HOPITAL EL MANSOUR,33.6074914,-7.5038806,1
HOPITAL MY ABDELLAH,33.6983448,-7.3832534,6
HOPITAL MY ABDELLAH,33.6986552,-7.383424,6
HOPITAL SALMIA,33.5399288,-7.5576926,4
HOPITAL SALMIA,33.5402308,-7.5577525,4
IBNO CHAHID,33.5788009,-7.633824,2
IMMEUBLE 400,33.5802251,-7.6348293,1
IMMEUBLE 400,33.5802872,-7.6350122,1
INSTITUT AGRICOLE,33.6192268,-7.3438533,1
INSTITUT AGRICOLE,33.6193558,-7.3438602,1
INSTITUT PASTEUR,33.5741946,-7.6259393,1
INSTITUT PASTEUR,33.5742503,-7.6256415,2
INSTITUT TARIK BNOU ZIAD,33.5350576,-7.5744448,2
INSTITUT TARIK BNOU ZIAD,33.5352484,-7.5743244,2
ISCAE,33.5270184,-7.6363958,1
ISTA BOULEVARD AFGHANISTAN,33.5690007,-7.6817551,5
ISTA HAY HASSANI,33.5697204,-7.6834798,1
JAMAL DORA,33.5390563,-7.5761459,1
JAMAL DORA,33.5394711,-7.5759385,1
JAMAL DORA 2,33.5412799,-7.578593,1
JARDIN 20 AOUT (GARE),33.6914195,-7.3911372,3
JARDIN 20 AOUT (GARE),33.6914654,-7.3909149,3
JARDIN AL MOSTAKBAL,33.5229249,-7.6518198,3
JARDIN AL MOSTAKBAL,33.5233452,-7.6516009,3
JARDIN ALESCO,33.5497812,-7.5670124,7
JARDIN ALESCO,33.550292,-7.5678672,3
JARDIN ANASSI,33.5895791,-7.4950106,4
JARDIN ANASSI,33.5897873,-7.4949822,4
JARDIN EL WAHDA,33.6796338,-7.3856122,1
JARDIN EL WAHDA 2,33.6795354,-7.3854104,1
JARDIN LALLA MERIEM,33.5569962,-7.5582094,5
JARDIN LALLA MERIEM,33.5572861,-7.5581172,3
JARDIN LIGUE ARABE,33.5886184,-7.6204349,5
JARDIN LIGUE ARABE,33.5886517,-7.6206408,5
JARDIN MESBAHYATE,33.6731061,-7.396621,1
JARDIN MESBAHYATE,33.6731192,-7.3968244,1
JAWADI,33.5521507,-7.5838023,3
JAWADI,33.5523054,-7.5838103,3
JAWHARAT AL MADINA,33.5576917,-7.5292798,1
JAWHARAT AL MADINA,33.5579117,-7.5295391,1
JNANE OULFA,33.5320856,-7.678729,2
JNANE OULFA,33.5321415,-7.6784683,2
JNANE SBIT,33.5518814,-7.4707881,1
KHAYRIAT SIDI OTHMAN,33.5653837,-7.5539363,1
KHAYRIAT SIDI OTHMAN,33.5657527,-7.5537839,1
KIADAT MEDIOUNA,33.463262,-7.5241333,2
KIADAT MEDIOUNA,33.4634431,-7.523899,2
KISARIAT HAY MOHAMMADI,33.5858219,-7.5633752,1
KISARIAT HAY MOHAMMADI,33.5859887,-7.5630088,1
KISSARIAT AKHMASSI,33.5731289,-7.597555,2
KISSARIAT AKHMASSI,33.5731725,-7.5979704,2
KISSARIAT AZIZA,33.5825575,-7.5580169,1
KISSARIAT AZIZA,33.5827294,-7.5580118,1
KOREA SEBATA,33.5530141,-7.5698823,4
KOREA SEBATA,33.5536719,-7.570907,2
KRIMATE,33.5491197,-7.6232367,1
L'AUBERGE,33.6514884,-7.476634,1
L'EGLISE (ZERKTOUNI),33.5829948,-7.6158503,5
L'EGLISE (ZERKTOUNI),33.5831193,-7.6158987,5
LA FERAILLE,33.5828177,-7.581978,1
LA FERAILLE,33.5828687,-7.5823579,1
LA GARE ROUTIERE,33.5760012,-7.5854261,2
LA GARE ROUTIERE,33.5763868,-7.586568,2
LA MORGUE AIN CHOK,33.554666,-7.5926648,1
LA MORGUE AIN CHOK,33.5548894,-7.5923583,1
LA MORGUE RAHMA,33.535065,-7.7248064,2
LA POSTE TIT MELLIL,33.5558995,-7.4832201,4
LA POSTE TIT MELLIL,33.5564805,-7.4836499,4
LAAOUINA LHARRA,33.6002352,-7.6395714,3
LAAOUINA LHARRA,33.6003364,-7.6397092,3
LAAOUINA MAARIF,33.576827,-7.638101,2
LAAOUINA MAARIF,33.5770352,-7.6380669,2
LABRAHMA,33.6687619,-7.3806109,1
LABRAHMA,33.6689166,-7.3804397,1
LAHRAOUIYINE,33.5467305,-7.5302497,2
LAHRAOUIYINE,33.5467591,-7.5304153,2
LALLA MERYEM,33.5584681,-7.5606812,1
LALLA MERYEM,33.5584876,-7.5611458,1
LES ARENES,33.5894903,-7.6397215,4
LES ARENES,33.5904669,-7.6376581,4
LES JARDAINS D'ERRAHMA,33.5348245,-7.7231808,2
LES JARDINS DE BALI,33.5589288,-7.6255555,1
LES JARDINS DE BALI,33.5590548,-7.6254065,1
LFARFARA,33.5431683,-7.7101858,2
LHALHAL,33.5155298,-7.5157154,1
LHALHAL,33.5156699,-7.515624,1
LHJAJMA,33.5946011,-7.6456737,1
LHJAJMA,33.5947444,-7.6455379,1
LISSASFA 1,33.5340194,-7.6694801,4
LISSASFA 1,33.5343832,-7.669393,4
LISSASFA 2,33.5287396,-7.6783988,1
LISSASFA 2,33.5288485,-7.6786154,1
LOMOU,33.533902,-7.7660969,1
LOMOU,33.5339936,-7.7663639,1
LOTISEMENT FARAH ESSALAM,33.5381619,-7.6954363,1
LOTISEMENT FARAH ESSALAM,33.5382794,-7.6953234,1
LOTISSEMENT EL BAIDA II,33.5622313,-7.5337877,1
LOTISSEMENT EL BAIDA II,33.5622748,-7.5340237,3
LOTISSEMENT EL MANZAH,33.5594444,-7.5381731,4
LOTISSEMENT EL MANZAH,33.5595533,-7.5385318,4
LOTISSEMENT FARAH ESSALAM 1,33.5364952,-7.6975849,1
LOTISSEMENT FARAH ESSALAM 1 2,33.5351414,-7.6985308,1
LOTISSEMENT MALAK 1,33.6866502,-7.3473615,1
LOTISSEMENT MALAK 1,33.686821,-7.3472928,1
LOTISSEMENT RACHAD,33.4927424,-7.5383514,2
LOTISSEMENT RACHAD,33.4928129,-7.538039,2
LOTISSEMENT SAKLIA,33.5654673,-7.6941174,1
LOTISSEMENT SAKLIA,33.5655139,-7.6939224,1
LOTISSEMENT SEQUIA,33.5625424,-7.7180108,1
LOTISSEMENT SEQUIA,33.5626106,-7.7187241,1
LWIZYA II,33.6825845,-7.342147,1
LWIZYA II,33.6826957,-7.3423378,1
