StopName,StopLat,StopLon,NumRoutes
LYCEE ABDELKHALEK TORRES,33.5930942,-7.5082538,2
LYCEE ABDELKHALEK TORRES,33.5932403,-7.5080579,2
LYCEE ABDELLAH IBRAHIM,33.5300416,-7.524936,2
LYCEE ABDELLAH IBRAHIM_2,33.5301636,-7.5247508,2
LYCEE ALAKHYAR,33.5468408,-7.5755114,3
LYCEE ALAKHYAR,33.5468579,-7.5751211,3
LYCEE ALIDRISSI,33.5567458,-7.5835932,1
LYCEE ALIDRISSI,33.5622313,-7.5337877,2
LYCEE BEN KHALDOUN,33.6770325,-7.3891158,1
LYCEE BEN KHALDOUN 2,33.6769057,-7.3889042,1
LYCEE CHAOUKI,33.5838437,-7.6268566,3
LYCEE CHAOUKI,33.5847949,-7.6280874,3
LYCEE EL BAROUDI,33.6042971,-7.5538313,1
LYCEE EL BAROUDI,33.6045697,-7.5535366,1
LYCEE EL WALLADA,33.5884088,-7.6426065,2
LYCEE EL WALLADA,33.5886371,-7.642426,3
LYCEE FECHTALI,33.5586213,-7.6785764,3
LYCEE FECHTALI,33.5586531,-7.6789214,3
LYCEE IBNO HAZM,33.5615042,-7.5764558,3
LYCEE IBNO HAZM,33.5616646,-7.576135,4
LYCEE JABER BNOU HAYAN,33.5874506,-7.6043606,1
LYCEE JABER BNOU HAYAN,33.5876362,-7.6047302,1
LYCEE LAHLOU,33.572061,-7.62276,6
LYCEE LAHLOU,33.5722157,-7.6233851,6
LYCEE LOUIS MASSIGNON,33.4785556,-7.6222766,1
LYCEE LOUIS MASSIGNON,33.4786097,-7.6217075,1
LYCEE LYAUTEY,33.5959877,-7.631371,1
LYCEE MOHAMED V,33.5782483,-7.6152057,2
LYCEE MOHAMED V,33.5782601,-7.6152959,2
LYCEE MOULAY ABDELLAH,33.5618878,-7.6131853,6
LYCEE MOULAY ABDELLAH,33.5620477,-7.6130425,6
LYCEE TECHNIQUE MOHAMMEDIA,33.7064024,-7.3641418,4
LYCEE TECHNIQUE MOHAMMEDIA,33.7065531,-7.3647233,4
M'SALLA AIN CHOK,33.5485468,-7.5995042,3
M'SALLA AIN CHOK,33.5486528,-7.599734,2
M'SALLA MOHAMMEDIA,33.6933131,-7.3743587,3
M'SALLA MOHAMMEDIA,33.69332,-7.3747942,3
M'SALLA QODS,33.6246814,-7.4841203,1
M'SALLA QODS,33.6248533,-7.484248,1
MAAGUIZ,33.6140641,-7.5088726,1
MAAGUIZ,33.6143299,-7.507781,1
MAARIF EXTENTION,33.5639078,-7.629231,5
MAARIF EXTENTION,33.5639941,-7.6302305,5
MAATI BEN SALEH,33.5723158,-7.608469,1
MADAME CHOUAL,33.5645437,-7.7145593,1
MADAME CHOUAL,33.564687,-7.7149661,1
MADAME LOULA,33.5678669,-7.7078998,1
MADAME LOULA,33.5683276,-7.7079611,1
MAISON DES JEUNES ZERKTOUNI,33.5997692,-7.6388126,1
MAISON DES JEUNES ZERKTOUNI 2,33.5999124,-7.639079,1
MAISON DES SOEURS,33.5577851,-7.6364331,1
MAISON DES SOEURS,33.5582733,-7.6363322,1
MARASSI TIT MELLIL,33.5537996,-7.4773927,1
MARASSI TIT MELLIL,33.5540094,-7.4773159,1
MARCHE AIN CHOC,33.5468243,-7.5960931,2
MARCHE AIN CHOC,33.5470525,-7.5963165,2
MARCHE DE BOIS,33.5604872,-7.5946908,1
MARCHE DE BOIS,33.5610544,-7.594433,1
MARCHE DE GROS,33.5540214,-7.56324,1
MARCHE DE GROS,33.5544081,-7.5630899,2
MARCHE DE GROS 1,33.5900518,-7.5966389,1
MARCHE DE GROS 1,33.5902386,-7.596546,1
MARCHE DE GROS ERRAHMA,33.5373737,-7.719195,2
MARCHE DES DATTES,33.5699811,-7.5793143,1
MARCHE DES DATTES 2,33.569898,-7.5788033,1
MARCHE DES FLEURS,33.5826777,-7.6195056,5
MARCHE DES FLEURS,33.582794,-7.61877,5
MARCHE DES POULETS,33.5952451,-7.572809,1
MARCHE DES POULETS,33.5953402,-7.5725718,1
MARCHE OASIS,33.5567945,-7.6347182,1
MARCHE OASIS,33.5573588,-7.6340417,1
MARINA,33.6060646,-7.6210634,1
MARINA CASA,33.6058173,-7.6209021,1
MASJID FIRDAOUSS,33.6017178,-7.5113391,1
METRO,33.5377207,-7.6437602,4
MIMOSAS,33.6124205,-7.5314416,1
MIMOSAS,33.6126408,-7.5305314,1
MORABITINE,33.6812492,-7.3918362,2
MORABITINE,33.6813584,-7.3921393,2
MOROCCO MALL,33.580071,-7.703433,1
MOROCCO MALL,33.5803015,-7.7031222,1
MOSQUEE  DOHA,33.570455,-7.6357043,1
MOSQUEE  DOHA,33.57051,-7.6360287,1
MOSQUEE AB HORAIRA,33.5734395,-7.5280638,2
MOSQUEE AB HORAIRA,33.5736309,-7.5282621,2
MOSQUEE ABIR,33.5821622,-7.5380459,3
MOSQUEE ABIR,33.5824544,-7.5379623,3
MOSQUEE ADARISSA,33.5156561,-7.640885,1
MOSQUEE ADARISSA,33.5157449,-7.6413393,1
MOSQUEE AFGHANISTAN,33.5726914,-7.6732831,4
MOSQUEE AFGHANISTAN,33.5732593,-7.6721756,4
MOSQUEE AHL LOGHLAM,33.5978326,-7.4958143,1
MOSQUEE AHL LOGHLAM,33.5980217,-7.4958665,1
MOSQUEE AIN CHOC,33.5536199,-7.6000545,5
MOSQUEE AIN CHOC,33.5536939,-7.600037,6
MOSQUEE AL ANSAR,33.5291451,-7.5285195,3
MOSQUEE AL ANSAR,33.529266,-7.5281977,3
MOSQUEE AL FADL,33.5555449,-7.5134981,2
MOSQUEE AL FADL,33.5558233,-7.5137026,2
MOSQUEE AL FALAH,33.6130826,-7.4939661,1
MOSQUEE AL FALAH,33.613156,-7.4935103,1
MOSQUEE AL IRAQUI,33.5125937,-7.7008473,1
MOSQUEE AL IRAQUI,33.5126853,-7.7009412,1
MOSQUEE AL MAGHFIRA,33.6103898,-7.516666,1
MOSQUEE AL MAGHFIRA,33.610452,-7.5168805,1
MOSQUEE ALGERIE,33.6055996,-7.5084618,1
MOSQUEE ANNOUR,33.5258949,-7.5216799,1
MOSQUEE ANNOUR,33.5260181,-7.5214651,1
MOSQUEE AZHAR,33.5422693,-7.6922402,1
MOSQUEE AZHAR,33.5424579,-7.6921922,1
MOSQUEE BAB TAOUBA,33.5679792,-7.5253348,6
MOSQUEE BAB TAOUBA,33.5681053,-7.5254993,5
MOSQUEE BACHKOU,33.5587963,-7.6293166,3
MOSQUEE BACHKOU,33.5588884,-7.6295768,3
MOSQUEE BADR,33.5952795,-7.6383215,2
MOSQUEE BADR,33.5957413,-7.6379308,2
MOSQUEE BASATINE,33.6644418,-7.3579911,1
MOSQUEE BASATINE,33.6646194,-7.3582162,1
MOSQUEE EL BATHA,33.5658611,-7.6445204,2
MOSQUEE EL BATHA,33.5658978,-7.6442621,2
MOSQUEE EL FATH,33.5445246,-7.6790124,2
MOSQUEE EL FATH,33.5445819,-7.6791631,2
MOSQUEE EL HODA,33.5701869,-7.6127574,9
MOSQUEE EL HODA,33.5707844,-7.6128776,9
MOSQUEE EL HOSNA B,33.5436193,-7.5843208,3
MOSQUEE EL HOSNA B,33.5441006,-7.5828999,3
MOSQUEE EL KAOUTAR,33.571465,-7.5938385,2
MOSQUEE EL KAOUTAR,33.5717622,-7.5937703,2
MOSQUEE EL WAHDA,33.6087086,-7.5453677,1
MOSQUEE EL WAHDA,33.6089385,-7.5450234,1
MOSQUEE ELFATH,33.6630982,-7.3648494,1
MOSQUEE ELFATH,33.6633102,-7.3647319,1
MOSQUEE HASSAN II,33.6054128,-7.6295007,2
MOSQUEE HASSAN II,33.605436,-7.6296708,2
MOSQUEE HAY EL FARAH,33.5714794,-7.5882038,4
MOSQUEE HAY EL FARAH,33.5716983,-7.5881448,4
MOSQUEE KAOUTAR,33.5745906,-7.6821368,1
MOSQUEE LISSASFA,33.5345686,-7.6703102,2
MOSQUEE LISSASFA,33.5346656,-7.6701591,2
MOSQUEE LMZABIENNE,33.5268145,-7.5914542,1
MOSQUEE LMZABIENNE,33.5269021,-7.5913,1
MOSQUEE MALI,33.6877257,-7.391646,3
MOSQUEE MALI,33.6877984,-7.3911791,3
MOSQUEE MSALLA,33.5455846,-7.6023564,3
MOSQUEE MSALLA,33.5456132,-7.6022218,5
MOSQUEE NASSIM,33.5197845,-7.6616548,1
MOSQUEE NASSIM,33.5197942,-7.6613843,1
MOSQUEE NOUZHA,33.4448615,-7.5140275,1
MOSQUEE OMAR IBN AL KHATTAB,33.3855804,-7.6853373,1
MOSQUEE OMAR IBN AL KHATTAB,33.3862393,-7.6858392,1
MOSQUEE OULAD SALH,33.4005002,-7.6788801,1
MOSQUEE OULAD SALH,33.4012983,-7.6783123,1
MOSQUEE OULD EL HAMRA,33.6024723,-7.6182837,2
MOSQUEE OULD EL HAMRA,33.6026473,-7.6185491,2
MOSQUEE QODS,33.6104466,-7.4979593,2
MOSQUEE QODS,33.6109991,-7.4968457,1
MOSQUEE QUARTIER INDUSTRIEL,33.6298437,-7.49699,1
MOSQUEE ROI ABDALLAH,33.4679746,-7.6560769,1
MOSQUEE ROI ABDALLAH,33.4682639,-7.6559738,1
MOSQUEE SONNA,33.5614555,-7.6091219,5
MOSQUEE SONNA,33.5615357,-7.608887,4
MOSQUEE TAHA,33.5512683,-7.6124164,1
MOSQUEE TAHA,33.5513852,-7.612362,1
MOSQUEE TAMARIS,33.499407,-7.8678106,1
MOSQUEE TAMARIS,33.4995612,-7.8670715,1
MOSQUEE YACOUT,33.5497099,-7.590338,4
MOSQUEE YACOUT,33.5497425,-7.5904721,4
MSALLA DE AIN CHOK1,33.5466314,-7.5998108,1
MUNICIPALITE DEROUA,33.3753244,-7.5413141,1
MUNICIPALITE DEROUA,33.3754906,-7.5414739,1
MUNICIPALITE NOUACEUR,33.372706,-7.5493183,1
MUNICIPALITE NOUACEUR,33.372977,-7.5492209,1
NEJMET SIDI MOUMEN,33.5839069,-7.5061092,1
NEJMET SIDI MOUMEN,33.5840358,-7.5061963,1
OFFICE AGRICOLE,33.4535257,-7.5098266,1
OFFICE AGRICOLE,33.4536621,-7.5098793,1
OFPPT AIN BORJA,33.5801412,-7.5917238,3
OFPPT AIN BORJA,33.5803749,-7.5915208,1
OFPPT AIN SEBAA,33.609123,-7.529376,2
OFPPT AIN SEBAA,33.6091869,-7.5291331,2
OFPPT BOULEVARD BAHMAD,33.5874735,-7.59408,1
OFPPT BOULEVARD BAHMAD,33.587485,-7.5941322,1
OFPPT DERB GHALLEF,33.5699181,-7.63121,4
OFPPT DERB GHALLEF,33.5700418,-7.6312507,1
OFPPT EL HANK,33.6027085,-7.6456405,1
OFPPT EL HANK,33.6028437,-7.6456187,1
OFPPT ROUTE MARRAKECH,33.5224199,-7.6342129,1
OFPPT ROUTE MARRAKECH,33.5228038,-7.63498,1
OFPPT SIDI MOUMEN,33.574751,-7.5221652,2
OFPPT SIDI MOUMEN,33.5748535,-7.522462,2
ONEP BOUSKOURA,33.4943255,-7.6298022,2
ONEP BOUSKOURA,33.4945478,-7.6298876,2
ORPHELINAT DE AIN CHOC,33.5492859,-7.5943791,4
ORPHELINAT DE AIN CHOC,33.5493432,-7.5942754,4
OUED EL MALEH,33.6517235,-7.4056769,1
OUED EL MALEH,33.6519383,-7.4057252,1
OUED HASSAR,33.5379021,-7.4197997,1
OUED HASSAR,33.5381631,-7.4197604,1
OUED NASSIM,33.5213906,-7.6649552,2
OUED NASSIM,33.5214637,-7.6649296,2
OULED BA HMAD,33.6148494,-7.350161,1
OULED BA HMAD,33.6150357,-7.3500252,1
OULED HARRES,33.5779338,-7.5674621,1
OULED HARRES,33.5779888,-7.568148,3
OULED ISSA,33.4712977,-7.7755209,1
OULED ISSA,33.4713556,-7.7750808,1
OULED TALEB,33.53636,-7.6177621,1
OULED TALEB,33.5363829,-7.6175432,1
OULFA PRESTIGE,33.5416893,-7.712636,2
OUM RAYAT,33.6626513,-7.3717839,1
OUM RAYAT,33.6626759,-7.3720377,1
P3003 SIDI MOUSSA,33.5679872,-7.377832,1
P3003 SIDI MOUSSA,33.5680812,-7.377738,1
P3011 BOUSKOURA,33.4551203,-7.6502603,1
P3011 BOUSKOURA,33.4552062,-7.6500912,1
PALAIS ATLAS,33.5671352,-7.5094966,2
PALAIS ATLAS,33.5674223,-7.5093854,2
PALAIS DES AMBASSADES,33.5251672,-7.6837542,1
PALAIS DES AMBASSADES,33.5253792,-7.683835,1
PALAIS ROYAL AIN GUEDDID,33.5587912,-7.7242429,1
PALAIS ROYAL AIN GUEDDID,33.5589425,-7.7244428,1
PALMIER,33.5796698,-7.6322854,1
PALMIER,33.5797672,-7.6324017,1
PALMIER ABDELMOUMEN,33.5812057,-7.6245608,3
PALMIER ABDELMOUMEN,33.5817805,-7.6240512,4
PANORAMIQUE,33.552632,-7.6069343,1
PANORAMIQUE,33.5529184,-7.6070833,1
PARC (MOH),33.7057303,-7.3975108,1
PARC (MOH),33.7058008,-7.3974501,1
PARC HAY HASSANI,33.5706132,-7.6782154,4
PARC INDUSTRIEL,33.4425095,-7.6507593,2
PARC INDUSTRIEL,33.4426619,-7.6509787,2
PARC LE LAC,33.6024203,-7.636126,2
PARC LE LAC,33.6025652,-7.6361088,1
PARK DE BOUSKOURA,33.4737668,-7.6176512,1
PARK.BOUS,33.4744537,-7.6173649,1
PEAGE NOUACEUR,33.3909261,-7.6076202,1
PEAGE NOUACEUR,33.3912527,-7.6078282,1
PENETRATION AZBANE,33.5304401,-7.6654226,3
PENETRATION AZBANE,33.5306148,-7.6652481,3
PEPINIERE BOUSKOURA,33.4883461,-7.6743961,1
PEPINIERE BOUSKOURA,33.4883518,-7.6742299,1
PEPINIERE DAR BOUAZZA,33.5158269,-7.8096611,1
PEPINIERE DAR BOUAZZA,33.516209,-7.8095053,1
PEPINIERE DERB GHALLEF,33.5738119,-7.6347669,2
PEPINIERE DERB GHALLEF,33.574072,-7.6348855,2
PEPINIERE OASIS,33.5618738,-7.6284042,1
PEPINIERE OASIS,33.5619712,-7.628634,1
PEPINIERE ORIKA,33.5155788,-7.6327243,1
PEPINIERE ORIKA,33.5157249,-7.6326504,1
PETIT ZENATA,33.6416667,-7.4965815,1
PETIT ZENATA,33.6419102,-7.4967849,1
PHARE EL HANK,33.6066253,-7.6512897,1
PHARE EL HANK,33.6067826,-7.6510082,1
PHARMACIE AL ATFAL,33.5522228,-7.6896919,2
PLACE SIDI MOHAMED,33.4536248,-7.5170247,1
PLACE SIDI MOHAMED,33.4538827,-7.5170264,1
PLAGE LALLA MERIEM,33.6032121,-7.6598986,1
PLAGE LALLA MERIEM,33.603215,-7.6601446,1
PLAGE OULAD HMIMOUN,33.6685912,-7.4412859,1
PLAGE OULAD HMIMOUN,33.6689309,-7.4415759,1
PLAGE PALOMA,33.6599298,-7.4605895,1
PLAGE PALOMA,33.6601968,-7.4606771,1
PLAGE RAHA,33.618427,-7.5433561,1
PLAGE RAHA,33.6185737,-7.5434506,1
PLAGE SAADA,33.6193042,-7.5346517,1
PLAGE SAADA,33.6196697,-7.5346368,1
POLE URBAIN NOUACEUR,33.3830193,-7.5518868,1
POLE URBAIN NOUACEUR,33.3830536,-7.5522335,1
POLYCLINIQUE CNSS BERNOUSSI,33.6112169,-7.5016465,1
POLYCLINIQUE CNSS BERNOUSSI,33.6114289,-7.501615,1
POLYCLINIQUE CNSS INARA,33.5397649,-7.5984419,5
POLYCLINIQUE CNSS INARA,33.539873,-7.5985765,3
POLYCLINIQUE CNSS OUM RABIA,33.5672306,-7.66761,1
PONT ANOUAL,33.5704893,-7.5780882,2
PONT ANOUAL,33.5707736,-7.577814,2
PONT AUTOROUTE A1,33.5367003,-7.5389936,3
PONT AUTOROUTE A1,33.5371884,-7.5389833,3
PONT ONCF,33.6463827,-7.4450571,2
PONT ONCF,33.6466389,-7.4453551,1
POSTE DE POLICE BOUTALEB,33.5730121,-7.685178,1
POSTE DE POLICE BOUTALEB,33.5731954,-7.6854021,1
POSTE DE POLICE GARE ROUTIERE,33.5749358,-7.5902984,2
POSTE DE POLICE GARE ROUTIERE,33.574961,-7.5901996,2
POSTE MAROC (ZOLA),33.5956735,-7.5938252,4
POSTE MAROC (ZOLA),33.5957112,-7.5939269,4
PREFECTURE MEDIOUNA,33.5596048,-7.4900521,2
PREFECTURE MEDIOUNA,33.5597939,-7.4898659,2
PREFECTURE NOUACER,33.4657859,-7.638494,3
PREFECTURE NOUACER,33.4661955,-7.638694,3
PRESTIGIA,33.4740498,-7.609354,1
PRESTIGIA,33.4745337,-7.6094803,1
PRISON OKACHA,33.6075605,-7.558129,1
PRISON OKACHA,33.6075801,-7.5578639,1
PROJET SALAM,33.5888962,-7.4861921,1
PROJET SALAM,33.589009,-7.4860758,1
PROMENADE MARITIME,33.6035983,-7.6416573,1
PROMENADE MARITIME,33.6038544,-7.6416355,1
PROTECTION CIVIL AIN SEBAA,33.6061182,-7.5504944,1
PROTECTION CIVIL AIN SEBAA,33.6061783,-7.5505962,1
PROTECTION CIVIL BOUSKOURA,33.4325744,-7.6397184,1
PROTECTION CIVIL BOUSKOURA,33.4326185,-7.6395523,1
PROTECTION CIVIL EL QODS,33.621914,-7.4876875,1
PROTECTION CIVIL EL QODS,33.6220515,-7.4878691,1
PROTECTION CIVIL MOHAMMEDIA,33.6825249,-7.4082612,4
PROTECTION CIVIL MOHAMMEDIA,33.6826682,-7.4081673,4
PROTECTION CIVILE,33.5478821,-7.6222231,1
PROTECTION CIVILE,33.5484494,-7.6221658,1
PTT BIR ANZARAN,33.580111,-7.6371361,2
PTT BIR ANZARAN,33.5801339,-7.6367373,2
PTT HAY ALAMAL,33.5678516,-7.5905411,3
PTT HAY ALAMAL,33.5679059,-7.5908096,3
PTT ROUDANI,33.5698529,-7.6435505,2
PTT ROUDANI,33.5706426,-7.6432488,2
QADI TAZI (SOS),33.6781126,-7.3962812,3
QADI TAZI (SOS),33.6783991,-7.3965041,3
QUARTIER ANFA MOHAMMEDIA,33.6908953,-7.370756,1
QUARTIER ANFA MOHAMMEDIA,33.6909612,-7.3706609,1
QUARTIER DRISSIA,33.5636041,-7.5917481,3
QUARTIER DRISSIA,33.5639192,-7.5922093,3
QUARTIER INDUSTRIEL MEDIOUNA,33.5398894,-7.4938623,1
QUARTIER INDUSTRIEL MEDIOUNA,33.5399024,-7.494173,1
QUARTIER NASSIM,33.6786712,-7.4006048,1
QUARTIER NASSIM,33.6788809,-7.4002392,1
QUARTIER POLO,33.5539841,-7.6031139,5
QUARTIER POLO,33.5540214,-7.6036473,5
QUARTIER TAKADOUM,33.5855229,-7.5678038,1
QUARTIER TAKADOUM,33.5857251,-7.5677564,1
RACHAD,33.5664776,-7.6091434,9
RESIDENCE ABOUAB OUM RABIA,33.5604242,-7.6724343,2
RESIDENCE ABOUAB OUM RABIA,33.5607622,-7.672251,2
RESIDENCE ABWAB SALAM,33.5811939,-7.4780269,2
RESIDENCE ABWAB SALAM,33.5812191,-7.4782532,2
RESIDENCE AL AMANE,33.5951053,-7.5391758,2
RESIDENCE AL AMANE,33.5952107,-7.5392978,2
RESIDENCE AL AMANE 2,33.5936852,-7.5449411,2
RESIDENCE AL AMANE 2,33.5938414,-7.5450131,2
RESIDENCE AL BADR,33.5990014,-7.5331047,2
RESIDENCE AL BADR,33.5991389,-7.5331649,2
RESIDENCE AL BAIDA EL QODS,33.6144009,-7.4879167,1
RESIDENCE AL FADL,33.5533212,-7.5175655,2
RESIDENCE AL FADL,33.5534513,-7.5177552,2
RESIDENCE AL FAJR,33.504853,-7.7140958,1
RESIDENCE AL FAJR,33.5049962,-7.7140906,1
RESIDENCE AL FIRDAOUS,33.5583077,-7.6681618,2
RESIDENCE AL FIRDAOUS,33.5583622,-7.6679937,2
RESIDENCE AL HOUDA,33.58209,-7.524523,1
RESIDENCE AL HOUDA,33.5821221,-7.5243218,1
RESIDENCE AL MAWLID,33.5526835,-7.6234796,1
RESIDENCE AL MAWLID,33.5527752,-7.6232419,1
RESIDENCE AL WIFAK,33.5966065,-7.5365906,2
RESIDENCE AL WIFAK,33.5967411,-7.5366725,2
RESIDENCE ALASSIL,33.5932088,-7.5611046,2
RESIDENCE ALASSIL,33.5933864,-7.5611882,2
RESIDENCE ALKIMA,33.5922978,-7.5012167,1
RESIDENCE ALKIMA,33.5927447,-7.5011692,2
RESIDENCE ANDALOUS,33.6643988,-7.3995122,1
RESIDENCE ANDALOUS,33.6644504,-7.3992824,1
RESIDENCE ANNACER,33.568908,-7.5961948,2
RESIDENCE ANNACER,33.5690271,-7.5959381,2
RESIDENCE ASSALAM,33.5853106,-7.5815242,3
RESIDENCE ASSALAM,33.5856343,-7.581342,3
RESIDENCE BAB EL BAIDA 1,33.6163684,-7.4829962,1
RESIDENCE BAB EL BAIDA 1,33.6166174,-7.4828119,1
RESIDENCE BACHKOU,33.5328885,-7.6471856,4
RESIDENCE BACHKOU,33.5329737,-7.6472571,4
RESIDENCE BASSATIN ALOULFA,33.5477837,-7.7020936,2
RESIDENCE BASSATIN ALOULFA,33.5477965,-7.7024042,2
RESIDENCE BASSATIN ALOULFA_ 2,33.5436422,-7.6974147,1
RESIDENCE BASSATIN ALOULFA_ 2,33.5437832,-7.6973173,1
RESIDENCE BOUAARFA,33.6006906,-7.6362277,1
RESIDENCE BOUAARFA,33.6008349,-7.6362761,2
RESIDENCE CHARAF,33.5856572,-7.5271528,3
RESIDENCE CHARAF,33.5856658,-7.5269162,3
RESIDENCE CHIFAE,33.5833389,-7.6318379,1
RESIDENCE CHIFAE,33.5835178,-7.6318297,1
RESIDENCE DANDOUN,33.514685,-7.6461882,1
RESIDENCE DANDOUN,33.5148024,-7.646324,1
RESIDENCE DES OLIVIERS,33.5860755,-7.5026314,1
RESIDENCE DES OLIVIERS,33.5861643,-7.5028101,1
RESIDENCE EL AHALI,33.516333,-7.6544831,3
RESIDENCE EL AHALI,33.5167596,-7.6541319,3
RESIDENCE EL ALIA,33.571708,-7.4823934,2
RESIDENCE EL ALIA,33.5717172,-7.4820582,2
RESIDENCE EL BAIDA,33.5934695,-7.4986883,2
RESIDENCE EL BAIDA,33.594144,-7.4988958,2
RESIDENCE EL BAIDA EL QODS,33.6143474,-7.4880647,1
RESIDENCE EL HADIKA,33.6032361,-7.529428,2
RESIDENCE EL HADIKA,33.6033788,-7.5283503,1
RESIDENCE EL HAMD,33.556253,-7.5438276,3
RESIDENCE EL HAMD,33.5564221,-7.5440906,3
RESIDENCE EL HORRIA,33.6898536,-7.3777942,2
RESIDENCE EL HORRIA,33.6900925,-7.3780348,2
RESIDENCE EL HOSSAINI,33.5769097,-7.6392745,1
RESIDENCE EL HOSSAINI,33.5772746,-7.6385113,1
RESIDENCE EL KAWTAR,33.5944321,-7.5116658,2
RESIDENCE EL KAWTAR,33.5945415,-7.5117151,2
RESIDENCE EL MAJD,33.5706171,-7.6346431,4
RESIDENCE EL MAJD,33.5708692,-7.6346993,4
RESIDENCE EL MANSOUR,33.5727905,-7.6486687,5
RESIDENCE EL MANSOUR,33.5733073,-7.6494902,5
RESIDENCE EL MOSTAKBAL,33.5296334,-7.648818,4
RESIDENCE EL MOSTAKBAL,33.5299671,-7.648601,4
RESIDENCE ELFATH,33.6624504,-7.3684292,1
RESIDENCE ELFATH,33.6625765,-7.36846,1
RESIDENCE ELMOUAHIDINE,33.5858349,-7.5480755,1
RESIDENCE ELMOUAHIDINE,33.586087,-7.5482262,1
RESIDENCE FLEURS DE LYS,33.7040303,-7.3703429,4
RESIDENCE FLEURS DE LYS,33.7041936,-7.3704724,4
RESIDENCE HLIWA,33.5998546,-7.5358898,1
RESIDENCE HLIWA,33.6000788,-7.5360258,1
RESIDENCE IDMAJ,33.5523332,-7.5503952,3
RESIDENCE IDMAJ,33.5528397,-7.5506292,3
RESIDENCE JAD VICTORIA,33.4145663,-7.6800753,1
RESIDENCE JAD VICTORIA,33.4146958,-7.6802483,1
RESIDENCE LES CHAMPS DE LYS,33.6898324,-7.3638931,1
RESIDENCE LES CHAMPS DE LYS,33.6902702,-7.3639332,1
RESIDENCE NAIM,33.5619884,-7.4852742,2
RESIDENCE NAIM,33.5620199,-7.4856821,2
RESIDENCE NARJIS,33.5280601,-7.6584438,1
RESIDENCE NARJIS,33.528193,-7.6584129,1
RESIDENCE OUDAYA,33.6021631,-7.5234324,2
RESIDENCE OUDAYA,33.6023624,-7.5238984,2
RESIDENCE RAYAN VICTORIA,33.4173795,-7.6790777,1
RESIDENCE RAYAN VICTORIA,33.417391,-7.679268,1
RESIDENCE RIAD AL OULFA,33.5561403,-7.697214,3
RESIDENCE RIAD AL OULFA,33.5563055,-7.69731,3
RESIDENCE ROKIA,33.6836044,-7.3718572,1
RESIDENCE ROKIA,33.6836273,-7.3716693,1
RESIDENCE SAADA,33.5880866,-7.5228029,4
RESIDENCE SAADA,33.5883467,-7.5228958,4
RESIDENCE SAFA,33.5685315,-7.5157435,2
RESIDENCE SAFA,33.5687378,-7.5155739,2
RESIDENCE SALMA,33.5489249,-7.5544715,1
RESIDENCE SALMA,33.5492184,-7.5547832,1
RESIDENCE SHEMSI,33.5925213,-7.6373773,1
RESIDENCE WALILI,33.5799592,-7.5122445,1
RESIDENCE WALILI,33.5800709,-7.5124421,1
RESTAURANT MRISSA,33.5471602,-7.7442861,1
RESTAURANT MRISSA,33.5474541,-7.7443726,1
ROCADE SUD OUEST,33.5188618,-7.6931742,1
ROCADE SUD OUEST,33.5191082,-7.6931817,1
ROCHES NOIRES,33.609038,-7.5669809,2
ROCHES NOIRES,33.6093443,-7.5664749,2
ROND POINT LOMO,33.5316903,-7.7706771,1
ROND POINT LOMO,33.5319367,-7.7708811,1
ROND POINT VICTORIA,33.4242751,-7.6700525,2
ROND POINT VICTORIA,33.4243605,-7.6701929,2
ROND-POINT AICHA,33.5977023,-7.5872583,3
ROND-POINT AICHA,33.5978039,-7.5883631,3
ROND-POINT ANASSI,33.5878402,-7.4998909,1
ROND-POINT ANASSI,33.5880322,-7.5000107,1
ROND-POINT BACHKOU,33.561203,-7.624333,5
ROND-POINT BACHKOU,33.5614576,-7.6240773,6
ROND-POINT CHAHDIA,33.5466314,-7.6805967,2
ROND-POINT CHAHDIA,33.5466675,-7.6805227,2
ROND-POINT MERCHICH,33.4526989,-7.5206681,1
ROND-POINT MERCHICH,33.453029,-7.5203398,1
ROND-POINT MOROCCO MALL,33.5704068,-7.7014466,1
ROND-POINT MOROCCO MALL,33.5707689,-7.7013893,1
ROUTE AZEMMOUR,33.5773665,-7.6724572,1
ROUTE AZEMMOUR,33.5777871,-7.6727701,1
ROUTE D'EL JADIDA,33.5572706,-7.6445787,3
ROUTE D'EL JADIDA,33.557995,-7.6443915,1
ROUTE DAR BOUAZZA,33.5402417,-7.7566769,1
ROUTE DAR BOUAZZA,33.5405139,-7.7555882,1
ROUTE DE L'OASIS,33.5589803,-7.6298452,1
ROUTE DE L'OASIS,33.5590013,-7.6299867,1
ROUTE DE LOUIZIA,33.688655,-7.3547538,1
ROUTE DE LOUIZIA,33.6889214,-7.3547962,1
ROUTE DE RABAT,33.6001518,-7.5631662,2
ROUTE DE RABAT,33.6002751,-7.5633341,2
ROUTE DE SIDI ABDERRAHMANE,33.5717241,-7.7004229,1
ROUTE DE SIDI ABDERRAHMANE,33.5718425,-7.7001456,1
ROUTE DES ZENATA,33.625157,-7.521763,1
ROUTE DES ZENATA,33.6252469,-7.5217808,1
ROUTE MOULAY THAMI,33.5385805,-7.7174793,2
ROUTE MOULAY THAMI,33.5387199,-7.7175975,2
ROUTE N1 AIN HARROUDA,33.6334396,-7.464819,1
ROUTE N1 AIN HARROUDA,33.6336614,-7.4650339,1
ROUTE N11 SIDI MAAROUF,33.54449,-7.6422728,1
