name,lat,lon
CLUB ESSAKHI,33.6258411,-7.330614
CLUB ESSAKHI,33.625923,-7.3304501
CNSS DAR LAMANE,33.5936466,-7.5574531
CNSS DAR LAMANE,33.5937073,-7.5574222
COLIS POSTAUX,33.5961954,-7.6055365
COLIS POSTAUX,33.596358,-7.604904
COLLEGE BNO TOUMART,33.5679208,-7.5486216
COLLEGE BNO TOUMART,33.5682279,-7.5486399
COLLEGE BOUSKOURA,33.446694,-7.6477624
COLLEGE BOUSKOURA,33.4467078,-7.6481355
COLLEGE EL HASSAN ELYOUSSI,33.5554658,-7.5354573
COLLEGE IBNO ABBAD,33.545779,-7.6864119
COLLEGE IBNO ABBAD 2,33.5454707,-7.6860611
COLLEGE IDRISS I,33.4552635,-7.6417742
COLLEGE IDRISS I,33.4552979,-7.6414568
COLLEGE MOULOUYA,33.5586861,-7.6896532
COLLEGE TABARI,33.5267329,-7.661259
COLLEGE TABARI,33.5268087,-7.6614828
COLLEGE YAAKOUB EL MANSOUR,33.681324,-7.3878983
COLLEGE YAAKOUB EL MANSOUR,33.6815532,-7.3882633
COLLEGE ZINEB NEFZAOUIA,33.5633581,-7.5876302
COLLEGE ZINEB NEFZAOUIA,33.5635879,-7.5875013
COMMISARIAT LAHRAOUIYINE,33.5520303,-7.5321628
COMMISARIAT LAHRAOUIYINE,33.5521507,-7.5320763
COMMISSARIAT AL AZHAR,33.6023074,-7.491532
COMMISSARIAT AL AZHAR,33.6023962,-7.4913573
COMMISSARIAT NASSIM,33.5215389,-7.6571496
COMMISSARIAT NASSIM,33.5215749,-7.6570358
COMMISSARIAT RIAD AL OULFA,33.5588748,-7.6929197
COMMISSARIAT RIAD AL OULFA,33.5590058,-7.6930908
COMMISSARIAT SIDI MAAROUF,33.5198146,-7.6523884
COMMISSARIAT SIDI MAAROUF,33.5210583,-7.652281
COMMUNE DAR BOUAAZZA,33.5129604,-7.8196598
COMMUNE DAR BOUAAZZA,33.5132182,-7.8198942
COMPLEXE  MOHAMED V 2,33.5814363,-7.6478585
COMPLEXE CULTUREL,33.6335393,-7.4607361
COMPLEXE CULTUREL,33.6338373,-7.460951
COMPLEXE EDUCATIF HASSAN II,33.5586313,-7.5876816
COMPLEXE EDUCATIF HASSAN II,33.5589185,-7.5874869
COMPLEXE KAMAL ZEBDI,33.5566581,-7.5717186
COMPLEXE KAMAL ZEBDI,33.5567022,-7.5717794
COMPLEXE MOHAMED V,33.5812874,-7.647993
CONSULAT D'ESPAGNE,33.5914556,-7.624951
CONSULAT DE LA RUSSIE,33.5781466,-7.6299943
CONSULAT DE LA RUSSIE,33.5781927,-7.6306317
COUR D'APPEL,33.5951526,-7.6033862
COUR D'APPEL,33.5953133,-7.6035963
CRECHE JEUNE AGE,33.5449577,-7.6730517
DAR 16,33.5018049,-7.7180841
DAR 16,33.5018937,-7.7181999
DAR BOUAAZZA,33.5078037,-7.83333
DAR BOUAAZZA,33.5078741,-7.8341831
DAR DAW,33.6577984,-7.3481138
DAR DAW,33.657984,-7.348084
DAR LAMANE,33.5939819,-7.5542199
DAR LAMANE,33.5941456,-7.5545086
DAR LKBIRA,33.5035467,-7.8455581
DAR LKBIRA,33.5037529,-7.8458509
DAR LMIMA,33.5319405,-7.5304373
DAR LMIMA,33.5321987,-7.5305651
DAR LMOAMIN,33.5896346,-7.6026095
DAR LMOAMIN,33.5897081,-7.603056
DAR LMOHAMI,33.5910209,-7.6038211
DAR LMOHAMI,33.5925128,-7.6035737
DAR NESSRANIA,33.5074634,-7.6316512
DAR NESSRANIA,33.5074909,-7.6319073
DAR TALIBA,33.5627046,-7.561642
DAR TALIBA,33.5629295,-7.5617339
DAR TOUZANI,33.5518052,-7.5895193
DAR TOUZANI,33.5518871,-7.5900332
DAR ZWAQ,33.5174833,-7.8002698
DAR ZWAQ,33.5177732,-7.8008691
DERB BOUCHENTOUF,33.5675247,-7.6054216
DERB BOUCHENTOUF,33.5684962,-7.6042223
DERB CHABAB C,33.6900822,-7.3831846
DERB CHABAB C,33.6901166,-7.382929
DERB FOUKARA,33.5664851,-7.6071332
DERB FOUKARA,33.5666457,-7.6072343
DERB JAMILA,33.5710067,-7.6842854
DERB KABIR,33.572026,-7.5960466
DERB KABIR,33.5723447,-7.5953443
DERB LAHJAR,33.5504277,-7.5692019
DERB LAHJAR,33.5506234,-7.5691844
DERB LOUBILA,33.6044778,-7.6368941
DERB LOUBILA,33.6047119,-7.6368977
DERB MARRAKECH,33.6855868,-7.3949308
DERB MARRAKECH,33.6856498,-7.3946861
DERB MILA,33.5707689,-7.5810149
DERB MILA,33.5709208,-7.5811575
DERB MILAN,33.5707008,-7.5792204
DERB MILAN,33.5709265,-7.5790238
DERB MOULAY CHRIF,33.5931401,-7.5695036
DERB MOULAY CHRIF,33.5938757,-7.5694973
DIRECTION  T. REGIONALE CASA,33.5417001,-7.6886425
DIRECTION  T. REGIONALE CASA,33.5419119,-7.6889481
DOUAR AL MOUMNATE,33.5039544,-7.5436969
DOUAR AL MOUMNATE,33.5040165,-7.543418
DOUAR CHRIF,33.6716445,-7.40663
DOUAR CHRIF,33.6716714,-7.4071239
DOUAR EL WAHDA,33.6770979,-7.4110458
DOUAR EL WAHDA,33.6772388,-7.4104986
DOUAR FOUKRA,33.4903709,-7.7323347
DOUAR FOUKRA,33.4904832,-7.7324321
DOUAR KHOUADRA,33.5405983,-7.6314389
DOUAR KHOUADRA,33.5407603,-7.6314942
DOUAR KROUTA,33.4351046,-7.6646129
DOUAR KROUTA,33.4351813,-7.6642708
DOUAR LAATOUR,33.5330391,-7.6378884
DOUAR LAATOUR,33.5330907,-7.6384906
DOUAR LACHHAB,33.6750937,-7.4242084
DOUAR LACHHAB,33.6753463,-7.4244209
DOUAR LAHFAYA,33.5172862,-7.5557681
DOUAR LAHFAYA,33.5175669,-7.5556174
DOUAR LGOUISSEM,33.5004321,-7.6728273
DOUAR LGOUISSEM,33.5005329,-7.6726881
DOUAR LHAJ LAMLIH,33.665869,-7.4469622
DOUAR LHAJ LAMLIH,33.6660833,-7.4471381
DOUAR MAATAH,33.4776736,-7.7555751
DOUAR MAATAH,33.4778512,-7.7555332
DOUAR MZAB,33.511379,-7.5477163
DOUAR OULD LHAJ JILALI,33.498806,-7.8792961
DOUAR OULD LHAJ JILALI,33.4989429,-7.8798771
DOUAR OULED BOUAZIZ,33.5429318,-7.4388079
DOUAR RIFAI,33.4685905,-7.7814114
DOUAR RIFAI,33.4687223,-7.7815037
DOUAR SEBT,33.4932449,-7.8848893
DOUAR SEBT,33.4934168,-7.8852423
DOUAR SIDI MASSIF,33.5469654,-7.4501003
DRABNA ROUTE DE BOUSKOURA,33.5031026,-7.6307493
DRABNA ROUTE DE BOUSKOURA,33.5031513,-7.6305792
DREAM VILAGE,33.6138926,-7.3700283
DREAM VILAGE,33.6140015,-7.3698988
DRISS LAHRIZI VICTORIA,33.4210522,-7.6777892
DRISS LAHRIZI VICTORIA,33.4210889,-7.6779863
DRISS SLAOUI,33.5936051,-7.6539981
DRISSIA 2,33.5648812,-7.5868118
DRISSIA 2,33.5650745,-7.5869029
DYAR AL AMAL,33.4974813,-7.7242228
DYAR AL AMAL,33.4977512,-7.7240154
DYAR AL YOUSRA,33.6735044,-7.3518708
DYAR AL YOUSRA,33.673686,-7.3524293
DYAR EL ALIA,33.6745631,-7.3647073
DYAR EL ALIA,33.6745711,-7.3644941
DYAR KENZA,33.6708503,-7.353243
DYAR KENZA,33.6709609,-7.3534532
ECOLE ABDELKRIM EL KHATTABI,33.5656553,-7.5298692
ECOLE ABDELKRIM EL KHATTABI,33.5658329,-7.529691
ECOLE ABDELLAH HADDAOUI,33.5383596,-7.4248031
ECOLE AJIAL SALAM,33.4608751,-7.5160501
ECOLE AJIAL SALAM,33.4609759,-7.5163509
ECOLE AL AJIAL,33.5574613,-7.6813346
ECOLE AL AJIAL,33.5575313,-7.6818349
ECOLE BAB ANDALOUS,33.5365955,-7.6062427
ECOLE BAB ANDALOUS,33.5367173,-7.6063521
ECOLE BELFKIH,33.5292887,-7.5242639
ECOLE BELFKIH,33.5294444,-7.5239391
ECOLE CAMELIA,33.5407193,-7.6682278
ECOLE CAMELIA 1,33.5426184,-7.6674272
ECOLE EL AKHAWAIN,33.5615357,-7.5658819
ECOLE EL AKHAWAIN,33.5620055,-7.5659787
ECOLE EL ANOUAR,33.521551,-7.663065
ECOLE EL ANOUAR,33.521564,-7.663355
ECOLE EL GHAZOUANI,33.6542374,-7.4698158
ECOLE EL GHAZOUANI,33.6546575,-7.4702078
ECOLE EL IBRAHIMI,33.5563029,-7.681593
ECOLE EL JABRE,33.4894662,-7.6081221
ECOLE EL JABRE,33.4895682,-7.6079439
ECOLE EL KHALIL,33.5601786,-7.6391448
ECOLE EL KHALIL,33.5603039,-7.6400416
ECOLE EL KHALIL A,33.561194,-7.6406083
ECOLE EL OUADGHIRI,33.5635749,-7.6331289
ECOLE EL OUADGHIRI,33.5640104,-7.6342327
ECOLE ESSAFA,33.6380326,-7.4175025
ECOLE ESSAFA,33.6381742,-7.416745
ECOLE GEORGES BIZET,33.5780999,-7.6544549
ECOLE GEORGES BIZET,33.5782638,-7.6549064
ECOLE GPH,33.68302,-7.3774011
ECOLE GPH,33.6833007,-7.3778532
ECOLE HASSANIA(EHTP),33.545533,-7.6503256
ECOLE IBNO KATIR,33.510342,-7.6568472
ECOLE IBNO KATIR,33.5103509,-7.6569844
ECOLE KAOUKABI,33.5751406,-7.6800122
ECOLE KAOUKABI,33.5753079,-7.6801549
ECOLE LA PRAIRIE,33.577874,-7.6569679
ECOLE LA PRAIRIE,33.5778906,-7.656719
ECOLE LAARBI ELBENNAY,33.5537263,-7.6813283
ECOLE LAARBI ELBENNAY,33.5541789,-7.6809851
ECOLE LE NID,33.5864342,-7.5867049
ECOLE LE NID,33.5865511,-7.586152
ECOLE LE PONT,33.5475979,-7.629066
ECOLE LE PONT,33.5480861,-7.6277843
ECOLE MOULAY ABDELLAH,33.674943,-7.3918511
ECOLE MOULAY ABDELLAH,33.6750215,-7.3920391
ECOLE NORMALE SUPERIEURE,33.5399106,-7.6594935
ECOLE NORMALE SUPERIEURE,33.5399719,-7.6599037
ECOLE OULAD HMIMOUN 1,33.6670574,-7.4336083
ECOLE OULAD HMIMOUN 1,33.6670975,-7.4333138
ECOLE RIAD BOUSKOURA,33.4602769,-7.6410299
ECOLE RIAD BOUSKOURA,33.4602883,-7.6408884
ECOLE ROYALE DES GENDARMES,33.6267458,-7.4806109
ECOLE ROYALE DES GENDARMES,33.6269961,-7.4807902
EL AALIA,33.6777808,-7.3921262
EL AALIA,33.6779708,-7.3924159
EL FATH VICTORIA,33.4235503,-7.6768942
EL FATH VICTORIA,33.423599,-7.6770672
ESPACE LES PALMIERS,33.5824,-7.6261265
ESPACE LES PALMIERS 2,33.5825444,-7.6261416
ESSAFA,33.6354771,-7.4208931
ESSAFA,33.6356332,-7.4212263
ESSAFA 3,33.640182,-7.4135587
ESSAFA 3,33.6404891,-7.413859
FACULTE AIN CHOC,33.5421927,-7.6012982
FACULTE AIN CHOC,33.5422018,-7.6012013
FACULTE MEDECINE,33.5759203,-7.6212285
FACULTE MEDECINE,33.5759864,-7.6213517
FACULTE ROUTE D'EL JADIDA,33.5428745,-7.6536562
FACULTE ROUTE D'EL JADIDA,33.5443183,-7.6527354
FARRAN LHALWA,33.5472772,-7.546689
FARRAN LHALWA,33.5474639,-7.546426
FERAILLE DE TIT MELLIL,33.5491426,-7.4618838
FERAILLE MEDIOUNA,33.4524617,-7.5190403
FERAILLE MEDIOUNA,33.4525964,-7.5189641
FIRDAOUS II,33.5608506,-7.6691832
FIRDAOUS II,33.5608971,-7.6694292
FORCE AUXILIAIRE,33.5967411,-7.5963833
FORCE AUXILIAIRE,33.5970534,-7.5963449
FORET BOUSKOURA,33.4874809,-7.6343601
FORET BOUSKOURA,33.4875382,-7.6337568
FORET OULAD SALH,33.4401718,-7.6603833
FORET OULAD SALH,33.4402543,-7.6606302
FORET RAYAN,33.4035483,-7.5565209
FORET RAYAN,33.4037603,-7.5561571
FORET VERTE,33.5688271,-7.5336095
FORET VERTE,33.5690758,-7.5339538
FOUM LAHCEN,33.5914155,-7.569358
FOUM LAHCEN 2,33.5915014,-7.569562
FOURRIERE BEN M'SIK,33.5655951,-7.5782343
FOURRIERE BEN M'SIK,33.5656805,-7.5780217
GARE AIN SEBAA,33.6074116,-7.5242159
GARE AIN SEBAA,33.6076435,-7.5242599
GARE BOUSKOURA,33.4617265,-7.6526753
GARE BOUSKOURA,33.4618107,-7.6525412
GARE DE CASA VOYAGEURS,33.5896581,-7.5932007
GARE DE CASA VOYAGEURS,33.5897482,-7.5930126
GARE ONCF DE L'OASIS,33.5548581,-7.6308682
GARE ONCF DE L'OASIS,33.5556905,-7.6308004
GAREAGE ALLAL,33.5771282,-7.599585
GAREAGE ALLAL,33.5771431,-7.599848
GENDARMERIE AIN HARROUDA,33.6364385,-7.4493383
GENDARMERIE AIN HARROUDA,33.6367651,-7.449356
GENDARMERIE MY IDRISS I,33.5720701,-7.6167783
GENDARMERIE MY IDRISS I,33.5721641,-7.6170293
GENERAL 1,33.6285202,-7.5162431
GENERAL 1,33.6286377,-7.5163096
GRANDE POSTE,33.593115,-7.6191029
GRANDE ZENATA,33.6484626,-7.4819688
GRANDE ZENATA,33.6488316,-7.482057
GREEN TOWN,33.4825363,-7.5908663
GREEN TOWN,33.4827007,-7.5907701
GROUPE 3 MOULAY RACHID,33.5652485,-7.5430083
GROUPE 3 MOULAY RACHID,33.565323,-7.5429905
GROUPE 3 SIDI MOUMEN JDID,33.5790167,-7.5436368
GROUPE 3 SIDI MOUMEN JDID,33.5792,-7.5437973
GROUPE 4 MOULAY RACHID,33.5675039,-7.5397432
GROUPE 4 MOULAY RACHID,33.5679987,-7.539311
GROUPE 5 MOULAY RACHID,33.5710525,-7.531599
GROUPE 5 MOULAY RACHID,33.5712095,-7.5311303
GROUPE 6 MOULAY RACHID,33.5716637,-7.5267949
GROUPE SCOLAIRE ALAMJAD,33.543264,-7.6735081
GROUPE SCOLAIRE ALAMJAD 2,33.5433414,-7.6734947
HAJ FATEH,33.5425293,-7.6842587
HAJ FATEH,33.5425403,-7.6844537
HAMAM SKOURA,33.5687618,-7.6896535
HAMAM SKOURA,33.5688526,-7.6894898
HAMMAM EL FAN,33.5516522,-7.5812802
HAMMAM LHAJJA,33.5694082,-7.5601667
HAMMAM LHAJJA,33.5696946,-7.5599982
HAY ADIL,33.5809819,-7.5702421
HAY ADIL,33.5810621,-7.5698554
HAY BARAKA,33.5730256,-7.5379513
HAY BARAKA_2,33.5727404,-7.5377039
HAY BIN LMDOUN,33.5571738,-7.6007343
HAY BIN LMDOUN,33.557221,-7.6009783
HAY BOURNAZIL,33.5699282,-7.5576801
HAY BOURNAZIL,33.570045,-7.557827
HAY CHIFA,33.5722042,-7.583513
HAY CHIFA,33.5724105,-7.5835875
HAY CHRIFA,33.5292071,-7.5929628
HAY CHRIFA,33.5292782,-7.5927966
HAY CHRIFA II,33.5309226,-7.59951
HAY CHRIFA II,33.5309913,-7.5995346
HAY CHRIFA SANIA,33.535339,-7.6089639
HAY CHRIFA SANIA,33.535677,-7.6086742
HAY DAKHLA,33.5724767,-7.6079444
HAY EL BARAKA,33.5706973,-7.5348193
HAY EL BARAKA,33.5708205,-7.5346013
HAY EL BARAKA GH6,33.5679837,-7.6839145
HAY EL HANA,33.5724507,-7.6695248
HAY EL HANA,33.5726877,-7.6699996
HAY EL MASSIRA,33.5630025,-7.5480658
HAY EL MASSIRA,33.5633176,-7.5482262
HAY EL WAHDA,33.5438686,-7.5432782
HAY EL WAHDA,33.5439287,-7.543599
HAY EL WAHDA MO,33.6822121,-7.3828964
HAY EL WAHDA MO 2,33.6820349,-7.3825221
HAY ENNASR 2,33.5321716,-7.5704627
HAY ENNASR 2,33.5326243,-7.5705509
HAY ENNOUR,33.5520785,-7.5529365
HAY ENNOUR,33.5522114,-7.5526896
HAY HAKAM,33.5870839,-7.5954293
HAY HAKAM,33.587273,-7.5950833
HAY INARA 2,33.541664,-7.5936913
HAY INARA 2,33.5417702,-7.5938915
HAY JAMILA 2,33.5490989,-7.5869841
HAY JAMILA 2,33.5493374,-7.5869622
HAY JAMILA 4,33.5474925,-7.5707796
HAY JAMILA 4_2,33.5473455,-7.570638
HAY LMASJID 2,33.5619027,-7.6051266
HAY LMASJID 2,33.5621003,-7.6050913
HAY MASJID 1,33.3841938,-7.5383891
HAY MASJID 1,33.3843027,-7.5385329
HAY MOULAY RACHID,33.5679104,-7.532027
HAY MOULAY RACHID,33.5681053,-7.5319238
HAY MOURAD,33.5747882,-7.5647664
HAY MOURAD,33.5750037,-7.5646661
HAY NAIM,33.5662546,-7.5048969
HAY NAIM,33.5665262,-7.5048499
HAY NAIM SIDI MOUMEN,33.5675619,-7.5117794
HAY NAIM SIDI MOUMEN,33.567774,-7.5116627
HAY NAJAH,33.5136788,-7.6511088
HAY NAJAH,33.5137568,-7.6511678
HAY NASSIM,33.5198645,-7.6658762
HAY NASSIM,33.5199275,-7.6656018
HAY NASSIM II,33.5141464,-7.6657433
HAY NASSIM II,33.5141676,-7.6661226
HAY RACHIDIA 1,33.6880677,-7.378111
HAY RACHIDIA 1,33.6881708,-7.3779472
HAY RAJA,33.5758917,-7.5493441
HAY RAJA,33.5760281,-7.5494432
HAY SADRI,33.572187,-7.5540349
HAY SADRI,33.5723646,-7.5542537
HAY SALAM 1,33.5481654,-7.6723391
HAY SALAM 1,33.5485543,-7.6723422
HAY SALAMA,33.566415,-7.5575053
HAY SALAMA,33.5674028,-7.55777
HAY SALAMA ( MOHAMMEDIA ),33.7006384,-7.3787539
HAY SALAMA ( MOHAMMEDIA ),33.7008126,-7.3788777
HAY TISSIR,33.5725766,-7.5788508
HAY TISSIR,33.572941,-7.5792003
HOPITAL 20 AOUT,33.5741445,-7.6177886
HOPITAL AL HASSANI,33.5607059,-7.6850009
HOPITAL AL HASSANI,33.5608212,-7.6852406
HOPITAL BOUAFI,33.5580235,-7.6073451
HOPITAL BOUAFI,33.5580922,-7.6072271
HOPITAL CHABAB,33.6894571,-7.3871363
HOPITAL CHABAB,33.6895288,-7.3870423
HOPITAL CHEIKH KHALIFA,33.5512592,-7.6683077
HOPITAL CHEIKH KHALIFA,33.5515472,-7.6680911
HOPITAL EL MANSOUR,33.6074697,-7.5043377
HOPITAL EL MANSOUR,33.6074914,-7.5038806
HOPITAL MY ABDELLAH,33.6983448,-7.3832534
HOPITAL MY ABDELLAH,33.6986552,-7.383424
HOPITAL SALMIA,33.5399288,-7.5576926
HOPITAL SALMIA,33.5402308,-7.5577525
IBNO CHAHID,33.5788009,-7.633824
IMMEUBLE 400,33.5802251,-7.6348293
IMMEUBLE 400,33.5802872,-7.6350122
INSTITUT AGRICOLE,33.6192268,-7.3438533
INSTITUT AGRICOLE,33.6193558,-7.3438602
INSTITUT PASTEUR,33.5741946,-7.6259393
INSTITUT PASTEUR,33.5742503,-7.6256415
INSTITUT TARIK BNOU ZIAD,33.5350576,-7.5744448
INSTITUT TARIK BNOU ZIAD,33.5352484,-7.5743244
ISCAE,33.5270184,-7.6363958
ISTA BOULEVARD AFGHANISTAN,33.5690007,-7.6817551
ISTA HAY HASSANI,33.5697204,-7.6834798
JAMAL DORA,33.5390563,-7.5761459
JAMAL DORA,33.5394711,-7.5759385
JAMAL DORA 2,33.5412799,-7.578593
JARDIN 20 AOUT (GARE),33.6914195,-7.3911372
JARDIN 20 AOUT (GARE),33.6914654,-7.3909149
JARDIN AL MOSTAKBAL,33.5229249,-7.6518198
JARDIN AL MOSTAKBAL,33.5233452,-7.6516009
JARDIN ALESCO,33.5497812,-7.5670124
JARDIN ALESCO,33.550292,-7.5678672
JARDIN ANASSI,33.5895791,-7.4950106
JARDIN ANASSI,33.5897873,-7.4949822
JARDIN EL WAHDA,33.6796338,-7.3856122
JARDIN EL WAHDA 2,33.6795354,-7.3854104
JARDIN LALLA MERIEM,33.5569962,-7.5582094
JARDIN LALLA MERIEM,33.5572861,-7.5581172
JARDIN LIGUE ARABE,33.5886184,-7.6204349
JARDIN LIGUE ARABE,33.5886517,-7.6206408
JARDIN MESBAHYATE,33.6731061,-7.396621
JARDIN MESBAHYATE,33.6731192,-7.3968244
JAWADI,33.5521507,-7.5838023
JAWADI,33.5523054,-7.5838103
JAWHARAT AL MADINA,33.5576917,-7.5292798
JAWHARAT AL MADINA,33.5579117,-7.5295391
JNANE OULFA,33.5320856,-7.678729
JNANE OULFA,33.5321415,-7.6784683
JNANE SBIT,33.5518814,-7.4707881
KHAYRIAT SIDI OTHMAN,33.5653837,-7.5539363
KHAYRIAT SIDI OTHMAN,33.5657527,-7.5537839
KIADAT MEDIOUNA,33.463262,-7.5241333
KIADAT MEDIOUNA,33.4634431,-7.523899
KISARIAT HAY MOHAMMADI,33.5858219,-7.5633752
KISARIAT HAY MOHAMMADI,33.5859887,-7.5630088
KISSARIAT AKHMASSI,33.5731289,-7.597555
KISSARIAT AKHMASSI,33.5731725,-7.5979704
KISSARIAT AZIZA,33.5825575,-7.5580169
KISSARIAT AZIZA,33.5827294,-7.5580118
KOREA SEBATA,33.5530141,-7.5698823
KOREA SEBATA,33.5536719,-7.570907
KRIMATE,33.5491197,-7.6232367
L'AUBERGE,33.6514884,-7.476634
L'EGLISE (ZERKTOUNI),33.5829948,-7.6158503
L'EGLISE (ZERKTOUNI),33.5831193,-7.6158987
LA FERAILLE,33.5828177,-7.581978
LA FERAILLE,33.5828687,-7.5823579
LA GARE ROUTIERE,33.5760012,-7.5854261
LA GARE ROUTIERE,33.5763868,-7.586568
LA MORGUE AIN CHOK,33.554666,-7.5926648
LA MORGUE AIN CHOK,33.5548894,-7.5923583
LA MORGUE RAHMA,33.535065,-7.7248064
LA POSTE TIT MELLIL,33.5558995,-7.4832201
LA POSTE TIT MELLIL,33.5564805,-7.4836499
LAAOUINA LHARRA,33.6002352,-7.6395714
LAAOUINA LHARRA,33.6003364,-7.6397092
LAAOUINA MAARIF,33.576827,-7.638101
LAAOUINA MAARIF,33.5770352,-7.6380669
LABRAHMA,33.6687619,-7.3806109
LABRAHMA,33.6689166,-7.3804397
LAHRAOUIYINE,33.5467305,-7.5302497
LAHRAOUIYINE,33.5467591,-7.5304153
LALLA MERYEM,33.5584681,-7.5606812
LALLA MERYEM,33.5584876,-7.5611458
LES ARENES,33.5894903,-7.6397215
LES ARENES,33.5904669,-7.6376581
LES JARDAINS D'ERRAHMA,33.5348245,-7.7231808
LES JARDINS DE BALI,33.5589288,-7.6255555
LES JARDINS DE BALI,33.5590548,-7.6254065
LFARFARA,33.5431683,-7.7101858
LHALHAL,33.5155298,-7.5157154
LHALHAL,33.5156699,-7.515624
LHJAJMA,33.5946011,-7.6456737
LHJAJMA,33.5947444,-7.6455379
LISSASFA 1,33.5340194,-7.6694801
LISSASFA 1,33.5343832,-7.669393
LISSASFA 2,33.5287396,-7.6783988
LISSASFA 2,33.5288485,-7.6786154
LOMOU,33.533902,-7.7660969
LOMOU,33.5339936,-7.7663639
LOTISEMENT FARAH ESSALAM,33.5381619,-7.6954363
LOTISEMENT FARAH ESSALAM,33.5382794,-7.6953234
LOTISSEMENT EL BAIDA II,33.5622313,-7.5337877
LOTISSEMENT EL BAIDA II,33.5622748,-7.5340237
LOTISSEMENT EL MANZAH,33.5594444,-7.5381731
LOTISSEMENT EL MANZAH,33.5595533,-7.5385318
LOTISSEMENT FARAH ESSALAM 1,33.5364952,-7.6975849
LOTISSEMENT FARAH ESSALAM 1 2,33.5351414,-7.6985308
LOTISSEMENT MALAK 1,33.6866502,-7.3473615
LOTISSEMENT MALAK 1,33.686821,-7.3472928
LOTISSEMENT RACHAD,33.4927424,-7.5383514
LOTISSEMENT RACHAD,33.4928129,-7.538039
LOTISSEMENT SAKLIA,33.5654673,-7.6941174
LOTISSEMENT SAKLIA,33.5655139,-7.6939224
LOTISSEMENT SEQUIA,33.5625424,-7.7180108
LOTISSEMENT SEQUIA,33.5626106,-7.7187241
LWIZYA II,33.6825845,-7.342147
LWIZYA II,33.6826957,-7.3423378
LYCEE ABDELKHALEK TORRES,33.5930942,-7.5082538
LYCEE ABDELKHALEK TORRES,33.5932403,-7.5080579
LYCEE ABDELLAH IBRAHIM,33.5300416,-7.524936
LYCEE ABDELLAH IBRAHIM_2,33.5301636,-7.5247508
LYCEE ALAKHYAR,33.5468408,-7.5755114
LYCEE ALAKHYAR,33.5468579,-7.5751211
LYCEE ALIDRISSI,33.5567458,-7.5835932
LYCEE ALIDRISSI,33.5622313,-7.5337877
LYCEE BEN KHALDOUN,33.6770325,-7.3891158
LYCEE BEN KHALDOUN 2,33.6769057,-7.3889042
LYCEE CHAOUKI,33.5838437,-7.6268566
LYCEE CHAOUKI,33.5847949,-7.6280874
LYCEE EL BAROUDI,33.6042971,-7.5538313
LYCEE EL BAROUDI,33.6045697,-7.5535366
LYCEE EL WALLADA,33.5884088,-7.6426065
LYCEE EL WALLADA,33.5886371,-7.642426
LYCEE FECHTALI,33.5586213,-7.6785764
LYCEE FECHTALI,33.5586531,-7.6789214
LYCEE IBNO HAZM,33.5615042,-7.5764558
LYCEE IBNO HAZM,33.5616646,-7.576135
LYCEE JABER BNOU HAYAN,33.5874506,-7.6043606
LYCEE JABER BNOU HAYAN,33.5876362,-7.6047302
LYCEE LAHLOU,33.572061,-7.62276
LYCEE LAHLOU,33.5722157,-7.6233851
LYCEE LOUIS MASSIGNON,33.4785556,-7.6222766
LYCEE LOUIS MASSIGNON,33.4786097,-7.6217075
LYCEE LYAUTEY,33.5959877,-7.631371
LYCEE MOHAMED V,33.5782483,-7.6152057
LYCEE MOHAMED V,33.5782601,-7.6152959
LYCEE MOULAY ABDELLAH,33.5618878,-7.6131853
LYCEE MOULAY ABDELLAH,33.5620477,-7.6130425
LYCEE TECHNIQUE MOHAMMEDIA,33.7064024,-7.3641418
LYCEE TECHNIQUE MOHAMMEDIA,33.7065531,-7.3647233
M'SALLA AIN CHOK,33.5485468,-7.5995042
M'SALLA AIN CHOK,33.5486528,-7.599734
M'SALLA MOHAMMEDIA,33.6933131,-7.3743587
M'SALLA MOHAMMEDIA,33.69332,-7.3747942
M'SALLA QODS,33.6246814,-7.4841203
M'SALLA QODS,33.6248533,-7.484248
MAAGUIZ,33.6140641,-7.5088726
MAAGUIZ,33.6143299,-7.507781
MAARIF EXTENTION,33.5639078,-7.629231
MAARIF EXTENTION,33.5639941,-7.6302305
MAATI BEN SALEH,33.5723158,-7.608469
MADAME CHOUAL,33.5645437,-7.7145593
MADAME CHOUAL,33.564687,-7.7149661
MADAME LOULA,33.5678669,-7.7078998
MADAME LOULA,33.5683276,-7.7079611
MAISON DES JEUNES ZERKTOUNI,33.5997692,-7.6388126
MAISON DES JEUNES ZERKTOUNI 2,33.5999124,-7.639079
MAISON DES SOEURS,33.5577851,-7.6364331
MAISON DES SOEURS,33.5582733,-7.6363322
MARASSI TIT MELLIL,33.5537996,-7.4773927
MARASSI TIT MELLIL,33.5540094,-7.4773159
MARCHE AIN CHOC,33.5468243,-7.5960931
MARCHE AIN CHOC,33.5470525,-7.5963165
MARCHE DE BOIS,33.5604872,-7.5946908
MARCHE DE BOIS,33.5610544,-7.594433
MARCHE DE GROS,33.5540214,-7.56324
MARCHE DE GROS,33.5544081,-7.5630899
MARCHE DE GROS 1,33.5900518,-7.5966389
MARCHE DE GROS 1,33.5902386,-7.596546
MARCHE DE GROS ERRAHMA,33.5373737,-7.719195
MARCHE DES DATTES,33.5699811,-7.5793143
MARCHE DES DATTES 2,33.569898,-7.5788033
MARCHE DES FLEURS,33.5826777,-7.6195056
MARCHE DES FLEURS,33.582794,-7.61877
