name,lat,lon,nearest_hosp_m,nearest_hosp_km,nearest_hosp
CASERNE NOUACEUR,33.3986017,-7.57975095,15008.646664210672,15.008646664210671,Clinic Lina
CENTRE COMMERCIAL EMILE ZOLA,33.59362305,-7.5969939,668.167978077763,0.668167978077763,ATLANTIC CLINIC CASABLANCA
CENTRE CULTUREL,33.526024699999994,-7.6504799000000006,693.5769848625305,0.6935769848625305,Clinic Lina
CENTRE D'HEMODIALYSE 2 MARS,33.5522503,-7.603453399999999,354.78008564648786,0.3547800856464879,Clinique Ain Chock
CENTRE DE L'ADDICTOLOGIE,33.5763448,-7.6189473,198.70504055799984,0.19870504055799984,Hopital 20 Aout
CENTRE DE MAINTENANCE TRAMWAY,33.57705285,-7.51708625,752.9110334631143,0.7529110334631144,Hôpital Municipal sidi moumen Tacharouk
CENTRE DE SANTE OUHOUDE,33.5973896,-7.645761350000001,515.0544910962885,0.5150544910962885,Clinique Badr مصحة بدر
CENTRE DE SANTE RIAD,33.6845366,-7.384115899999999,13205.30454743263,13.20530454743263,Hôpital général de Casablanca Azhar-Bernoussi
CENTRE DE SANTE VECTORIA,33.42435245,-7.6740363,10790.280716676283,10.790280716676284,Clinic Lina
CENTRE DPK (ALSA),33.5739589,-7.574847,1036.661787817801,1.036661787817801,Clinique Al Mouahhidine
CENTRE EMERGENT,33.45273915,-7.4999906,13177.61791066881,13.177617910668811,Clinique Sidi Othmane
CENTRE FEMININ,33.56191185,-7.6019419,720.7402399747923,0.7207402399747923,Complexe Medico-Social Al Wouroud
CENTRE NOUR,33.47818465,-7.63773655,4794.381773709627,4.794381773709627,Clinic Lina
CENTRE OFPPT ESSAFA,33.55219265,-7.69272485,856.1284945178857,0.8561284945178856,hopital hassani
CENTRE SIDI MOUMEN,33.580301500000004,-7.5437448,639.7725644157866,0.6397725644157867,Clinique Bournazel
CHARCOMEM,33.5056637,-7.50041575,8045.906558274095,8.045906558274096,Hôpital Municipal sidi moumen Tacharouk
CHATEAU EL QODS,33.6087973,-7.5011168,218.2976343926657,0.21829763439266572,Polyclinique ِCNSS Sidi Bernoussi
CHATEAU MEDIOUNA,33.45774205,-7.52219955,11546.01778771741,11.54601778771741,HOPITAL UNIVERSITAIRE DE PROXIMITE
CHEFCHAOUNI,33.6212485,-7.511104850000001,1505.8657243921195,1.5058657243921196,Hospital CNSS
CHELLAL,33.621895949999995,-7.4515161,3887.17675542241,3.88717675542241,Hôpital général de Casablanca Azhar-Bernoussi
CHICHANE,33.5402044,-7.5412847,2876.122976160869,2.8761229761608686,Clinique Sidi Othmane
CHICHANE 1,33.5401323,-7.5409674,2901.4986891144486,2.9014986891144487,Clinique Sidi Othmane
CHTAIBA,33.5656633,-7.5709881,811.3657086826282,0.8113657086826283,Hopital Sidi Othmane
CIMETIERE SBATA,33.54727165,-7.56499845,1331.1352596487266,1.3311352596487265,Centre Hospitalier Préfectoral de Ben M'Sick
CIMETIERE SIDI MOUMEN,33.5779756,-7.51920705,608.6842942484802,0.6086842942484803,Hôpital Municipal sidi moumen Tacharouk
CINEMA EL FALAH,33.55920775,-7.55048855,1030.285550693172,1.0302855506931718,Clinique Sidi Othmane
CINEMA EL OTHMANIA,33.56042855,-7.57475905,249.11261455933277,0.24911261455933276,Hôpital Sidi Othmane
CINEMA MEGARAMA,33.5949394,-7.6698816,1437.3268272829264,1.4373268272829265,Clinique Andalouss مصحة الاندلس
CINEMA SAHRA,33.551094750000004,-7.5991433,382.43529748532256,0.38243529748532257,Clinique Ain Chock
CINEMA VERDIN,33.59598745,-7.6259217,356.7671157276049,0.3567671157276049,Clinique Rachidi
CITE CHEMINOT,33.599517899999995,-7.56839725,1918.4918469419658,1.9184918469419658,Hôpital Mohammed V مستشفى محمد الخامس
CITE DE POLICE (BERNOUSSI),33.603085199999995,-7.5196729,219.5486930702258,0.2195486930702258,clinique firdaous
CITE DE POLICE IBN SINA,33.56630175,-7.6809312,1053.451763430231,1.053451763430231,hopital hassani
CITE DES MÉTIERS,33.39996055,-7.5551731,16029.563908499786,16.029563908499785,Clinic Lina
CITE PLATEAU,33.5681488,-7.636635,263.41545880548557,0.26341545880548556,Clinique Riviera
CITY AIN SEBAA,33.598998550000005,-7.5393796,1353.7920704706385,1.3537920704706385,clinique Elmouahidin
CLINIQUE ABBADI,33.568998449999995,-7.66110065,29.418797070028454,0.029418797070028455,Clinique CIL
CLINIQUE ABDELMOUMEN,33.56541765,-7.6266909,80.96265369303043,0.08096265369303043,Clinique Abdelmoumen
CLINIQUE AIN CHOC,33.5493291,-7.6022882,31.167174765385145,0.031167174765385143,Clinique Ain Chock
CLINIQUE ANDALOUS,33.596595199999996,-7.6547798,36.03163291059269,0.03603163291059269,Clinique Andalouss مصحة الاندلس
CLINIQUE BEN SOUDA,33.5859288,-7.6526718,239.6467143839334,0.23964671438393342,clinique kindi
CLINIQUE BEN SOUDA 2,33.5854813,-7.6539031,312.357819231622,0.312357819231622,clinique kindi
CLINIQUE CIL,33.5673054,-7.6582112,317.9791831216284,0.31797918312162843,Clinique CIL
CLINIQUE DAR SALAM,33.56201605,-7.6194679,105.15880156243763,0.10515880156243763,Clinique Dar Salam
CLINIQUE DENTAIRE,33.58735625,-7.6472878,453.4001797050824,0.4534001797050824,clinique kindi
CLINIQUE FDALA,33.696402500000005,-7.39176005,13726.834470597974,13.726834470597975,Hôpital général de Casablanca Azhar-Bernoussi
CLINIQUE NORMANDIE,33.5839642,-7.650041,87.56416939961952,0.08756416939961952,clinique kindi
CLINIQUE RIVIERA,33.567434500000005,-7.64075305,191.81211707108852,0.19181211707108853,Clinique Riviera
CLINIQUE SARA,33.5702143,-7.6668654,372.79457942784325,0.3727945794278432,Polyclinique CNSS Hay Hassani مصحة الضمان الإجتماعي الحي الحسني
CLINIQUE SIDI OTHMANE,33.56088685,-7.5614512000000005,119.2796278859554,0.1192796278859554,Clinique Sidi Othmane
CLUB ESSAKHI,33.62588205,-7.33053205,14493.75568739158,14.49375568739158,Hôpital général de Casablanca Azhar-Bernoussi
CNSS DAR LAMANE,33.59367695,-7.557437650000001,718.673571920106,0.7186735719201061,Hôpital Mohammed V مستشفى محمد الخامس
COLIS POSTAUX,33.596276700000004,-7.60522025,1453.7141488489895,1.4537141488489895,Akdital Clinique Ain Berja
COLLEGE BNO TOUMART,33.56807435,-7.54863075,515.3633203134552,0.5153633203134552,المركز الصحي المسيرة 2 (المستوى التاني)
COLLEGE BOUSKOURA,33.446700899999996,-7.64794895,8116.1080450232685,8.11610804502327,Clinic Lina
COLLEGE EL HASSAN ELYOUSSI,33.5554658,-7.5354573,2168.92284225651,2.16892284225651,المركز الصحي المسيرة 2 (المستوى التاني)
COLLEGE IBNO ABBAD,33.545779,-7.6864119,1406.7128912358553,1.4067128912358553,hopital hassani
COLLEGE IBNO ABBAD 2,33.5454707,-7.6860611,1443.09028156754,1.44309028156754,hopital hassani
COLLEGE IDRISS I,33.4552807,-7.6416155,7217.556499482921,7.217556499482921,Clinic Lina
COLLEGE MOULOUYA,33.5586861,-7.6896532,219.03226771214224,0.21903226771214224,hopital hassani
COLLEGE TABARI,33.526770799999994,-7.6613709,1189.5663056674837,1.1895663056674837,Clinic Lina
COLLEGE YAAKOUB EL MANSOUR,33.6814386,-7.3880808,12702.807430910818,12.702807430910818,Hôpital général de Casablanca Azhar-Bernoussi
COLLEGE ZINEB NEFZAOUIA,33.563473,-7.5875657499999996,1432.5443037004416,1.4325443037004415,Hôpital Sidi Othmane
COMMISARIAT LAHRAOUIYINE,33.5520905,-7.53211955,2648.5130559360705,2.6485130559360703,المركز الصحي المسيرة 2 (المستوى التاني)
COMMISSARIAT AL AZHAR,33.6023518,-7.49144465,493.4275431739172,0.4934275431739172,HGC Hôpital Général de Casablanca
COMMISSARIAT NASSIM,33.5215569,-7.6570927,545.0508704294288,0.5450508704294288,Clinic Lina
COMMISSARIAT RIAD AL OULFA,33.5589403,-7.693005250000001,531.3971516436555,0.5313971516436555,hopital hassani
COMMISSARIAT SIDI MAAROUF,33.52043645,-7.652334700000001,95.52144931605358,0.09552144931605358,Clinic Lina
COMMUNE DAR BOUAAZZA,33.5130893,-7.819777,13287.836280820426,13.287836280820425,hopital hassani
COMPLEXE  MOHAMED V 2,33.5814363,-7.6478585,297.96654673106013,0.29796654673106016,Clinique Socrate
COMPLEXE CULTUREL,33.6336883,-7.46084355,4359.5782903235495,4.359578290323549,Hôpital général de Casablanca Azhar-Bernoussi
COMPLEXE EDUCATIF HASSAN II,33.5587749,-7.58758425,1051.9784574653427,1.0519784574653426,Centre de Santé Derb el Kheir
COMPLEXE KAMAL ZEBDI,33.55668015,-7.571749,238.56881051230684,0.23856881051230683,Hopital Sidi Othmane
COMPLEXE MOHAMED V,33.5812874,-7.647993,284.78915464954537,0.28478915464954535,Clinique Socrate
CONSULAT D'ESPAGNE,33.5914556,-7.624951,143.75661056822375,0.14375661056822375,مصحة تعاضدية رجال التعليم - كنوبس
CONSULAT DE LA RUSSIE,33.57816965,-7.630313,465.74900336072665,0.46574900336072667,Clinique Hamdani
COUR D'APPEL,33.595232949999996,-7.60349125,1270.029227590928,1.270029227590928,Akdital Clinique Ain Berja
CRECHE JEUNE AGE,33.5449577,-7.6730517,935.6260433866631,0.9356260433866631,Hôpital du Cheikh Khalifa Ben Zayd Al-Nahyan
DAR 16,33.5018493,-7.718142,6494.713259523173,6.494713259523174,Clinic Lina
DAR BOUAAZZA,33.507838899999996,-7.83375655,14710.067687167233,14.710067687167234,hopital hassani
DAR DAW,33.657891199999995,-7.3480989,14141.71673932151,14.14171673932151,Hôpital général de Casablanca Azhar-Bernoussi
DAR LAMANE,33.594063750000004,-7.55436425,578.4094816321044,0.5784094816321044,Hôpital Mohammed V مستشفى محمد الخامس
DAR LKBIRA,33.503649800000005,-7.8457045,15913.090851130131,15.913090851130132,hopital hassani
DAR LMIMA,33.5320696,-7.5305012,4216.656453274413,4.216656453274413,Clinique Sidi Othmane
DAR LMOAMIN,33.58967135,-7.602832749999999,756.4244705357406,0.7564244705357406,Akdital Clinique Ain Berja
DAR LMOHAMI,33.59176685,-7.6036974,973.3987566186103,0.9733987566186103,Akdital Clinique Ain Berja
DAR NESSRANIA,33.50747715,-7.63177925,2294.572550765238,2.294572550765238,Clinic Lina
DAR TALIBA,33.56281705000001,-7.56168795,333.02927437191966,0.33302927437191965,Clinique Sidi Othmane
DAR TOUZANI,33.55184615,-7.58977625,267.99751066370834,0.26799751066370836,Centre de Santé Derb el Kheir
DAR ZWAQ,33.51762825,-7.800569449999999,11448.248765662565,11.448248765662566,hopital hassani
DERB BOUCHENTOUF,33.56801045,-7.60482195,873.0910227056763,0.8730910227056763,Clinique Hermitage
DERB CHABAB C,33.6900994,-7.3830568,13720.14581028022,13.72014581028022,Hôpital général de Casablanca Azhar-Bernoussi
DERB FOUKARA,33.5665654,-7.60718375,697.3144617076662,0.6973144617076662,Clinique Hermitage
DERB JAMILA,33.5710067,-7.6842854,1260.7330114327478,1.2607330114327477,Clinique Yasmine
DERB KABIR,33.57218535,-7.59569545,1466.3971504863537,1.4663971504863538,Akdital Clinique Ain Berja
DERB LAHJAR,33.55052555,-7.56919315,841.7136815928176,0.8417136815928176,Centre Hospitalier Préfectoral de Ben M'Sick
DERB LOUBILA,33.60459485,-7.6368959,265.7264173599328,0.2657264173599328,مستشفى مولاي الحسن
DERB MARRAKECH,33.6856183,-7.39480845,12624.169807022647,12.624169807022646,Hôpital général de Casablanca Azhar-Bernoussi
DERB MILA,33.57084485,-7.5810862,1543.632098151036,1.5436320981510359,Hôpital Sidi Othmane
DERB MILAN,33.57081365,-7.579122099999999,1463.9412160937845,1.4639412160937846,Hôpital Sidi Othmane
DERB MOULAY CHRIF,33.5935079,-7.56950045,1494.4877977585497,1.4944877977585498,Clinique Al Mouahhidine
DIRECTION  T. REGIONALE CASA,33.541806,-7.688795300000001,1849.872846093384,1.849872846093384,hopital hassani
DOUAR AL MOUMNATE,33.50398545,-7.54355745,6242.476764305848,6.242476764305848,Centre Hospitalier Préfectoral de Ben M'Sick
DOUAR CHRIF,33.67165795,-7.40687695,10722.23925504521,10.72223925504521,Hôpital général de Casablanca Azhar-Bernoussi
DOUAR EL WAHDA,33.67716835,-7.4107722,10961.13179287024,10.961131792870239,Hôpital général de Casablanca Azhar-Bernoussi
DOUAR FOUKRA,33.49042705,-7.7323834,8181.9855502781365,8.181985550278137,Clinic Lina
DOUAR KHOUADRA,33.5406793,-7.63146655,666.9604496052661,0.6669604496052661,Clinique Californie
DOUAR KROUTA,33.43514295,-7.664441849999999,9466.068941220208,9.466068941220207,Clinic Lina
DOUAR LAATOUR,33.5330649,-7.638189499999999,1655.6221397685347,1.6556221397685347,Clinique Californie
DOUAR LACHHAB,33.675219999999996,-7.42431465,10054.770271936008,10.054770271936007,Hôpital général de Casablanca Azhar-Bernoussi
DOUAR LAHFAYA,33.517426549999996,-7.55569275,4390.009942190168,4.390009942190168,Centre Hospitalier Préfectoral de Ben M'Sick
DOUAR LGOUISSEM,33.500482500000004,-7.6727577,2910.2950002075345,2.9102950002075345,Clinic Lina
DOUAR LHAJ LAMLIH,33.66597615,-7.44705015,7895.835646765429,7.89583564676543,Hospital CNSS
DOUAR MAATAH,33.4777624,-7.75555415,10724.741098471788,10.724741098471789,Clinic Lina
DOUAR MZAB,33.511379,-7.5477163,5341.296533265191,5.341296533265191,Centre Hospitalier Préfectoral de Ben M'Sick
DOUAR OULD LHAJ JILALI,33.49887445,-7.8795866,19036.840823491504,19.036840823491506,hopital hassani
DOUAR OULED BOUAZIZ,33.5429318,-7.4388079,7494.182092269243,7.494182092269243,Hôpital général de Casablanca Azhar-Bernoussi
DOUAR RIFAI,33.4686564,-7.78145755,13249.80633398146,13.24980633398146,hopital hassani
DOUAR SEBT,33.49333085,-7.8850658,19731.86769655081,19.73186769655081,hopital hassani
DOUAR SIDI MASSIF,33.5469654,-7.4501003,6571.5420270211835,6.5715420270211835,Hôpital général de Casablanca Azhar-Bernoussi
DRABNA ROUTE DE BOUSKOURA,33.503126949999995,-7.63066425,2685.4967447052863,2.6854967447052864,Clinic Lina
DREAM VILAGE,33.61394705,-7.36996355,10657.670656305549,10.657670656305548,Hôpital général de Casablanca Azhar-Bernoussi
DRISS LAHRIZI VICTORIA,33.421070549999996,-7.67788775,11219.9771154313,11.2199771154313,Clinic Lina
DRISS SLAOUI,33.5936051,-7.6539981,365.18925610961344,0.36518925610961345,Clinique Andalouss مصحة الاندلس
DRISSIA 2,33.564977850000005,-7.586857350000001,1446.5839567435723,1.4465839567435723,Hôpital Sidi Othmane
DYAR AL AMAL,33.49761625,-7.724119099999999,7172.63158301233,7.17263158301233,Clinic Lina
DYAR AL YOUSRA,33.673595199999994,-7.3521500500000005,14708.729126367589,14.708729126367588,Hôpital général de Casablanca Azhar-Bernoussi
DYAR EL ALIA,33.674567100000004,-7.3646007,13832.462106112187,13.832462106112187,Hôpital général de Casablanca Azhar-Bernoussi
DYAR KENZA,33.6709056,-7.3533481,14450.883777922276,14.450883777922275,Hôpital général de Casablanca Azhar-Bernoussi
ECOLE ABDELKRIM EL KHATTABI,33.5657441,-7.5297801,1148.8013770854502,1.1488013770854502,Hôpital Municipal sidi moumen Tacharouk
ECOLE ABDELLAH HADDAOUI,33.5383596,-7.4248031,8672.94060722223,8.67294060722223,Hôpital général de Casablanca Azhar-Bernoussi
ECOLE AJIAL SALAM,33.4609255,-7.5162005,11590.705892603097,11.590705892603097,Hôpital Sekkat
ECOLE AL AJIAL,33.5574963,-7.68158475,541.8759221434467,0.5418759221434467,hopital hassani
ECOLE BAB ANDALOUS,33.5366564,-7.6062974,910.3937066607872,0.9103937066607872,HOPITAL UNIVERSITAIRE DE PROXIMITE
ECOLE BELFKIH,33.529366550000006,-7.5241015,4847.082065984974,4.847082065984974,Clinique Sidi Othmane
ECOLE CAMELIA,33.5407193,-7.6682278,1298.4127047655031,1.2984127047655032,Hôpital du Cheikh Khalifa Ben Zayd Al-Nahyan
ECOLE CAMELIA 1,33.5426184,-7.6674272,1091.2828764476387,1.0912828764476388,Hôpital du Cheikh Khalifa Ben Zayd Al-Nahyan
ECOLE EL AKHAWAIN,33.5617706,-7.5659303,459.64741819678386,0.45964741819678384,Clinique Sidi Othmane
ECOLE EL ANOUAR,33.5215575,-7.663209999999999,1095.4813948842934,1.0954813948842934,Clinic Lina
ECOLE EL GHAZOUANI,33.65444745,-7.4700118,5623.888323702151,5.623888323702151,Hospital CNSS
ECOLE EL IBRAHIMI,33.5563029,-7.681593,581.4946552602329,0.5814946552602329,hopital hassani
ECOLE EL JABRE,33.4895172,-7.608033000000001,5260.516652164223,5.260516652164223,Clinic Lina
ECOLE EL KHALIL,33.560241250000004,-7.6395932,250.91981869791027,0.25091981869791025,Clinique Attal
ECOLE EL KHALIL A,33.561194,-7.6406083,392.32978082169484,0.39232978082169484,Clinique Attal
ECOLE EL OUADGHIRI,33.563792649999996,-7.6336808000000005,183.11893792017378,0.18311893792017378,Cinique Multidisciplinaire
ECOLE ESSAFA,33.638103400000006,-7.41712375,7514.60690821309,7.51460690821309,Hôpital général de Casablanca Azhar-Bernoussi
ECOLE GEORGES BIZET,33.57818185,-7.6546806499999995,277.9512181222472,0.2779512181222472,Clinique Ghandi مصحة غاندي
ECOLE GPH,33.683160349999994,-7.37762715,13526.683599016698,13.526683599016698,Hôpital général de Casablanca Azhar-Bernoussi
ECOLE HASSANIA(EHTP),33.545533,-7.6503256,1812.8981754282065,1.8128981754282065,Clinique Californie
ECOLE IBNO KATIR,33.51034645,-7.6569158,1162.7754765840482,1.1627754765840481,Clinic Lina
ECOLE KAOUKABI,33.57522425,-7.68008355,755.1650041391798,0.7551650041391799,Clinique Yasmine
ECOLE LA PRAIRIE,33.5778823,-7.65684345,208.43603952862998,0.20843603952862996,Clinique Ghandi مصحة غاندي
ECOLE LAARBI ELBENNAY,33.5539526,-7.6811567,757.9028364737961,0.7579028364737961,hopital hassani
ECOLE LE NID,33.58649265,-7.58642845,644.8866608012289,0.6448866608012289,ATLANTIC CLINIC CASABLANCA
ECOLE LE PONT,33.547842,-7.62842515,259.47888418509393,0.2594788841850939,Clinique Californie
ECOLE MOULAY ABDELLAH,33.67498225,-7.3919451,11942.195959926425,11.942195959926424,Hôpital général de Casablanca Azhar-Bernoussi
ECOLE NORMALE SUPERIEURE,33.53994125,-7.6596986000000005,1601.5219959242663,1.6015219959242664,Hôpital du Cheikh Khalifa Ben Zayd Al-Nahyan
ECOLE OULAD HMIMOUN 1,33.667077449999994,-7.43346105,8832.201682251589,8.832201682251588,Hospital CNSS
ECOLE RIAD BOUSKOURA,33.4602826,-7.6409591500000005,6676.703633621521,6.67670363362152,Clinic Lina
ECOLE ROYALE DES GENDARMES,33.62687095,-7.48070055,2582.9408445771987,2.5829408445771986,Hospital CNSS
EL AALIA,33.677875799999995,-7.39227105,12148.80448646435,12.14880448646435,Hôpital général de Casablanca Azhar-Bernoussi
EL FATH VICTORIA,33.423574650000006,-7.6769807,10930.66729800356,10.93066729800356,Clinic Lina
ESPACE LES PALMIERS,33.5824,-7.6261265,391.3150062492717,0.3913150062492717,Clinical Les Fleurs
ESPACE LES PALMIERS 2,33.5825444,-7.6261416,396.6595085450668,0.39665950854506676,Clinical Les Fleurs
ESSAFA,33.63555515,-7.4210597,7053.572039114776,7.053572039114776,Hôpital général de Casablanca Azhar-Bernoussi
ESSAFA 3,33.64033555,-7.413708850000001,7916.010374641707,7.916010374641707,Hôpital général de Casablanca Azhar-Bernoussi
FACULTE AIN CHOC,33.54219725,-7.601249749999999,383.9504564137649,0.3839504564137649,Polyclinique CNSS
FACULTE MEDECINE,33.57595335,-7.6212900999999995,209.43037931078837,0.20943037931078837,Hopital 20 Aout
FACULTE ROUTE D'EL JADIDA,33.5435964,-7.653195800000001,1715.516685123467,1.715516685123467,Hôpital du Cheikh Khalifa Ben Zayd Al-Nahyan
FARRAN LHALWA,33.54737055,-7.5465575000000005,1960.7409235154298,1.9607409235154298,Clinique Sidi Othmane
FERAILLE DE TIT MELLIL,33.5491426,-7.4618838,5904.590369305858,5.904590369305858,Hôpital général de Casablanca Azhar-Bernoussi
FERAILLE MEDIOUNA,33.452529049999995,-7.5190022,12186.300444919232,12.186300444919231,HOPITAL UNIVERSITAIRE DE PROXIMITE
FIRDAOUS II,33.56087385,-7.669306199999999,697.7722836880669,0.6977722836880669,Polyclinique CNSS Hay Hassani مصحة الضمان الإجتماعي الحي الحسني
FORCE AUXILIAIRE,33.59689725,-7.596364100000001,835.0039622906137,0.8350039622906137,ATLANTIC CLINIC CASABLANCA
FORET BOUSKOURA,33.48750955,-7.6340584499999995,3937.174918356913,3.9371749183569134,Clinic Lina
FORET OULAD SALH,33.44021305,-7.66050675,8867.117616922118,8.867117616922117,Clinic Lina
FORET RAYAN,33.4036543,-7.5563389999999995,15629.94074064409,15.62994074064409,Clinic Lina
FORET VERTE,33.56895145,-7.53378165,1080.8650699126483,1.0808650699126483,Hôpital Municipal sidi moumen Tacharouk
FOUM LAHCEN,33.5914155,-7.569358,1264.263825009559,1.264263825009559,Clinique Al Mouahhidine
FOUM LAHCEN 2,33.5915014,-7.569562,1277.5490934739264,1.2775490934739264,Clinique Al Mouahhidine
FOURRIERE BEN M'SIK,33.565637800000005,-7.5781279999999995,905.3567653522656,0.9053567653522656,Hôpital Sidi Othmane
GARE AIN SEBAA,33.60752755,-7.524237899999999,537.3980699881648,0.5373980699881649,clinique firdaous
GARE BOUSKOURA,33.4617686,-7.65260825,6439.142582292166,6.439142582292166,Clinic Lina
GARE DE CASA VOYAGEURS,33.589703150000005,-7.593106649999999,310.37228687165026,0.31037228687165025,ATLANTIC CLINIC CASABLANCA
GARE ONCF DE L'OASIS,33.555274299999994,-7.6308343,188.22524178634063,0.18822524178634062,Clinique Jerrada Oasis
GAREAGE ALLAL,33.57713565,-7.5997164999999995,963.6628976394546,0.9636628976394547,Akdital Clinique Ain Berja
GENDARMERIE AIN HARROUDA,33.636601799999994,-7.4493471499999995,5214.924503834761,5.2149245038347605,Hôpital général de Casablanca Azhar-Bernoussi
GENDARMERIE MY IDRISS I,33.5721171,-7.616903799999999,342.2983702043407,0.3422983702043407,International Clinic
GENERAL 1,33.62857895,-7.51627635,2208.789541953857,2.2087895419538572,Hôpital Privé de Casablanca Aîn Sebaâ
GRANDE POSTE,33.593115,-7.6191029,528.9496336246873,0.5289496336246873,مصحة تعاضدية رجال التعليم - كنوبس
GRANDE ZENATA,33.648647100000005,-7.4820129,4548.802510505443,4.548802510505443,Hospital CNSS
GREEN TOWN,33.4826185,-7.5908182,6449.485976113701,6.449485976113701,HOPITAL UNIVERSITAIRE DE PROXIMITE
GROUPE 3 MOULAY RACHID,33.56528575,-7.5429994,879.802446858849,0.879802446858849,المركز الصحي المسيرة 2 (المستوى التاني)
GROUPE 3 SIDI MOUMEN JDID,33.57910835,-7.54371705,553.3683302873903,0.5533683302873903,Clinique Bournazel
GROUPE 4 MOULAY RACHID,33.5677513,-7.5395271,866.6114517180816,0.8666114517180816,المركز الصحي المسيرة 2 (المستوى التاني)
GROUPE 5 MOULAY RACHID,33.571131,-7.53136465,754.3803431459662,0.7543803431459662,Hôpital Municipal sidi moumen Tacharouk
GROUPE 6 MOULAY RACHID,33.5716637,-7.5267949,436.397157762179,0.436397157762179,Hôpital Municipal sidi moumen Tacharouk
GROUPE SCOLAIRE ALAMJAD,33.543264,-7.6735081,1122.6960759618748,1.122696075961875,Hôpital du Cheikh Khalifa Ben Zayd Al-Nahyan
GROUPE SCOLAIRE ALAMJAD 2,33.5433414,-7.6734947,1114.4023182519609,1.114402318251961,Hôpital du Cheikh Khalifa Ben Zayd Al-Nahyan
HAJ FATEH,33.5425348,-7.6843562,1785.1383280403838,1.7851383280403839,hopital hassani
HAMAM SKOURA,33.568807199999995,-7.6895716499999995,1168.0105882275452,1.168010588227545,hopital hassani
HAMMAM EL FAN,33.5516522,-7.5812802,314.05783023126224,0.31405783023126227,Centre Hospitalier Préfectoral de Ben M'Sick
HAMMAM LHAJJA,33.569551399999995,-7.5600824499999995,723.3394035954256,0.7233394035954256,Clinique Al Amal
HAY ADIL,33.581022,-7.57004875,332.566533471467,0.332566533471467,Clinique Al Mouahhidine
HAY BARAKA,33.5730256,-7.5379513,836.398232574592,0.836398232574592,المركز الصحي المسيرة 2 (المستوى التاني)
HAY BARAKA_2,33.5727404,-7.5377039,857.7519789510128,0.8577519789510129,المركز الصحي المسيرة 2 (المستوى التاني)
HAY BIN LMDOUN,33.5571974,-7.6008563,872.8899552164117,0.8728899552164118,Hôpital Bouafi
HAY BOURNAZIL,33.5699866,-7.557753549999999,512.3642381238639,0.5123642381238639,Clinique Al Amal
HAY CHIFA,33.57230735,-7.58355025,1798.4201323118289,1.798420132311829,Hôpital Sidi Othmane
HAY CHRIFA,33.52924265,-7.592879699999999,1324.7562758547592,1.3247562758547593,HOPITAL UNIVERSITAIRE DE PROXIMITE
HAY CHRIFA II,33.53095695,-7.5995223,1073.231233272841,1.073231233272841,HOPITAL UNIVERSITAIRE DE PROXIMITE
HAY CHRIFA SANIA,33.535508,-7.60881905,1176.9026601866867,1.1769026601866868,HOPITAL UNIVERSITAIRE DE PROXIMITE
HAY DAKHLA,33.5724767,-7.6079444,702.5513051088265,0.7025513051088265,Clinique Hermitage
HAY EL BARAKA,33.5707589,-7.5347103,1037.7188884674408,1.0377188884674409,Hôpital Municipal sidi moumen Tacharouk
HAY EL BARAKA GH6,33.5679837,-7.6839145,1103.704964324954,1.1037049643249541,hopital hassani
HAY EL HANA,33.572569200000004,-7.669762199999999,414.8299894507544,0.4148299894507544,Clinique Yasmine
HAY EL MASSIRA,33.56316005,-7.548146,1041.8212177565952,1.041821217756595,المركز الصحي المسيرة 2 (المستوى التاني)
HAY EL WAHDA,33.54389865,-7.5434386,2438.3616815493,2.4383616815493,Clinique Sidi Othmane
HAY EL WAHDA MO,33.6822121,-7.3828964,13102.31121511748,13.10231121511748,Hôpital général de Casablanca Azhar-Bernoussi
HAY EL WAHDA MO 2,33.6820349,-7.3825221,13113.291982177016,13.113291982177016,Hôpital général de Casablanca Azhar-Bernoussi
HAY ENNASR 2,33.532397950000004,-7.5705068,2263.3751439069683,2.2633751439069685,Hôpital Sekkat
HAY ENNOUR,33.55214495,-7.55281305,1176.0698341296984,1.1760698341296985,Clinique Sidi Othmane
HAY HAKAM,33.58717845,-7.5952563,228.14902613155766,0.22814902613155766,Akdital Clinique Ain Berja
HAY INARA 2,33.5417171,-7.5937914,380.9459799317708,0.3809459799317708,Polyclinique CNSS
HAY JAMILA 2,33.54921815,-7.58697315,382.4038829667336,0.3824038829667336,Hôpital Sekkat
HAY JAMILA 4,33.5474925,-7.5707796,858.8764705570994,0.8588764705570994,Centre Hospitalier Préfectoral de Ben M'Sick
HAY JAMILA 4_2,33.5473455,-7.570638,879.3396853507552,0.8793396853507552,Centre Hospitalier Préfectoral de Ben M'Sick
HAY LMASJID 2,33.562001499999994,-7.60510895,443.68072640200955,0.44368072640200956,Complexe Medico-Social Al Wouroud
HAY MASJID 1,33.38424825,-7.538461,18176.62144476381,18.176621444763807,HOPITAL UNIVERSITAIRE DE PROXIMITE
HAY MOULAY RACHID,33.56800785,-7.5319754,1038.2739255331005,1.0382739255331006,Hôpital Municipal sidi moumen Tacharouk
HAY MOURAD,33.57489595,-7.56471625,618.6258187341269,0.6186258187341269,Clinique Al Mouahhidine
HAY NAIM,33.5663904,-7.5048734,2104.6454987625684,2.1046454987625682,Hôpital Municipal sidi moumen Tacharouk
HAY NAIM SIDI MOUMEN,33.56766795,-7.51172105,1486.6607174534995,1.4866607174534996,Hôpital Municipal sidi moumen Tacharouk
